ID,Headword,Language_ID,Part_Of_Speech,Description,URN,Source
urn-nabu-dict-wiktionary-sux-gar3-romanization,gar3,sux,romanization,romanization of 𒃼 (gar₃),urn:nabu:dict:wiktionary-sux:gar3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gar5-romanization,gar5,sux,romanization,romanization of 𒈖 (gar₅),urn:nabu:dict:wiktionary-sux:gar5:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gar6-romanization,gar6,sux,romanization,romanization of 𒉣 (gar₆),urn:nabu:dict:wiktionary-sux:gar6:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gar8-romanization,gar8,sux,romanization,romanization of 𒋞 (gar₈),urn:nabu:dict:wiktionary-sux:gar8:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gaszan-romanization,gaszan,sux,romanization,romanization of 𒃽 (gašan),urn:nabu:dict:wiktionary-sux:gaszan:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gaz-romanization,gaz,sux,romanization,romanization of 𒄤 (gaz),urn:nabu:dict:wiktionary-sux:gaz:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge-romanization,ge,sux,romanization,romanization of 𒄀 (ge),urn:nabu:dict:wiktionary-sux:ge:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge14-romanization,ge14,sux,romanization,romanization of 𒌋 (ge₁₄),urn:nabu:dict:wiktionary-sux:ge14:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge15-romanization,ge15,sux,romanization,romanization of 𒀸 (ge₁₅),urn:nabu:dict:wiktionary-sux:ge15:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge2-romanization,ge2,sux,romanization,romanization of 𒆤 (ge₂),urn:nabu:dict:wiktionary-sux:ge2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge22-romanization,ge22,sux,romanization,romanization of 𒀺 (ge₂₂),urn:nabu:dict:wiktionary-sux:ge22:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge23-romanization,ge23,sux,romanization,romanization of 𒀹 (ge₂₃),urn:nabu:dict:wiktionary-sux:ge23:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge3-romanization,ge3,sux,romanization,romanization of 𒁹 (ge₃),urn:nabu:dict:wiktionary-sux:ge3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge4-romanization,ge4,sux,romanization,romanization of 𒄄 (ge₄),urn:nabu:dict:wiktionary-sux:ge4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ge7-romanization,ge7,sux,romanization,romanization of 𒂠 (ge₇),urn:nabu:dict:wiktionary-sux:ge7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-geme2-romanization,geme2,sux,romanization,romanization of 𒊩𒆳 (geme₂),urn:nabu:dict:wiktionary-sux:geme2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gen7-romanization,gen7,sux,romanization,romanization of 𒁶 (gen₇),urn:nabu:dict:wiktionary-sux:gen7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gi-romanization,gi,sux,romanization,romanization of 𒄀 (gi),urn:nabu:dict:wiktionary-sux:gi:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gi16-romanization,gi16,sux,romanization,romanization of 𒄃 (gi₁₆),urn:nabu:dict:wiktionary-sux:gi16:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gi2-romanization,gi2,sux,romanization,romanization of 𒆤 (gi₂),urn:nabu:dict:wiktionary-sux:gi2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gi4-romanization,gi4,sux,romanization,romanization of 𒄄 (gi₄),urn:nabu:dict:wiktionary-sux:gi4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gi7-romanization,gi7,sux,romanization,romanization of 𒂠 (gi₇),urn:nabu:dict:wiktionary-sux:gi7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gi8-romanization,gi8,sux,romanization,romanization of 𒅆 (gi₈),urn:nabu:dict:wiktionary-sux:gi8:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gib-romanization,gib,sux,romanization,romanization of 𒄃 (gib),urn:nabu:dict:wiktionary-sux:gib:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gibil-romanization,gibil,sux,romanization,romanization of 𒉋 (gibil),urn:nabu:dict:wiktionary-sux:gibil:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gibil2-romanization,gibil2,sux,romanization,romanization of 𒋙𒀾 (gibil₂),urn:nabu:dict:wiktionary-sux:gibil2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gibil3-romanization,gibil3,sux,romanization,romanization of 𒆠𒉈 (gibil₃),urn:nabu:dict:wiktionary-sux:gibil3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gibil4-romanization,gibil4,sux,romanization,romanization of 𒉈 (gibil₄),urn:nabu:dict:wiktionary-sux:gibil4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gid2-romanization,gid2,sux,romanization,romanization of 𒁍 (gid₂),urn:nabu:dict:wiktionary-sux:gid2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gidim-romanization,gidim,sux,romanization,romanization of 𒄇 (gidim),urn:nabu:dict:wiktionary-sux:gidim:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gidim2-romanization,gidim2,sux,romanization,romanization of 𒈦𒌋 (gidim₂),urn:nabu:dict:wiktionary-sux:gidim2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gidim4-romanization,gidim4,sux,romanization,romanization of 𒌜 (gidim₄),urn:nabu:dict:wiktionary-sux:gidim4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gig-romanization,gig,sux,romanization,romanization of 𒍼 (gig),urn:nabu:dict:wiktionary-sux:gig:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gig2-romanization,gig2,sux,romanization,romanization of 𒈪 (gig₂),urn:nabu:dict:wiktionary-sux:gig2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-giggi-romanization,giggi,sux,romanization,romanization of 𒈪 (giggi),urn:nabu:dict:wiktionary-sux:giggi:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gigi2-romanization,gigi2,sux,romanization,romanization of 𒈪 (gigi₂),urn:nabu:dict:wiktionary-sux:gigi2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gigir-romanization,gigir,sux,romanization,romanization of 𒇀 (gigir),urn:nabu:dict:wiktionary-sux:gigir:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gigir2-romanization,gigir2,sux,romanization,romanization of 𒇥 (gigir₂),urn:nabu:dict:wiktionary-sux:gigir2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gigir3-romanization,gigir3,sux,romanization,romanization of 𒇕 (gigir₃),urn:nabu:dict:wiktionary-sux:gigir3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-giguru-romanization,giguru,sux,romanization,romanization of 𒌋 (giguru),urn:nabu:dict:wiktionary-sux:giguru:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-giguru3-romanization,giguru3,sux,romanization,romanization of 𒆂 (giguru₃),urn:nabu:dict:wiktionary-sux:giguru3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gij4-romanization,gij4,sux,romanization,romanization of 𒂅 (gig̃₄),urn:nabu:dict:wiktionary-sux:gij4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gil2-romanization,gil2,sux,romanization,romanization of 𒆸 (gil₂),urn:nabu:dict:wiktionary-sux:gil2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gilgamesz-romanization,gilgamesz,sux,romanization,romanization of 𒄑𒂆𒈦 (gilgameš),urn:nabu:dict:wiktionary-sux:gilgamesz:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gilgamesz2-romanization,gilgamesz2,sux,romanization,romanization of 𒄑𒉋𒂵𒎌 (gilgameš₂),urn:nabu:dict:wiktionary-sux:gilgamesz2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gilgamesz3-romanization,gilgamesz3,sux,romanization,romanization of 𒄑𒉈𒂵𒈩 (gilgameš₃),urn:nabu:dict:wiktionary-sux:gilgamesz3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gilgamesz4-romanization,gilgamesz4,sux,romanization,romanization of 𒄑𒉋𒂵𒈩 (gilgameš₄),urn:nabu:dict:wiktionary-sux:gilgamesz4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gilim-romanization,gilim,sux,romanization,romanization of 𒄃 (gilim),urn:nabu:dict:wiktionary-sux:gilim:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gilim2-romanization,gilim2,sux,romanization,romanization of 𒉾 (gilim₂),urn:nabu:dict:wiktionary-sux:gilim2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gin-romanization,gin,sux,romanization,romanization of 𒁺 (gin),urn:nabu:dict:wiktionary-sux:gin:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gin2-romanization,gin2,sux,romanization,romanization of 𒂅 (gin₂),urn:nabu:dict:wiktionary-sux:gin2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gin3-romanization,gin3,sux,romanization,romanization of 𒆳 (gin₃),urn:nabu:dict:wiktionary-sux:gin3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gin6-romanization,gin6,sux,romanization,romanization of 𒄀 (gin₆),urn:nabu:dict:wiktionary-sux:gin6:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gin7-romanization,gin7,sux,romanization,romanization of 𒁶 (gin₇),urn:nabu:dict:wiktionary-sux:gin7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gir12-romanization,gir12,sux,romanization,romanization of 𒅔 (gir₁₂),urn:nabu:dict:wiktionary-sux:gir12:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gir15-romanization,gir15,sux,romanization,romanization of 𒂠 (gir₁₅),urn:nabu:dict:wiktionary-sux:gir15:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-giri17-romanization,giri17,sux,romanization,romanization of 𒅗 (giri₁₇),urn:nabu:dict:wiktionary-sux:giri17:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gu-romanization,gu,sux,romanization,romanization of 𒄖 (gu),urn:nabu:dict:wiktionary-sux:gu:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gu2-romanization,gu2,sux,romanization,romanization of 𒄘 (gu₂),urn:nabu:dict:wiktionary-sux:gu2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gu3-romanization,gu3,sux,romanization,romanization of 𒅗 (gu₃),urn:nabu:dict:wiktionary-sux:gu3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gu4-romanization,gu4,sux,romanization,romanization of 𒄞 (gu₄),urn:nabu:dict:wiktionary-sux:gu4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gu7-romanization,gu7,sux,romanization,romanization of 𒅥 (gu₇),urn:nabu:dict:wiktionary-sux:gu7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gub-romanization,gub,sux,romanization,romanization of 𒁺 (gub),urn:nabu:dict:wiktionary-sux:gub:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gub2-romanization,gub2,sux,romanization,romanization of 𒇷 (gub₂),urn:nabu:dict:wiktionary-sux:gub2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gud-romanization,gud,sux,romanization,romanization of 𒄞 (gud),urn:nabu:dict:wiktionary-sux:gud:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gudu4-romanization,gudu4,sux,romanization,romanization of 𒄴𒈨 (gudu₄),urn:nabu:dict:wiktionary-sux:gudu4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-guduX-romanization,guduX,sux,romanization,romanization of 𒄴 (guduₓ(ḪI×NUN)),urn:nabu:dict:wiktionary-sux:guduX:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gudug-romanization,gudug,sux,romanization,romanization of 𒄴𒈨 (gudug),urn:nabu:dict:wiktionary-sux:gudug:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gudug2-romanization,gudug2,sux,romanization,romanization of 𒋨𒈨 (gudug₂),urn:nabu:dict:wiktionary-sux:gudug2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gug-romanization,gug,sux,romanization,romanization of 𒍝𒄢 (gug),urn:nabu:dict:wiktionary-sux:gug:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gug6-romanization,gug6,sux,romanization,romanization of 𒅗𒆕 (gug₆),urn:nabu:dict:wiktionary-sux:gug6:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gul-romanization,gul,sux,romanization,romanization of 𒄢 (gul),urn:nabu:dict:wiktionary-sux:gul:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gum-romanization,gum,sux,romanization,romanization of 𒄣 (gum),urn:nabu:dict:wiktionary-sux:gum:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gum2-romanization,gum2,sux,romanization,romanization of 𒈝 (gum₂),urn:nabu:dict:wiktionary-sux:gum2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gumgum-romanization,gumgum,sux,romanization,romanization of 𒈞 (gumgum),urn:nabu:dict:wiktionary-sux:gumgum:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gun2-romanization,gun2,sux,romanization,romanization of 𒄘 (gun₂),urn:nabu:dict:wiktionary-sux:gun2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gun3-romanization,gun3,sux,romanization,romanization of 𒁯 (gun₃),urn:nabu:dict:wiktionary-sux:gun3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gun5-romanization,gun5,sux,romanization,romanization of 𒈝 (gun₅),urn:nabu:dict:wiktionary-sux:gun5:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur-romanization,gur,sux,romanization,romanization of 𒄥 (gur),urn:nabu:dict:wiktionary-sux:gur:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur10-romanization,gur10,sux,romanization,romanization of 𒆥 (gur₁₀),urn:nabu:dict:wiktionary-sux:gur10:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur11-romanization,gur11,sux,romanization,romanization of 𒂵 (gur₁₁),urn:nabu:dict:wiktionary-sux:gur11:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur16-romanization,gur16,sux,romanization,romanization of 𒆳 (gur₁₆),urn:nabu:dict:wiktionary-sux:gur16:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur17-romanization,gur17,sux,romanization,romanization of 𒄕 (gur₁₇),urn:nabu:dict:wiktionary-sux:gur17:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur2-romanization,gur2,sux,romanization,romanization of 𒃵 (gur₂),urn:nabu:dict:wiktionary-sux:gur2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur3-romanization,gur3,sux,romanization,romanization of 𒅍 (gur₃),urn:nabu:dict:wiktionary-sux:gur3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur4-romanization,gur4,sux,romanization,romanization of 𒆸 (gur₄),urn:nabu:dict:wiktionary-sux:gur4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur5-romanization,gur5,sux,romanization,romanization of 𒍀 (gur₅),urn:nabu:dict:wiktionary-sux:gur5:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur6-romanization,gur6,sux,romanization,romanization of 𒃸 (gur₆),urn:nabu:dict:wiktionary-sux:gur6:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur7-romanization,gur7,sux,romanization,romanization of 𒄦 (gur₇),urn:nabu:dict:wiktionary-sux:gur7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur8-romanization,gur8,sux,romanization,romanization of 𒋽 (gur₈),urn:nabu:dict:wiktionary-sux:gur8:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gur9-romanization,gur9,sux,romanization,romanization of 𒉒 (gur₉),urn:nabu:dict:wiktionary-sux:gur9:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurX-romanization,gurX,sux,romanization,romanization of 𒌋𒂵 (gurₓ(U.GA)),urn:nabu:dict:wiktionary-sux:gurX:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurum-romanization,gurum,sux,romanization,romanization of 𒃵 (gurum),urn:nabu:dict:wiktionary-sux:gurum:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurum2-romanization,gurum2,sux,romanization,romanization of 𒅆𒂟 (gurum₂),urn:nabu:dict:wiktionary-sux:gurum2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurumX-romanization,gurumX,sux,romanization,romanization of 𒄧 (gurumₓ(GURUN)),urn:nabu:dict:wiktionary-sux:gurumX:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurun-romanization,gurun,sux,romanization,romanization of 𒄧 (gurun),urn:nabu:dict:wiktionary-sux:gurun:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurun4-romanization,gurun4,sux,romanization,romanization of 𒇫 (gurun₄),urn:nabu:dict:wiktionary-sux:gurun4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurun7-romanization,gurun7,sux,romanization,romanization of 𒂁 (gurun₇),urn:nabu:dict:wiktionary-sux:gurun7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-gurunX-romanization,gurunX,sux,romanization,romanization of 𒋲 (gurunₓ(4xTAB)),urn:nabu:dict:wiktionary-sux:gurunX:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-guz-romanization,guz,sux,romanization,romanization of 𒄣 (guz),urn:nabu:dict:wiktionary-sux:guz:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ha-romanization,ha,sux,romanization,romanization of 𒄩 (ḫa),urn:nabu:dict:wiktionary-sux:ha:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hab2-romanization,hab2,sux,romanization,romanization of 𒇥 (ḫab₂),urn:nabu:dict:wiktionary-sux:hab2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-had-romanization,had,sux,romanization,romanization of 𒉺 (ḫad),urn:nabu:dict:wiktionary-sux:had:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-had2-romanization,had2,sux,romanization,romanization of 𒌓 (ḫad₂),urn:nabu:dict:wiktionary-sux:had2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-had3-romanization,had3,sux,romanization,romanization of 𒊷 (ḫad₃),urn:nabu:dict:wiktionary-sux:had3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hal-romanization,hal,sux,romanization,romanization of 𒄬 (ḫal),urn:nabu:dict:wiktionary-sux:hal:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hanisz-romanization,hanisz,sux,romanization,romanization of 𒅂 (ḫaniš),urn:nabu:dict:wiktionary-sux:hanisz:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hanisz2-romanization,hanisz2,sux,romanization,romanization of 𒈗 (ḫaniš₂),urn:nabu:dict:wiktionary-sux:hanisz2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-har-romanization,har,sux,romanization,romanization of 𒄯 (ḫar),urn:nabu:dict:wiktionary-sux:har:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hasz-romanization,hasz,sux,romanization,romanization of 𒋻 (ḫaš),urn:nabu:dict:wiktionary-sux:hasz:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hasz2-romanization,hasz2,sux,romanization,romanization of 𒍨 (ḫaš₂),urn:nabu:dict:wiktionary-sux:hasz2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hasz4-romanization,hasz4,sux,romanization,romanization of 𒍮 (ḫaš₄),urn:nabu:dict:wiktionary-sux:hasz4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-he2-romanization,he2,sux,romanization,romanization of 𒃶 (ḫe₂),urn:nabu:dict:wiktionary-sux:he2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hejal-romanization,hejal,sux,romanization,romanization of 𒂼 (ḫeg̃al),urn:nabu:dict:wiktionary-sux:hejal:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-henbur-romanization,henbur,sux,romanization,romanization of 𒆕 (ḫenbur),urn:nabu:dict:wiktionary-sux:henbur:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-henbur2-romanization,henbur2,sux,romanization,romanization of 𒊺𒆕 (ḫenbur₂),urn:nabu:dict:wiktionary-sux:henbur2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hi-romanization,hi,sux,romanization,romanization of 𒄭 (ḫi),urn:nabu:dict:wiktionary-sux:hi:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hir-romanization,hir,sux,romanization,romanization of 𒆟 (ḫir),urn:nabu:dict:wiktionary-sux:hir:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hu-romanization,hu,sux,romanization,romanization of 𒄷 (ḫu),urn:nabu:dict:wiktionary-sux:hu:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hul-romanization,hul,sux,romanization,romanization of 𒅆𒌨 (ḫul),urn:nabu:dict:wiktionary-sux:hul:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hul2-romanization,hul2,sux,romanization,romanization of 𒄾 (ḫul₂),urn:nabu:dict:wiktionary-sux:hul2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-hur-romanization,hur,sux,romanization,romanization of 𒄯 (ḫur),urn:nabu:dict:wiktionary-sux:hur:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-i-romanization,i,sux,romanization,romanization of 𒄿,urn:nabu:dict:wiktionary-sux:i:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-i2-romanization,i2,sux,romanization,romanization of 𒐊 (i₂),urn:nabu:dict:wiktionary-sux:i2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-i3-romanization,i3,sux,romanization,romanization of 𒉌 (i₃),urn:nabu:dict:wiktionary-sux:i3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-i5-romanization,i5,sux,romanization,romanization of 𒅗 (i₅),urn:nabu:dict:wiktionary-sux:i5:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-i7-romanization,i7,sux,romanization,romanization of 𒀀𒇉 (i₇),urn:nabu:dict:wiktionary-sux:i7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ia2-romanization,ia2,sux,romanization,romanization of 𒐊 (ia₂),urn:nabu:dict:wiktionary-sux:ia2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ia3-romanization,ia3,sux,romanization,romanization of 𒉌 (ia₃),urn:nabu:dict:wiktionary-sux:ia3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ia4-romanization,ia4,sux,romanization,romanization of 𒎎 (ia₄),urn:nabu:dict:wiktionary-sux:ia4:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ia7-romanization,ia7,sux,romanization,romanization of 𒐃 (ia₇),urn:nabu:dict:wiktionary-sux:ia7:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ib-romanization,ib,sux,romanization,romanization of 𒅁 (ib),urn:nabu:dict:wiktionary-sux:ib:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ib2-romanization,ib2,sux,romanization,romanization of 𒌈 (ib₂),urn:nabu:dict:wiktionary-sux:ib2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ibila-romanization,ibila,sux,romanization,romanization of 𒌉𒍑 (ibila),urn:nabu:dict:wiktionary-sux:ibila:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ibila2-romanization,ibila2,sux,romanization,romanization of 𒌉𒀴 (ibila₂),urn:nabu:dict:wiktionary-sux:ibila2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ibila3-romanization,ibila3,sux,romanization,romanization of 𒌉𒊕 (ibila₃),urn:nabu:dict:wiktionary-sux:ibila3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ibilaX-romanization,ibilaX,sux,romanization,romanization of 𒌉𒁹 (ibilaₓ(TUR.DIŠ)),urn:nabu:dict:wiktionary-sux:ibilaX:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ibira-romanization,ibira,sux,romanization,romanization of 𒅪 (ibira),urn:nabu:dict:wiktionary-sux:ibira:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ibira2-romanization,ibira2,sux,romanization,romanization of 𒅛 (ibira₂),urn:nabu:dict:wiktionary-sux:ibira2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-id2-romanization,id2,sux,romanization,romanization of 𒀀𒇉 (id₂),urn:nabu:dict:wiktionary-sux:id2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-idigna-romanization,idigna,sux,romanization,romanization of 𒄘𒃼 (idigna),urn:nabu:dict:wiktionary-sux:idigna:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-idim-romanization,idim,sux,romanization,romanization of 𒁁 (idim),urn:nabu:dict:wiktionary-sux:idim:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ig-romanization,ig,sux,romanization,romanization of 𒅅 (ig),urn:nabu:dict:wiktionary-sux:ig:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-igi-romanization,igi,sux,romanization,romanization of 𒅆 (igi),urn:nabu:dict:wiktionary-sux:igi:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ih-romanization,ih,sux,romanization,romanization of 𒄴 (iḫ),urn:nabu:dict:wiktionary-sux:ih:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ij3-romanization,ij3,sux,romanization,romanization of 𒉘 (ig̃₃),urn:nabu:dict:wiktionary-sux:ij3:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-iku2-romanization,iku2,sux,romanization,romanization of 𒂽 (iku₂),urn:nabu:dict:wiktionary-sux:iku2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-il2-romanization,il2,sux,romanization,romanization of 𒅍 (il₂),urn:nabu:dict:wiktionary-sux:il2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-il5-romanization,il5,sux,romanization,romanization of 𒂖 (il₅),urn:nabu:dict:wiktionary-sux:il5:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ilimmu-romanization,ilimmu,sux,romanization,romanization of 𒑆 (ilimmu),urn:nabu:dict:wiktionary-sux:ilimmu:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-ilimmu2-romanization,ilimmu2,sux,romanization,romanization of 𒐇 (ilimmu₂),urn:nabu:dict:wiktionary-sux:ilimmu2:romanization,wiktionary-sux
urn-nabu-dict-wiktionary-sux-im-romanization,im,sux,romanization,romanization of 𒅎 (im),urn:nabu:dict:wiktionary-sux:im:romanization,wiktionary-sux
