ID,Headword,Language_ID,Part_Of_Speech,Description,URN,Source
urn-nabu-dict-wiktionary-hit-postp,𒀀𒀊𒉺,hit,postp,behind,urn:nabu:dict:wiktionary-hit:𒀀𒀊𒉺:postp,wiktionary-hit
urn-nabu-dict-wiktionary-hit-prefix,𒀀𒀊𒉺,hit,prefix,"back, again, further",urn:nabu:dict:wiktionary-hit:𒀀𒀊𒉺:prefix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-name,𒀀𒀝𒉌𒅖,hit,name,Agni (Vedic deity),urn:nabu:dict:wiktionary-hit:𒀀𒀝𒉌𒅖:name,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adv-3,𒀀𒀭𒆠,hit,adv,once,urn:nabu:dict:wiktionary-hit:𒀀𒀭𒆠:adv,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb,𒀀𒀸𒅆𒅀𒀜𒋫𒊑,hit,verb,to be loved,urn:nabu:dict:wiktionary-hit:𒀀𒀸𒅆𒅀𒀜𒋫𒊑:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun,𒀀𒀸𒅆𒅀𒋻,hit,noun,love,urn:nabu:dict:wiktionary-hit:𒀀𒀸𒅆𒅀𒋻:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj,𒀀𒀸𒋗𒍑,hit,adj,good,urn:nabu:dict:wiktionary-hit:𒀀𒀸𒋗𒍑:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-2,𒀀𒀸𒋗𒍑𒊭𒀭𒉌,hit,noun,horse trainer,urn:nabu:dict:wiktionary-hit:𒀀𒀸𒋗𒍑𒊭𒀭𒉌:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-3,𒀀𒄿𒅖,hit,noun,mouth,urn:nabu:dict:wiktionary-hit:𒀀𒄿𒅖:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adv-4,𒀀𒄿𒅗𒉿𒅈𒋫𒀭𒈾,hit,adv,for one turn,urn:nabu:dict:wiktionary-hit:𒀀𒄿𒅗𒉿𒅈𒋫𒀭𒈾:adv,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-2,𒀀𒅆𒉿𒀭𒍝,hit,adj,poor,urn:nabu:dict:wiktionary-hit:𒀀𒅆𒉿𒀭𒍝:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-2,𒀀𒅈𒆪𒍣,hit,verb,"to chant, intone",urn:nabu:dict:wiktionary-hit:𒀀𒅈𒆪𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-3,𒀀𒅈𒊭𒆠𒄑𒍣,hit,verb,"to arrive, come, go",urn:nabu:dict:wiktionary-hit:𒀀𒅈𒊭𒆠𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-4,𒀀𒆪𒌓𒋻𒊏𒀸,hit,noun,"toaster, drinker",urn:nabu:dict:wiktionary-hit:𒀀𒆪𒌓𒋻𒊏𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-5,𒀀𒇷𒂖,hit,noun,"flower, blossom",urn:nabu:dict:wiktionary-hit:𒀀𒇷𒂖:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-6,𒀀𒊏𒀀𒀸,hit,noun,alternative form of 𒀀𒊏𒀸,urn:nabu:dict:wiktionary-hit:𒀀𒊏𒀀𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-4,𒀀𒊏𒀀𒄑𒍣,hit,verb,"to rise, revolt, halt",urn:nabu:dict:wiktionary-hit:𒀀𒊏𒀀𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-7,𒀀𒊏𒀸,hit,noun,friend,urn:nabu:dict:wiktionary-hit:𒀀𒊏𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-3,𒀀𒊏𒄴𒍢𒈾𒀸,hit,adj,"bordering, surrounding, adjoining",urn:nabu:dict:wiktionary-hit:𒀀𒊏𒄴𒍢𒈾𒀸:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-4,𒀀𒊏𒌋𒉿𒀸,hit,adj,"exempt, free",urn:nabu:dict:wiktionary-hit:𒀀𒊏𒌋𒉿𒀸:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-5,𒀀𒊑𒂊𒄑𒍣,hit,verb,"to study an oracle, ask an oracle",urn:nabu:dict:wiktionary-hit:𒀀𒊑𒂊𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-8,𒀀𒊑𒅀𒊺𒌍𒊬,hit,noun,oracle,urn:nabu:dict:wiktionary-hit:𒀀𒊑𒅀𒊺𒌍𒊬:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-6,𒀀𒊑𒅖𒆠𒄑𒍣,hit,verb,imperfect of 𒀀𒊑𒂊𒄑𒍣 (a-ri-e-ez-zi /⁠ariezzi⁠/),urn:nabu:dict:wiktionary-hit:𒀀𒊑𒅖𒆠𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-9,𒀀𒊒𒈾𒀸,hit,noun,Sea,urn:nabu:dict:wiktionary-hit:𒀀𒊒𒈾𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-5,𒀀𒊭𒀀𒀭𒍝,hit,adj,being,urn:nabu:dict:wiktionary-hit:𒀀𒊭𒀀𒀭𒍝:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-10,𒀀𒊭𒀀𒌋𒅈,hit,noun,"sheepfold, pen",urn:nabu:dict:wiktionary-hit:𒀀𒊭𒀀𒌋𒅈:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-7,𒀀𒊭𒀭𒈾,hit,verb,infinitive of 𒂊𒌍𒍣 (e-eš-zi),urn:nabu:dict:wiktionary-hit:𒀀𒊭𒀭𒈾:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-11,𒀀𒌑𒊑𒅖,hit,noun,"watchtower, lookout, guardpost; fort, stronghold",urn:nabu:dict:wiktionary-hit:𒀀𒌑𒊑𒅖:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-12,𒀜𒁕𒀸,hit,noun,alternative spelling of 𒀜𒋫𒀸,urn:nabu:dict:wiktionary-hit:𒀜𒁕𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-13,𒀜𒋫𒀸,hit,noun,father,urn:nabu:dict:wiktionary-hit:𒀜𒋫𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-8,𒀝𒆪𒍑𒆠𒄑𒍣,hit,verb,to drink,urn:nabu:dict:wiktionary-hit:𒀝𒆪𒍑𒆠𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-6,𒀠𒁍𒍑,hit,adj,"sharp, pointed",urn:nabu:dict:wiktionary-hit:𒀠𒁍𒍑:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-14,𒀠𒉺𒀸,hit,noun,cloud,urn:nabu:dict:wiktionary-hit:𒀠𒉺𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-15,𒀭𒈾𒀸,hit,noun,mother,urn:nabu:dict:wiktionary-hit:𒀭𒈾𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-9,𒀭𒈾𒉡𒍣,hit,verb,"to teach, educate",urn:nabu:dict:wiktionary-hit:𒀭𒈾𒉡𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-10,𒀭𒉌𒄿𒄑𒍣,hit,verb,"to act, create, work",urn:nabu:dict:wiktionary-hit:𒀭𒉌𒄿𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-7,𒀭𒋫𒊏𒀸,hit,adj,blue,urn:nabu:dict:wiktionary-hit:𒀭𒋫𒊏𒀸:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-16,𒀭𒌅𒉿𒄴𒄩𒀸,hit,noun,"man, human being, person",urn:nabu:dict:wiktionary-hit:𒀭𒌅𒉿𒄴𒄩𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-17,𒀲𒆳𒊏𒍑,hit,noun,horse,urn:nabu:dict:wiktionary-hit:𒀲𒆳𒊏𒍑:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-character,𒀸,hit,character,"INA: in, represents the Locative case",urn:nabu:dict:wiktionary-hit:𒀸:character,wiktionary-hit
urn-nabu-dict-wiktionary-hit-conj-3,𒀸,hit,conj,AŠ-ŠUM: because,urn:nabu:dict:wiktionary-hit:𒀸:conj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-18,𒀸,hit,noun,"AŠ.ME ""solar disk""",urn:nabu:dict:wiktionary-hit:𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-11,𒀸𒉡𒍑𒆠𒄑𒍣,hit,verb,"imperfect of 𒀸𒊭𒉡𒊻𒍣 (aš-ša-nu-uz-zi, “to take care of”)",urn:nabu:dict:wiktionary-hit:𒀸𒉡𒍑𒆠𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-12,𒀸𒊭𒉡𒊻𒍣,hit,verb,to take care of,urn:nabu:dict:wiktionary-hit:𒀸𒊭𒉡𒊻𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-name-2,𒀸𒋗𒉿,hit,name,northwest Anatolia,urn:nabu:dict:wiktionary-hit:𒀸𒋗𒉿:name,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-1,𒁁𒁕𒀀𒄿,hit,verb:1,to dig,urn:nabu:dict:wiktionary-hit:𒁁𒁕𒀀𒄿:verb:1,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-2-2,𒁁𒁕𒀀𒄿,hit,verb:2,"to run, race",urn:nabu:dict:wiktionary-hit:𒁁𒁕𒀀𒄿:verb:2,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-19,𒁁𒋻,hit,noun,wing,urn:nabu:dict:wiktionary-hit:𒁁𒋻:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-13,𒁁𒌍,hit,verb,"imperative of 𒁉𒌍𒍣 (“to rub, scrub”)",urn:nabu:dict:wiktionary-hit:𒁁𒌍:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-20,𒁄𒄩𒀸𒋾𒅖,hit,noun,"width, breadth, expanse",urn:nabu:dict:wiktionary-hit:𒁄𒄩𒀸𒋾𒅖:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-8,𒁄𒄭𒅖,hit,adj,"wide, broad",urn:nabu:dict:wiktionary-hit:𒁄𒄭𒅖:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-21,𒁉𒂊𒁕𒀭,hit,noun,place,urn:nabu:dict:wiktionary-hit:𒁉𒂊𒁕𒀭:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adv-5,𒁉𒂊𒊏𒀭,hit,adv,"previously, in advance",urn:nabu:dict:wiktionary-hit:𒁉𒂊𒊏𒀭:adv,wiktionary-hit
urn-nabu-dict-wiktionary-hit-postp-2,𒁉𒂊𒊏𒀭,hit,postp,"before, in front of",urn:nabu:dict:wiktionary-hit:𒁉𒂊𒊏𒀭:postp,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-14,𒁉𒌍𒅆𒄑𒍣,hit,verb,"to throw, cast, shove",urn:nabu:dict:wiktionary-hit:𒁉𒌍𒅆𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-22,𒁉𒌍𒈾𒀸,hit,noun,genitive singular of 𒇽𒀸 (LÚ-aš),urn:nabu:dict:wiktionary-hit:𒁉𒌍𒈾𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-15,𒁉𒌍𒊺𒌍𒆠𒄑𒍣,hit,verb,"imperfect of 𒁉𒌍𒅆𒄑𒍣 (pé-eš-ši-ez-zi /⁠péššezzi⁠/, “to throw, cast, shove”)",urn:nabu:dict:wiktionary-hit:𒁉𒌍𒊺𒌍𒆠𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-16,𒁉𒌍𒍣,hit,verb,"to rub, scrub",urn:nabu:dict:wiktionary-hit:𒁉𒌍𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-23,𒁍𒊒𒌓,hit,noun,"soil, mud, earth",urn:nabu:dict:wiktionary-hit:𒁍𒊒𒌓:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-17,𒁕𒀭𒆪𒂊𒌍𒍣,hit,verb,"to blacken, to become black",urn:nabu:dict:wiktionary-hit:𒁕𒀭𒆪𒂊𒌍𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-9,𒁕𒀭𒆪𒅖,hit,adj,"black, dark",urn:nabu:dict:wiktionary-hit:𒁕𒀭𒆪𒅖:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-10,𒁕𒀸𒋗𒍑,hit,adj,"all, whole, entire",urn:nabu:dict:wiktionary-hit:𒁕𒀸𒋗𒍑:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-18,𒁖𒆠𒅖𒍣,hit,verb,"to fashion, make, construct",urn:nabu:dict:wiktionary-hit:𒁖𒆠𒅖𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-24,𒁖𒊺𒌍𒊬,hit,noun,"combination, arrangement, settlement",urn:nabu:dict:wiktionary-hit:𒁖𒊺𒌍𒊬:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-num,𒁹𒅖,hit,num,one,urn:nabu:dict:wiktionary-hit:𒁹𒅖:num,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-25,𒁺𒌓𒋻𒊑𒅀𒋾𒅀𒀸,hit,noun,of a female functionary (genitive singular of 𒁺𒌓𒋻𒊑𒅀𒋾𒅖 (du-ut-tar-ri-ya-ti-iš)),urn:nabu:dict:wiktionary-hit:𒁺𒌓𒋻𒊑𒅀𒋾𒅀𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-19,𒂊𒀉𒈪,hit,verb,first-person present active singular of 𒂊𒄑𒍝𒊍𒍣 (e-ez-za-az-zi),urn:nabu:dict:wiktionary-hit:𒂊𒀉𒈪:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-26,𒂊𒃷,hit,noun,ice,urn:nabu:dict:wiktionary-hit:𒂊𒃷:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-20,𒂊𒄑𒍝𒀜𒋼𒉌,hit,verb,second-person present active indicative plural of 𒂊𒄑𒍝𒊍𒍣 (e-ez-za-az-zi),urn:nabu:dict:wiktionary-hit:𒂊𒄑𒍝𒀜𒋼𒉌:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-21,𒂊𒄑𒍝𒊍𒍣,hit,verb,to eat,urn:nabu:dict:wiktionary-hit:𒂊𒄑𒍝𒊍𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-22,𒂊𒅁𒍣,hit,verb,"to seize, to take",urn:nabu:dict:wiktionary-hit:𒂊𒅁𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-11,𒂊𒆪𒈾𒀸,hit,adj,cold,urn:nabu:dict:wiktionary-hit:𒂊𒆪𒈾𒀸:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-23,𒂊𒆪𒌓𒋼𒉌,hit,verb,second-person present active indicative plural of 𒂊𒆪𒍣 (e-ku-zi),urn:nabu:dict:wiktionary-hit:𒂊𒆪𒌓𒋼𒉌:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-24,𒂊𒆪𒍣,hit,verb,to drink,urn:nabu:dict:wiktionary-hit:𒂊𒆪𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-27,𒂊𒉿𒀭,hit,noun,a kind of grain,urn:nabu:dict:wiktionary-hit:𒂊𒉿𒀭:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-12,𒂊𒌍𒄩𒀸𒃷𒍝,hit,adj,bloodied,urn:nabu:dict:wiktionary-hit:𒂊𒌍𒄩𒀸𒃷𒍝:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-28,𒂊𒌍𒄯,hit,noun,blood,urn:nabu:dict:wiktionary-hit:𒂊𒌍𒄯:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-25,𒂊𒌍𒄯𒉡𒊻𒍣,hit,verb,"to bloody, make bloody",urn:nabu:dict:wiktionary-hit:𒂊𒌍𒄯𒉡𒊻𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-26,𒂊𒌍𒍣,hit,verb,"to be, to exist",urn:nabu:dict:wiktionary-hit:𒂊𒌍𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-29,𒂍,hit,noun,house,urn:nabu:dict:wiktionary-hit:𒂍:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adv-6,𒂍,hit,adv,where,urn:nabu:dict:wiktionary-hit:𒂍:adv,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-30,𒂍𒅕,hit,noun,alternative form of 𒂍 (È /⁠pēr⁠/),urn:nabu:dict:wiktionary-hit:𒂍𒅕:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-31,𒂍𒈨𒌍,hit,noun,plural of 𒂍 (È /⁠pēr⁠/),urn:nabu:dict:wiktionary-hit:𒂍𒈨𒌍:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-character-2,𒂕,hit,character,Sumerogram of 𒀀𒀊𒉺 (a-ap-pa),urn:nabu:dict:wiktionary-hit:𒂕:character,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-32,𒂵𒆷𒀝𒋻,hit,noun,"soothing substance, (opium) poppy?",urn:nabu:dict:wiktionary-hit:𒂵𒆷𒀝𒋻:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-27,𒂵𒊒𒌒𒍣,hit,verb,to shave,urn:nabu:dict:wiktionary-hit:𒂵𒊒𒌒𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-28,𒃰𒃰𒋾𒅀𒍣,hit,verb,"to quake, shake",urn:nabu:dict:wiktionary-hit:𒃰𒃰𒋾𒅀𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-postp-3,𒃰𒋫,hit,postp,"with, alongside",urn:nabu:dict:wiktionary-hit:𒃰𒋫:postp,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adv-7,𒃰𒋫,hit,adv,downwards,urn:nabu:dict:wiktionary-hit:𒃰𒋫:adv,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-33,𒃰𒋫𒆪𒊏𒀭𒋫𒀸,hit,noun,a type of libation vessel,urn:nabu:dict:wiktionary-hit:𒃰𒋫𒆪𒊏𒀭𒋫𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-13,𒃰𒋼𒊏𒀸,hit,adj,lower,urn:nabu:dict:wiktionary-hit:𒃰𒋼𒊏𒀸:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-symbol,𒃲,hit,symbol,"^((LÚ))GAL ""superior, chief, highest ranking""",urn:nabu:dict:wiktionary-hit:𒃲:symbol,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-34,𒃲𒄭𒀀𒅖,hit,noun,eye,urn:nabu:dict:wiktionary-hit:𒃲𒄭𒀀𒅖:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-character-3,𒃻,hit,character,"Sumerogram of 𒃻𒀸 (NINDA-aš /⁠zūwaš⁠/, “bread”)",urn:nabu:dict:wiktionary-hit:𒃻:character,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-29,𒃻𒀭,hit,verb,inflection of 𒃻𒀸 (NINDA-aš),urn:nabu:dict:wiktionary-hit:𒃻𒀭:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-35,𒃻𒀸,hit,noun,bread,urn:nabu:dict:wiktionary-hit:𒃻𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-36,𒃾𒅖,hit,noun,wine,urn:nabu:dict:wiktionary-hit:𒃾𒅖:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-37,𒄀𒈠𒀭,hit,noun,winter,urn:nabu:dict:wiktionary-hit:𒄀𒈠𒀭:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-38,𒄀𒉡,hit,noun,knee,urn:nabu:dict:wiktionary-hit:𒄀𒉡:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-39,𒄊𒀸,hit,noun,foot,urn:nabu:dict:wiktionary-hit:𒄊𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pron-3,𒄠𒈨𒂊𒁕𒊍,hit,pron,ablative singular of 𒌑𒊌 (ú-uk),urn:nabu:dict:wiktionary-hit:𒄠𒈨𒂊𒁕𒊍:pron,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pron-4,𒄠𒈨𒂖,hit,pron,genitive singular of 𒌑𒊌 (ú-uk),urn:nabu:dict:wiktionary-hit:𒄠𒈨𒂖:pron,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-40,𒄠𒈪𒅀𒀭𒋼𒌍𒊬,hit,noun,miniature bread,urn:nabu:dict:wiktionary-hit:𒄠𒈪𒅀𒀭𒋼𒌍𒊬:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-14,𒄠𒈪𒅀𒀭𒍝,hit,adj,small,urn:nabu:dict:wiktionary-hit:𒄠𒈪𒅀𒀭𒍝:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pron-5,𒄠𒈬𒊌,hit,pron,me,urn:nabu:dict:wiktionary-hit:𒄠𒈬𒊌:pron,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-30,𒄢𒀸𒍣,hit,verb,"to carve, engrave, inscribe",urn:nabu:dict:wiktionary-hit:𒄢𒀸𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-41,𒄩,hit,noun,"an animal whose meat was dried and eaten, possibly a fish",urn:nabu:dict:wiktionary-hit:𒄩:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-42,𒄩𒀀𒀊𒈦,hit,noun,"business, trade, payment, price, purchase",urn:nabu:dict:wiktionary-hit:𒄩𒀀𒀊𒈦:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-43,𒄩𒀀𒊏𒀸,hit,noun,eagle,urn:nabu:dict:wiktionary-hit:𒄩𒀀𒊏𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-31,𒄩𒀊𒁉𒉌𒌍𒍣,hit,verb,"to richen, to become rich",urn:nabu:dict:wiktionary-hit:𒄩𒀊𒁉𒉌𒌍𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-32,𒄩𒀊𒍣,hit,verb,"to join, attach",urn:nabu:dict:wiktionary-hit:𒄩𒀊𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adj-15,𒄩𒀜𒆪𒍑,hit,adj,"narrow, tight",urn:nabu:dict:wiktionary-hit:𒄩𒀜𒆪𒍑:adj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-33,𒄩𒀸𒅆𒅅𒂵𒉡𒊻𒍣,hit,verb,"to satiate, saturate with, steep in",urn:nabu:dict:wiktionary-hit:𒄩𒀸𒅆𒅅𒂵𒉡𒊻𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-44,𒄩𒀸𒊭𒀀𒀸,hit,noun,"hearth, fireplace",urn:nabu:dict:wiktionary-hit:𒄩𒀸𒊭𒀀𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-45,𒄩𒀸𒊭𒀸,hit,noun,descendant,urn:nabu:dict:wiktionary-hit:𒄩𒀸𒊭𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-34,𒄩𒀸𒊭𒉡𒊻𒍣,hit,verb,to bring to birth,urn:nabu:dict:wiktionary-hit:𒄩𒀸𒊭𒉡𒊻𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-35,𒄩𒀸𒊭𒉡𒍑𒆠𒄑𒍣,hit,verb,"imperfect of 𒄩𒀸𒊭𒉡𒊻𒍣 (ḫa-aš-ša-nu-uz-zi /⁠ḫaššanuzzi⁠/, “to bring to birth”)",urn:nabu:dict:wiktionary-hit:𒄩𒀸𒊭𒉡𒍑𒆠𒄑𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-36,𒄩𒀸𒊺𒅅𒍣,hit,verb,"to satiate oneself, be satiated",urn:nabu:dict:wiktionary-hit:𒄩𒀸𒊺𒅅𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-46,𒄩𒀸𒋫𒄿,hit,noun,bone,urn:nabu:dict:wiktionary-hit:𒄩𒀸𒋫𒄿:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-47,𒄩𒀸𒋼𒅕𒍝,hit,noun,star,urn:nabu:dict:wiktionary-hit:𒄩𒀸𒋼𒅕𒍝:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-48,𒄩𒇻𒂵𒀸,hit,noun,"message, announcement, news",urn:nabu:dict:wiktionary-hit:𒄩𒇻𒂵𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-49,𒄩𒇻𒅗𒀸,hit,noun,"message, announcement",urn:nabu:dict:wiktionary-hit:𒄩𒇻𒅗𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-50,𒄩𒉺𒀀,hit,noun,towards the river,urn:nabu:dict:wiktionary-hit:𒄩𒉺𒀀:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-51,𒄩𒌅𒂵𒀀𒋻,hit,noun,"terror, awesomeness",urn:nabu:dict:wiktionary-hit:𒄩𒌅𒂵𒀀𒋻:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-37,𒄩𒌅𒂵𒀸,hit,verb,terrible deed,urn:nabu:dict:wiktionary-hit:𒄩𒌅𒂵𒀸:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-verb-38,𒄩𒌅𒊌𒍣,hit,verb,to be terrible,urn:nabu:dict:wiktionary-hit:𒄩𒌅𒊌𒍣:verb,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-52,𒄬𒆪𒂊𒌍𒊬,hit,noun,supplies (for festivals),urn:nabu:dict:wiktionary-hit:𒄬𒆪𒂊𒌍𒊬:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-53,𒄭𒅎𒈠𒀠𒇷𒀸,hit,noun,imitator,urn:nabu:dict:wiktionary-hit:𒄭𒅎𒈠𒀠𒇷𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-54,𒄭𒅎𒈠𒀸,hit,noun,"imitation, substitute, replica",urn:nabu:dict:wiktionary-hit:𒄭𒅎𒈠𒀸:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-noun-55,𒄭𒅔𒃷,hit,noun,death,urn:nabu:dict:wiktionary-hit:𒄭𒅔𒃷:noun,wiktionary-hit
