ID,Codepoint,Glyph,Gardiner,UniK,Core,Description,Functions,Values,JSesh,Hieroglyphica,IFAO,Source
U13C6A,U+13C6A,𓱪,G-11-117,HJ G199A,C,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body (G195), with a flagellum (S45) on its back, with a feather (H6), angled forwards, on its toe; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),nṯr,G199A,G199A,"184,9",unikemet
U13C6B,U+13C6B,𓱫,G-12-008,HJ G287,,,,,G287,G287,,unikemet
U13C6C,U+13C6C,𓱬,G-12-009,HJ G285,C,"A falcon (G5), with a cobra (Naja haje), standing up, with expanded hood (uraeus), wearing the white crown (I55) at its toe.",Logogram (Horus),ḥr,G285,G285,,unikemet
U13C6D,U+13C6D,𓱭,G-12-017,HJ G009A,C,"A falcon (G5) with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head.",Logogram (Re-Hor (usually in rꜥ-ḥr-ꜣḫ.ty),rꜥ-ḥr,G9A,G9A,"185,16",unikemet
U13C6E,U+13C6E,𓱮,G-12-018,HJ G286,C,"A falcon (G5) with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head, with a flagellum (S45) on its shoulder.",Logogram (Re-Hor (usually in rꜥ-ḥr-ꜣḫ.ty),rꜥ-ḥr,G286,G286,,unikemet
U13C6F,U+13C6F,𓱯,G-12-022,HJ G105,C,"A falcon (G5) with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head, with a tie or strap, used with sandals (ankh sign, S34) angled forwards, on its toe.",Logogram (Re-Hor (usually in rꜥ-ḥr-ꜣḫ.ty),rꜥ-ḥr,G105,G105,"186,3",unikemet
U13C70,U+13C70,𓱰,G-12-026,HJ G106,C,"A falcon (G5), wearing the double crown (S5).",Logogram (Horus),ḥr,G106,G106,"186,9",unikemet
U13C71,U+13C71,𓱱,G-12-027,HJ G106A,C,"A falcon (G5), wearing the double crown (S5), with an uraeus on its toe.",Logogram (Horus),ḥr,G106A,G106A,,unikemet
U13C72,U+13C72,𓱲,G-12-028,G106B,C,"A falcon (G5), wearing the double crown (S5), with an flagellum (S45) on its back.",Logogram (Horus),ḥr,,,,unikemet
U13C73,U+13C73,𓱳,G-12-030,G263A,C,"A falcon (G5), wearing the double crown (S5), on top of a standard used for carrying religious symbols (R12).",Classifier king,n(.y)-sw.t,,,,unikemet
U13C74,U+13C74,𓱴,G-12-033,HJ G107,C,"A falcon (G5), wearing the red crown (S3).",Phonemogram,pn,G107,G107,"186,15",unikemet
U13C75,U+13C75,𓱵,G-12-034,G107A,C,"A falcon (G5), wearing the red crown (S3), with a flagellum (S45) on its shoulder.",Phonemogram,pn,,,,unikemet
U13C76,U+13C76,𓱶,G-12-036,G117A,C," A falcon (G5), wearing the red crown (S3), on top of a standard used for carrying religious symbols (R12).",Classifier divinity,ꞽmt.t,,,,unikemet
U13C77,U+13C77,𓱷,G-12-037,G322,C,"A falcon (G5), wearing the white crown.",Logogram (Sopdu (divinity)),spd.w,,,,unikemet
U13C78,U+13C78,𓱸,G-12-038,HJ G108,C,"A falcon (G5), wearing a headdress consisting of a sun disk between the horns of a bovid, with two plumes on top of the sun disk (S65/S65A).",Logogram (the female Horus),ḥr.t,G108,G108,"186,16",unikemet
U13C79,U+13C79,𓱹,G-12-041,HJ G109,C,"A falcon (G5), wearing a headdress consisting of the horns of a ram with two plumes on top of it (S62).",Logogram (Horus),ḥr,G109,G109,"187,3",unikemet
U13C7A,U+13C7A,𓱺,G-12-045,HJ G112,C,"A falcon (G5), wearing a headdress consisting of a sun disk between the horns of a bovid (F102).",Logogram (the female falcon),bꞽk.t,G112,G112,,unikemet
U13C7B,U+13C7B,𓱻,G-12-046,G112A,C,"A falcon (G5), wearing a headdress consisting of a sun disk between the horns of a bovid (F102), with a flagellum (S45) on its shoulder.",Logogram (goddess),nṯr.t,,,,unikemet
U13C7C,U+13C7C,𓱼,G-12-049,HJ G007C,C,"A falcon (G5), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),nṯr,G7C,G7C,"187,8",unikemet
U13C7D,U+13C7D,𓱽,G-12-050,HJ G274,C,"A loop of cord with the ends upwards (V6), in front of a falcon (G5), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (high quality (red) linen),ꞽdmꞽ,G274,G274,,unikemet
U13C7E,U+13C7E,𓱾,G-12-051,HJ G289,,,,,G289,G289,,unikemet
U13C7F,U+13C7F,𓱿,G-12-054,G264C,C,"A feather (H6), in front of a falcon (G5), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (west),ꞽmn.t,,,,unikemet
U13C80,U+13C80,𓲀,G-12-055,HJ G264A,C,"A feather (H6), in front of a falcon (G5), on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).","Logogram (West, 3rd nome of Lower Egypt)",ꞽmn.tt,G264A,G264A,,unikemet
U13C81,U+13C81,𓲁,G-12-056,HJ G113,C,"A falcon (G5), on top of a standard used for carrying religious symbols (R12), with a band of string or fabric (V12) written over the pole of the standard.",Logogram (high quality (red) linen),ꞽdmꞽ,G113,G113,"187,11",unikemet
U13C82,U+13C82,𓲂,G-12-062,HJ G007D,C,"A falcon (G5) with a flagellum (S45) on its shoulder, on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A).",Classifier divine beings/divine things,,G7D,G7D,"188,1",unikemet
U13C83,U+13C83,𓲃,G-12-064,HJ G114,C,"A falcon (G5), wearing a headdress consisting of a sun disk between the horns of a bovid (F102); on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (goddess),nṯr.t,G114,G114,"188,4",unikemet
U13C84,U+13C84,𓲄,G-12-065,G114A,C,"A falcon (G5), wearing a headdress consisting of a sun disk between the horns of a bovid (F102), with a flagellum (S45) on the shoulder, on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (goddess),nṯr.t,,,,unikemet
U13C85,U+13C85,𓲅,G-12-067,HJ G115A,C,"A falcon (G5), with a headdress consisting of two plumes (S9), on top of a standard used for carrying religious symbols (R12).",Classifier divinity (Min),mnw,G115A,G115A,,unikemet
U13C86,U+13C86,𓲆,G-12-074,HJ G120,C,"A tie or strap, used with sandals (ankh sign, S34), written vertically, in front of a falcon (G5); on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ","Logogram (may he live, the god)",ꜥnḫ-nṯr,G120,G120,"188,8",unikemet
U13C87,U+13C87,𓲇,G-12-075,HJ G121,C,"A club used by washermen for beating laundry (U36), in front of a falcon (G5); on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (majesty),ḥm,G121,G121,"188,9",unikemet
U13C88,U+13C88,𓲈,G-12-076,HJ G121A,C,"A club used by washermen for beating laundry (U36), in front of a falcon (G5), with a flagellum (S45) on its shoulder, on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (majesty),ḥm,G121A,G121A,,unikemet
U13C89,U+13C89,𓲉,G-12-078,HJ G123,,,,,G123,G123,"188,11",unikemet
U13C8A,U+13C8A,𓲊,G-12-081,HJ G125,C,"A falcon (G5), on top of a windpipe and lungs (F36), with a stem of papyrus with a flowering bud (M127) left of the windpipe and a stem of papyrus with a bud (M13) right of the windpipe, both beneath the horizontal bar.",Logogram (Harsomtus),ḥr-smꜣ-tꜣ.wy,G125,G125,"188,14",unikemet
U13C8B,U+13C8B,𓲋,G-12-083,HJ G125A,C,"A falcon (G5), with a flagellum (S45) on its shoulder, on top of a windpipe and lungs (F36), with a stem of papyrus with a flowering bud (M127) left of the windpipe and a stem of papyrus with a bud (M13) right of the windpipe, both beneath the horizontal bar.",Logogram (Harsomtus),ḥr-smꜣ-tꜣ.wy,G125A,G125A,"188,16",unikemet
U13C8C,U+13C8C,𓲌,G-12-088,G266A,C,"Two falcons (G5), arranged horizontally, on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).","Logogram (The two gods, 5th nome of Upper Egypt)",nṯr.wy,,,,unikemet
U13C8D,U+13C8D,𓲍,G-12-090,HJ G127,C,"A pole of a balance, with the pole resembling a seat (U39A), in front of a falcon (G5), on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram (Throne of Horus (Edfu)),wṯs-ḥr,G127,G127,"189,4",unikemet
U13C8E,U+13C8E,𓲎,G-12-098,G127E,C,"The pole of a balance, with the pole resembling a seat (Q1), with a plummet resembling a heart (F34) hanging from the crossbeam (U39F), in front of a falcon (G5); on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram (Throne of Horus (Edfu)),wṯs-ḥr,,,,unikemet
U13C8F,U+13C8F,𓲏,G-12-101,G127F,C,"A pole of a balance, with the pole resembling a seat (U39A), in front of a falcon (G5), with a flagellum (S45) on its shoulder, on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram (Throne of Horus (Edfu)),wṯs-ḥr,,G127F,,unikemet
U13C90,U+13C90,𓲐,G-12-104,HJ G127C,C,"A pole of a balance, with the pole resembling a seat (U39A), in front of a falcon (G5), on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A), on top of a parcel of land with irrigation ditches (N24).","Logogram (Throne of Horus (Edfu, 2nd nome of Upper Egypt))",wṯs-ḥr,G127C,G127C,,unikemet
U13C91,U+13C91,𓲑,G-12-107,HJ G129,C,"A falcon (G5), on top of a façade of a palace or tomb, with a doorway (O33A).",Logogram (Horus who is on the palace façade),ḥr-ḥr.y-srḫ,G129,G129,"189,15",unikemet
U13C92,U+13C92,𓲒,G-12-108,HJ G290,C,"An obelisk, with base (O25), in front of a falcon (G5), on top of a façade of a palace or tomb, with a doorway (O33A).","Logogram/phonemogram (Horus, who endures on the palace façade)",ḥr mn (ḥr) srḫ,G290,G290,,unikemet
U13C93,U+13C93,𓲓,G-12-110,G129E,C,"A falcon (G5) with a flagellum (S45) on its back (G6), on top of a façade of a palace or tomb, with a doorway, without internal detail (O129).",Classifier the one who is on the palace façade,ḥr.y-srḫ,,,"190,1",unikemet
U13C94,U+13C94,𓲔,G-12-111,G129F,C,"A falcon (G5) with a flagellum (S45) on its back (G6), with a tie or strap, used with sandals (ankh sign) in front of it, vertically; on top of a façade of a palace or tomb, with a doorway, without internal detail (O129).",Logogram (the living falcon who is on the palace façade),bꞽk ꜥnḫ ḥr.y srḫ,,,,unikemet
U13C95,U+13C95,𓲕,G-12-114,G129D,C,"A façade of a palace or tomb, with a doorway, without internal detail (O129), with a falcon (G5) written inside it.","Logogram (throne, palace façade)",srḫ,,,,unikemet
U13C96,U+13C96,𓲖,G-12-115,HJ G130,C,"A falcon (G5), with a feather (H6), angled forward, on its toe.","Logogram (west, right side)",ꞽmn.t,G130,G130,"190,4",unikemet
U13C97,U+13C97,𓲗,G-12-117,R013B,C,"A falcon (G5) on a rounded support, resembling a half round loaf of bread (X1), with a feather (H6), angled forwards, attached to the support in front of the falcon.","Logogram (west, right side)",ꞽmn.t,,,,unikemet
U13C98,U+13C98,𓲘,G-12-120,HJ G131,C,"A falcon (G5), on top of a standard used for carrying religious symbols (R12), on top of a base with a butcher's block (T28) at the front and a sandy hill slope (N29) at the back.",Logogram (necropolis),ẖr.t-nṯr,G131,G131,"190,9",unikemet
U13C99,U+13C99,𓲙,G-12-121,HJ G131B,C,"A falcon (G5), on top of a standard used for carrying religious symbols (R12), on top of a butcher's block (T28).",Logogram (necropolis),ẖr.t-nṯr,G131B,G131B,,unikemet
U13C9A,U+13C9A,𓲚,G-12-122,HJ G132A,,,,,G132A,G132A,"190,10",unikemet
U13C9B,U+13C9B,𓲛,G-12-123,HJ G132,C,"A falcon (G5), on top of the head of a bovid (ox) with outwards curving horns (F1).",Logogram (Nemty (divinity)),nmty,G132,G132,"190,11",unikemet
U13C9C,U+13C9C,𓲜,G-12-125,HJ G132B,C,"A falcon (G5), with a flagellum (S45) on its shoulder, on top of a head of a bovid (ox), as seen from the front (F1A).",Logogram (Nemty (divinity)),nmty,G132B,G132B,"190,13",unikemet
U13C9D,U+13C9D,𓲝,G-12-127,G133A,C,"A falcon (G5), on top of a teardrop sized perch with the point down.",Logogram (lord),nb,,,"190,15",unikemet
U13C9E,U+13C9E,𓲞,G-12-128,HJ G133,C,"A falcon (G5), on top of a piece of flesh, point down, curving forwards.",Logogram (lord),nb,G133,G133,"190,16",unikemet
U13C9F,U+13C9F,𓲟,G-12-130,G134A,C,"A falcon (G5), on top of a long upside-down cone.",Logogram (lord),nb,,,,unikemet
U13CA0,U+13CA0,𓲠,G-12-135,HJ G136,C,"A falcon (G5), standing on top of a rectangle.",Classifier (Sokar),skr,G136,G136,"191,5",unikemet
U13CA1,U+13CA1,𓲡,G-12-137,G280B,C,"A falcon (G5), standing on top of a ring-stand for jars (W11).",Phonemogram,p & nst,,,,unikemet
U13CA2,U+13CA2,𓲢,G-12-139,G280C,C,"A falcon (G5), with a flagellum (S45) on its shoulder, on top of a butcher's block (T28).",Logogram,ẖr.t-nṯr,,,,unikemet
U13CA3,U+13CA3,𓲣,G-12-140,HJ G265,C,"A falcon (G5), on top of a shrine resembling a rectangular coffin with a rounded lid, and upstanding sides, without legs (Q6A).",Logogram (sanctuary of Sokar),šṯy.t,G265,G265,,unikemet
U13CA4,U+13CA4,𓲤,G-12-145,HJ G139A,C,"A falcon (G5), with a flagellum (S45) on its shoulder, on top of a wickerwork basket (V30).",Logogram (lord),nb,G139A,G139A,"191,8",unikemet
U13CA5,U+13CA5,𓲥,G-12-149,HJ G008A,C,"A falcon (G5), on top of a collar of beads, without detail (S12A).","Logogram (in bꞽk-n-nbw.t, falcon of the golden ones)",bꞽk & nbw,G8A,G8A,,unikemet
U13CA6,U+13CA6,𓲦,G-12-150,HJ G008B,C,"A falcon (G5), with a flagellum (S45) on its shoulder, on top of a collar of beads, without detail (S12A).",Logogram (golden Horus),ḥr-nbw,G8B,G8B,,unikemet
U13CA7,U+13CA7,𓲧,G-12-152,HJ G007E,C,"A falcon (G5), on top of a moon sickle shaped boat, on top of a sledge that resembles a parcel of land with irrigation ditches (N24).",Logogram (Nemty (divinity)),nmty,G7E,G7E,,unikemet
U13CA8,U+13CA8,𓲨,G-12-158,HJ Q041,,,,,Q41,Q41,,unikemet
U13CA9,U+13CA9,𓲩,G-12-159,HJ G141,,,,,G141,G141,,unikemet
U13CAA,U+13CAA,𓲪,G-12-160,HJ G142,C,"A falcon (G5), on top of a standard used for carrying religious symbols (R12), with a rectangular piece of cloth with fringes on the top long side, resembling a game board (of Senet) with game pieces (Y5), attached to the back of the pole.",Classifier high quality (red) linen,(ꞽ)dmꞽ,G142,G142,,unikemet
U13CAB,U+13CAB,𓲫,G-12-161,HJ G143,C,"A falcon (G5), on top of a standard used for carrying religious symbols (R12), with a horizontal strip of cloth with four fringes (S116) attached to the back of the pole.",Logogram (high quality (red) linen),ꞽdmꞽ,G143,G143,,unikemet
U13CAC,U+13CAC,𓲬,G-12-164,HJ G291,C,"A falcon (G5), on top of a standard used for carrying religious symbols (R12), on top of a horizontal object resembling a mace or wooden column (O29). ",Logogram (high quality (red) linen),ꞽdmꞽ,G291,G291,,unikemet
U13CAD,U+13CAD,𓲭,G-13-001,HJ G144,C,"A falcon, standing, with extended wings at either side of the body, at 45 degree.",Logogram (the one who spreads out his wings ((Dewen-anwy) divinity)),dwn-ꜥn.wy,G144,G144,"191,11",unikemet
U13CAE,U+13CAE,𓲮,G-13-003,HJ G144B,,,,,G144B,G144B,"191,13",unikemet
U13CAF,U+13CAF,𓲯,G-13-007,HJ G145,C,"A falcon, legs drawn towards the body, with its wings extended at either side of the body.",Phonemogram,ṯꜣ,G145,G145,"192,2",unikemet
U13CB0,U+13CB0,𓲰,G-13-009,HJ G147,C,"A falcon, standing, with extended wings at either side of the body, at 45 degree, A block-throne with a rectangle in the far bottom corner, on top of a base (Q12).",Phonemogram and classifier throne (in ṯnṯꜣ.t),ṯꜣ,G147,G147,"192,4",unikemet
U13CB1,U+13CB1,𓲱,G-13-013,HJ G152B,,,,,G152B,G152B,"192,6",unikemet
U13CB2,U+13CB2,𓲲,G-13-015,HJ G151,C,"A falcon, with horizontally spread wings and spread legs, head looking towards the reading direction; claws on top of cartouches in a round form (V9), with a sceptres with a straight shaft and the head of the Seth animal going from the claw over the wing, vertically, the head of the staff above the wings, facing outwards.",Logogram (many-coloured of plumage),sꜣb-šw.t,G151,G151,"192,7",unikemet
U13CB3,U+13CB3,𓲳,G-13-016,G151A,C,"A falcon, with horizontally spread wings and spread legs, head looking towards the reading direction; claws on top of cartouches in a round form (V9), with one handed fans (S37) going from the claw over the wing, at an outwards angle, the head of the fan above the wing, fan curving outwards.",Logogram (many-coloured of plumage),sꜣb-šw.t,,,,unikemet
U13CB4,U+13CB4,𓲴,G-13-017,HJ G152A,C,"A falcon, with spread wings that angle downwards and spread legs, head looking towards the reading direction, with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head; claws on top of cartouches in a round form (V9), with one handed fans (S37) going from the claw over the wing, at an outwards angle, the head of the fan above the wing, fan curving outwards.",Logogram (many-coloured of plumage),sꜣb-šw.t,G152A,G152A,"192,8",unikemet
U13CB5,U+13CB5,𓲵,G-13-018,HJ G152,C,"A falcon, with horizontally spread wings and spread legs, head looking towards the reading direction; claws on top of cartouches in a round form (V9), with one handed fans (S37) going from the claw over the wing, at an outwards angle, the head of the fan above the wing, fan curving outwards.",Logogram (many-coloured of plumage),sꜣb-šw.t,G152,G152,"192,9",unikemet
U13CB6,U+13CB6,𓲶,G-13-019,HJ G153,C,"A falcon, with horizontally spread wings and spread legs, head looking towards the reading direction, with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head; claws on top of cartouches in a round form (V9), with one handed fans (S37) going from the claw over the wing, at an outwards angle, the head of the fan above the wing, fan curving outwards; on top of a sand covered mountain over the edge of the cultivated areas (N26).","Logogram (many-coloured of plumage, who goes forth in/from the horizon)",sꜣb-šw.t-pr-m-ꜣḫ.t,G153,G153,"192,10",unikemet
U13CB7,U+13CB7,𓲷,G-13-020,HJ G153A,C,"A falcon, with spread wings that angle downwards and spread legs, head looking towards the reading direction, with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head; claws on top of cartouches in a round form (V9), with one handed fans (S37) going from the claw over the wing, at an outwards angle, the head of the fan above the wing, fan curving outwards; written inside the sun disk of the sun rising over a sand covered mountain over the edge of the cultivated areas (N27). ","Logogram (many-coloured of plumage, who goes forth in/from the horizon)",sꜣb-šw.t-pr-m-ꜣḫ.t,G153A,G153A,"192,11",unikemet
U13CB8,U+13CB8,𓲸,G-13-021,G153B,C,"A falcon, with spread wings that angle downwards and spread legs, head looking towards the reading direction, written inside the sun disk of the sun rising over a sand covered mountain over the edge of the cultivated areas (N27). ","Logogram (many-coloured of plumage, who goes forth in/from the horizon)",sꜣb-šw.t-pr-m-ꜣḫ.t,,,,unikemet
U13CB9,U+13CB9,𓲹,G-13-022,HJ G155,,,,,G155,G155,"192,12",unikemet
U13CBA,U+13CBA,𓲺,G-13-024,G331,C,"A falcon, with spread wings that angle downwards, without legs, with one handed fans with the top replaced by a feather, written over the wing, angling outwards.",Logogram (to protect),ḫwꞽ,,,,unikemet
U13CBB,U+13CBB,𓲻,G-13-025,HJ G154,,,,,G154,G154,"192,14",unikemet
U13CBC,U+13CBC,𓲼,G-13-026,HJ G148,C,"A falcon, standing, with extended wings at either side of the body, at 45 degree; on top of a standard used for carrying religious symbols (R12).",Logogram (the one who spreads out his wings ((Dewen-anwy) divinity)),dwn-ꜥn.wy,G148,G148,,unikemet
U13CBD,U+13CBD,𓲽,G-13-029,HJ G260,,,,,G260,G260,,unikemet
U13CBE,U+13CBE,𓲾,G-13-031,HJ G293,C,"A falcon, seen from the side, one wing forwards, horizontal, other wing forwards, at 45 degree downward angle, one claw visible below the lower wing.",Logogram (to protect),mkꞽ/ḫwꞽ,G293,G293,,unikemet
U13CBF,U+13CBF,𓲿,G-14-001,HJ G158,C,"A falcon, legs drawn towards the body, body nearly horizontal.",Classifier falcon,b(ꞽ)k.t,G158,G158,"193,1",unikemet
U13CC0,U+13CC0,𓳀,G-14-002,HJ G158A,C,"A falcon, legs drawn towards the body, body nearly horizontal (G158), with a flagellum (S45) on its back.",Classifier falcon/bird of prey,gmḥs,G158A,G158A,"193,2",unikemet
U13CC1,U+13CC1,𓳁,G-14-007,HJ G158B,C,"A falcon, legs drawn towards the body, body nearly horizontal (G158), with a flagellum (S45) on its back; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),nṯr,G158B,G158B,"193,7",unikemet
U13CC2,U+13CC2,𓳂,G-14-008,HJ G158C,C,"A falcon, legs drawn towards the body, body nearly horizontal (G158), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),nṯr,G158C,G158C,,unikemet
U13CC3,U+13CC3,𓳃,G-15-005,HJ G161,C,"An archaic image of a falcon/cult image of a falcon, with a counterweight of a necklace (S18A) on its back.",Logogram (Horus),ḥr,G161,G161,"193,14",unikemet
U13CC4,U+13CC4,𓳄,G-15-006,HJ G161A,C,"An archaic image of a falcon/cult image of a falcon, with a counterweight of a necklace (S18A) and a flagellum (S45) on its back.",Classifier cult image,ꜥẖm,G161A,G161A,,unikemet
U13CC5,U+13CC5,𓳅,G-15-007,HJ G162,C,"An archaic image of a falcon/cult image of a falcon, wearing the white crown (S1).",Logogram (Horus),ḥr,G162,G162,"194,1",unikemet
U13CC6,U+13CC6,𓳆,G-15-008,G162C,C,"An archaic image of a falcon/cult image of a falcon, wearing the white crown (S1), with a counterweight of a necklace (S18A) on its back.",Logogram (Haroeris),ḥr-wr,,,,unikemet
U13CC7,U+13CC7,𓳇,G-15-010,G162D,C,"An archaic image of a falcon/cult image of a falcon, wearing the white crown with an uraeus (S1A), with a flagellum (S45) on its back.",Logogram (Haroeris),ḥr-wr,,,,unikemet
U13CC8,U+13CC8,𓳈,G-15-011,G162E,C,"An archaic image of a falcon/cult image of a falcon, wearing the white crown (S1), with a counterweight of a necklace (S18A) and a flagellum (S45) on its back.",Logogram (Haroeris),ḥr-wr,,,,unikemet
U13CC9,U+13CC9,𓳉,G-15-013,HJ G013A,C,"An archaic image of a falcon/cult image of a falcon, wearing a headdress consisting of two plumes (S9), with a flagellum (S45) on its back.",Logogram (Sopdu (divinity)),spd.w,G13A,G13A,"194,4",unikemet
U13CCA,U+13CCA,𓳊,G-15-014,G164A,C,"An archaic image of a falcon/cult image of a falcon, wearing a headdress consisting of two plumes on top of the horns of a ram (S62), with a flagellum (S45) on its back.",Classifier cult image,ꜥẖm,,,,unikemet
U13CCB,U+13CCB,𓳋,G-15-017,HJ G164,,,,,G164,G164,"194,9",unikemet
U13CCC,U+13CCC,𓳌,G-15-018,HJ G165,C,"A falcon, lying down on a bed, with a leonid head, legs and tail (Q19).",Logogram,sḏr,G165,G165,"194,10",unikemet
U13CCD,U+13CCD,𓳍,G-15-019,HJ G162B,,,,,G162B,G162B,,unikemet
U13CCE,U+13CCE,𓳎,G-15-020,G295A,,,,,,,,unikemet
U13CCF,U+13CCF,𓳏,G-16-001,HJ G229,C,A bird with a small tail.,"Classifier (some type of bird) or (Dedwen, divinity)",bn | ddwn,G229,G229,"194,11",unikemet
U13CD0,U+13CD0,𓳐,G-16-010,HJ G220,C,"A swallow (Hirundo rustica savignii) (G36), on top of a mouth (D21).",Phonemogram,wr,G220,G220,"195,8",unikemet
U13CD1,U+13CD1,𓳑,G-16-015,G037C,C,"A house sparrow (Passer domesticus niloticus), with upward curling line coming from the tail.","Classifier negative, bad",ꞽw.ty,,,"195,14",unikemet
U13CD2,U+13CD2,𓳒,G-17-002,G022X,,,,,G22,G22,,unikemet
U13CD3,U+13CD3,𓳓,G-17-003,HJ G022A,C,"A hoopoe (Upupa epops), without distinctive crest.",Phonemogram,ḏb,G22A,G22A,,unikemet
U13CD4,U+13CD4,𓳔,G-17-006,G251X,C,"A hoopoe (Upupa epops) (G22), upon a rectangular stone slab or brick (O39).","Logogram (brick, sheet, ingot)",ḏb.t,,,,unikemet
U13CD5,U+13CD5,𓳕,G-18-001,HJ G053A,C,A human headed bird.,Logogram (soul),bꜣ,G53A,G53A,"197,3",unikemet
U13CD6,U+13CD6,𓳖,G-18-002,HJ G053C,C,"A human headed bird, with a flagellum (S45) on its shoulder.",Logogram (soul),bꜣ,G53C,G53C,,unikemet
U13CD7,U+13CD7,𓳗,G-18-003,HJ G053B,,,,,G53B,G53B,"197,13",unikemet
U13CD8,U+13CD8,𓳘,G-18-005,HJ G201,,,,,G201,G201,"197,5",unikemet
U13CD9,U+13CD9,𓳙,G-18-008,HJ G202,C,"A human headed bird (G53A), wearing a headdress consisting of two feathers on top of the horns of a ram (S77).",Phonemogram,b,G202,G202,"197,8",unikemet
U13CDA,U+13CDA,𓳚,G-18-010,G202B,C,"A human headed bird (G53A), wearing a headdress consisting of two feathers on top of the horns of a ram (S77), with a flagellum (S45) on its shoulder.",Logogram (He of Edfu),bḥd.ty,,,,unikemet
U13CDB,U+13CDB,𓳛,G-18-012,HJ G204,,,,,G204,G204,"197,9",unikemet
U13CDC,U+13CDC,𓳜,G-18-013,HJ G204A,C,"A human headed bird (G53A), wearing a headdress consisting of a sun disk between the horns of a bovid (F102), with a flagellum (S45) on its shoulder.",Logogram (the female falcon),bꞽk.t,G204A,G204A,"197,11",unikemet
U13CDD,U+13CDD,𓳝,G-18-014,G204B,C,"A human headed bird (G53A), wearing a headdress consisting of a sun disk between the horns of a bovid (F102), with a flagellum (S45) on its shoulder.",Logogram (goddess),nṯr.t,,,,unikemet
U13CDE,U+13CDE,𓳞,G-19-003,HJ G250,C,A bird with the head of a ram.,Logogram (soul),bꜣ,G250,G250,"198,5",unikemet
U13CDF,U+13CDF,𓳟,G-19-004,HJ G296,,,,,G296,G296,,unikemet
U13CE0,U+13CE0,𓳠,G-20-004,G306C,C,"A vulture chick, outstretched wings on either side of the body, and the legs drawn towards the body.",Classifier descendant,ḫr(.y),,,"198,10",unikemet
U13CE1,U+13CE1,𓳡,G-20-007,HJ G230,C,"A duckling, with open beak, outstretched wings above the body, and the legs drawn towards the body.",Phonemogram,ṯꜣ,G230,G230,"198,12",unikemet
U13CE2,U+13CE2,𓳢,G-20-008,HJ G306,C,"A duck, beak closed, outstretched wings above the body, legs drawn towards the body.",Logogram (water fowl),rꜣ,G306,G306,"198,13",unikemet
U13CE3,U+13CE3,𓳣,G-20-010,HJ G048A,C,"A duckling, with open beak, outstretched wings on either side of the body, and the legs drawn towards the body (G47), above a sickle moon shaped nest.",Classifier nest,sš,G48A,G48A,"199,1",unikemet
U13CE4,U+13CE4,𓳤,G-20-015,HJ G235,,,,,G235,G235,"199,14",unikemet
U13CE5,U+13CE5,𓳥,G-20-017,HJ G237,C,"Two heads of a pintail duck (Anas acuta) (H1), protruding from an oval pool or nest.",Classifier nest,sš,G237,G237,,unikemet
U13CE6,U+13CE6,𓳦,G-20-018,HJ G237A,C,"Two heads of a pintail duck (Anas acuta) (H1), protruding from a pool or nest resembling the sky (N1).",Phonemogram,rḫt,G237A,G237A,,unikemet
U13CE7,U+13CE7,𓳧,G-20-019,HJ G309,C,"Two ducklings, with open beak, outstretched wings on either side of the body, and the legs drawn towards the body (G47), above a sickle moon shaped nest.",Phonemogram,rḫt,G309,G309,,unikemet
U13CE8,U+13CE8,𓳨,G-20-020,HJ G310,,,,,G310,G310,,unikemet
