ID,Variant,Traditional,Variant_Codepoint,Traditional_Codepoint,Source
U-30AAB,𰪫,䊜,U+30AAB,U+429C,unihan
U-30AAD,𰪭,粻,U+30AAD,U+7CBB,unihan
U-30AB6,𰪶,糰,U+30AB6,U+7CF0,unihan
U-30ABC,𰪼,𰫏,U+30ABC,U+30ACF,unihan
U-30ABF,𰪿,𫃑,U+30ABF,U+2B0D1,unihan
U-30ACB,𰫋,䊟,U+30ACB,U+429F,unihan
U-30AD6,𰫖,糷,U+30AD6,U+7CF7,unihan
U-30AFC,𰫼,糽,U+30AFC,U+7CFD,unihan
U-30AFD,𰫽,紑,U+30AFD,U+7D11,unihan
U-30AFF,𰫿,𫃞,U+30AFF,U+2B0DE,unihan
U-30B00,𰬀,紒,U+30B00,U+7D12,unihan
U-30B01,𰬁,䋆,U+30B01,U+42C6,unihan
U-30B02,𰬂,䋍,U+30B02,U+42CD,unihan
U-30B03,𰬃,䋑,U+30B03,U+42D1,unihan
U-30B05,𰬅,紨,U+30B05,U+7D28,unihan
U-30B06,𰬆,絇,U+30B06,U+7D47,unihan
U-30B07,𰬇,紸,U+30B07,U+7D38,unihan
U-30B08,𰬈,絃,U+30B08,U+7D43,unihan
U-30B09,𰬉,紽,U+30B09,U+7D3D,unihan
U-30B0B,𰬋,紭,U+30B0B,U+7D2D,unihan
U-30B0C,𰬌,絙,U+30B0C,U+7D59,unihan
U-30B0D,𰬍,綊,U+30B0D,U+7D8A,unihan
U-30B0E,𰬎,縪,U+30B0E,U+7E2A,unihan
U-30B0F,𰬏,絑,U+30B0F,U+7D51,unihan
U-30B10,𰬐,繑,U+30B10,U+7E51,unihan
U-30B11,𰬑,䋫,U+30B11,U+42EB,unihan
U-30B12,𰬒,絘,U+30B12,U+7D58,unihan
U-30B13,𰬓,絯,U+30B13,U+7D6F,unihan
U-30B14,𰬔,絣,U+30B14,U+7D63,unihan
U-30B16,𰬖,絾,U+30B16,U+7D7E,unihan
U-30B17,𰬗,絿,U+30B17,U+7D7F,unihan
U-30B18,𰬘,綍,U+30B18,U+7D8D,unihan
U-30B19,𰬙,𦁄,U+30B19,U+26044,unihan
U-30B1A,𰬚,縜,U+30B1A,U+7E1C,unihan
U-30B1B,𰬛,絼,U+30B1B,U+7D7C,unihan
U-30B1C,𰬜,絻,U+30B1C,U+7D7B,unihan
U-30B1D,𰬝,𦅘,U+30B1D,U+26158,unihan
U-30B1E,𰬞,綅,U+30B1E,U+7D85,unihan
U-30B1F,𰬟,緎,U+30B1F,U+7DCE,unihan
U-30B20,𰬠,繣,U+30B20,U+7E63,unihan
U-30B21,𰬡,緁,U+30B21,U+7DC1,unihan
U-30B22,𰬢,緀,U+30B22,U+7DC0,unihan
U-30B23,𰬣,緆,U+30B23,U+7DC6,unihan
U-30B24,𰬤,綼,U+30B24,U+7DBC,unihan
U-30B25,𰬥,総,U+30B25,U+7DCF,unihan
U-30B26,𰬦,𦁕,U+30B26,U+26055,unihan
U-30B27,𰬧,緂,U+30B27,U+7DC2,unihan
U-30B28,𰬨,𦁧,U+30B28,U+26067,unihan
U-30B29,𰬩,繡,U+30B29,U+7E61,unihan
U-30B2A,𰬪,縿,U+30B2A,U+7E3F,unihan
U-30B2B,𰬫,緻,U+30B2B,U+7DFB,unihan
U-30B2C,𰬬,緢,U+30B2C,U+7DE2,unihan
U-30B2D,𰬭,䋽,U+30B2D,U+42FD,unihan
U-30B2E,𰬮,縴,U+30B2E,U+7E34,unihan
U-30B2F,𰬯,緵,U+30B2F,U+7DF5,unihan
U-30B30,𰬰,緫,U+30B30,U+7DEB,unihan
U-30B31,𰬱,䌇,U+30B31,U+4307,unihan
U-30B32,𰬲,縓,U+30B32,U+7E13,unihan
U-30B33,𰬳,縌,U+30B33,U+7E0C,unihan
U-30B34,𰬴,縡,U+30B34,U+7E21,unihan
U-30B35,𰬵,縼,U+30B35,U+7E3C,unihan
U-30B36,𰬶,䌌,U+30B36,U+430C,unihan
U-30B37,𰬷,繖,U+30B37,U+7E56,unihan
U-30B38,𰬸,繐,U+30B38,U+7E50,unihan
U-30B39,𰬹,𦆈,U+30B39,U+26188,unihan
U-30B3A,𰬺,繜,U+30B3A,U+7E5C,unihan
U-30B3B,𰬻,繘,U+30B3B,U+7E58,unihan
U-30B3C,𰬼,𦇛,U+30B3C,U+261DB,unihan
U-30B3D,𰬽,繲,U+30B3D,U+7E72,unihan
U-30B3E,𰬾,𦆆,U+30B3E,U+26186,unihan
U-30B3F,𰬿,纀,U+30B3F,U+7E80,unihan
U-30B40,𰭀,纋,U+30B40,U+7E8B,unihan
U-30B41,𰭁,𦇎,U+30B41,U+261CE,unihan
U-30B44,𰭄,罆,U+30B44,U+7F46,unihan
U-30B54,𰭔,羂,U+30B54,U+7F82,unihan
U-30B57,𰭗,𦏑,U+30B57,U+263D1,unihan
U-30B5A,𰭚,𦎹,U+30B5A,U+263B9,unihan
U-30B62,𰭢,翜,U+30B62,U+7FDC,unihan
U-30B63,𰭣,翿,U+30B63,U+7FFF,unihan
U-30B79,𰭹,䏊,U+30B79,U+43CA,unihan
U-30B85,𰮅,膷,U+30B85,U+81B7,unihan
U-30B87,𰮇,膴,U+30B87,U+81B4,unihan
U-30B99,𰮙,䐢,U+30B99,U+4422,unihan
U-30B9D,𰮝,膮,U+30B9D,U+81AE,unihan
U-30BAD,𰮭,𣎜,U+30BAD,U+2339C,unihan
U-30BB2,𰮲,䐹,U+30BB2,U+4439,unihan
U-30BC2,𰯂,𦡶,U+30BC2,U+26876,unihan
U-30BCB,𰯋,臡,U+30BCB,U+81E1,unihan
U-30BCE,𰯎,䐽,U+30BCE,U+443D,unihan
U-30C06,𰰆,𦧴,U+30C06,U+269F4,unihan
U-30C0B,𰰋,艭,U+30C0B,U+826D,unihan
U-30C0C,𰰌,䑼,U+30C0C,U+447C,unihan
U-30C0F,𰰏,艜,U+30C0F,U+825C,unihan
U-30C11,𰰑,艛,U+30C11,U+825B,unihan
U-30C20,𰰠,藇,U+30C20,U+85C7,unihan
U-30C21,𰰡,蒙,U+30C21,U+8499,unihan
U-30C22,𰰢,𦳝,U+30C22,U+26CDD,unihan
U-30C24,𰰤,蓲,U+30C24,U+84F2,unihan
U-30C28,𰰨,菕,U+30C28,U+83D5,unihan
U-30C2E,𰰮,蘬,U+30C2E,U+862C,unihan
U-30C31,𰰱,薱,U+30C31,U+85B1,unihan
U-30C33,𰰳,蒒,U+30C33,U+8492,unihan
U-30C34,𰰴,䔇,U+30C34,U+4507,unihan
U-30C35,𰰵,蔱,U+30C35,U+8531,unihan
U-30C36,𰰶,䕹,U+30C36,U+4579,unihan
U-30C37,𰰷,萯,U+30C37,U+842F,unihan
U-30C39,𰰹,藰,U+30C39,U+85F0,unihan
U-30C3A,𰰺,蔎,U+30C3A,U+850E,unihan
U-30C3E,𰰾,薖,U+30C3E,U+8596,unihan
U-30C3F,𰰿,𫈹,U+30C3F,U+2B239,unihan
U-30C40,𰱀,䔈,U+30C40,U+4508,unihan
U-30C47,𰱇,蕑,U+30C47,U+8551,unihan
U-30C48,𰱈,禜,U+30C48,U+799C,unihan
U-30C49,𰱉,蕄,U+30C49,U+8544,unihan
U-30C4A,𰱊,𧃽,U+30C4A,U+270FD,unihan
U-30C4C,𰱌,蒳,U+30C4C,U+84B3,unihan
U-30C4D,𰱍,蒶,U+30C4D,U+84B6,unihan
U-30C50,𰱐,藚,U+30C50,U+85DA,unihan
U-30C51,𰱑,蔪,U+30C51,U+852A,unihan
U-30C5B,𰱛,蔠,U+30C5B,U+8520,unihan
U-30C5D,𰱝,𦺣,U+30C5D,U+26EA3,unihan
U-30C5F,𰱟,蕡,U+30C5F,U+8561,unihan
U-30C66,𰱦,蕧,U+30C66,U+8567,unihan
U-30C69,𰱩,䕡,U+30C69,U+4561,unihan
U-30C6E,𰱮,藘,U+30C6E,U+85D8,unihan
U-30C6F,𰱯,藣,U+30C6F,U+85E3,unihan
U-30C71,𰱱,薋,U+30C71,U+858B,unihan
U-30C72,𰱲,蘵,U+30C72,U+8635,unihan
U-30C7E,𰱾,藾,U+30C7E,U+85FE,unihan
U-30C81,𰲁,蘈,U+30C81,U+8608,unihan
U-30C82,𰲂,虅,U+30C82,U+8645,unihan
U-30C92,𰲒,蘱,U+30C92,U+8631,unihan
U-30C96,𰲖,䖀,U+30C96,U+4580,unihan
U-30C9F,𰲟,䖚,U+30C9F,U+459A,unihan
U-30CA0,𰲠,虦,U+30CA0,U+8666,unihan
U-30CAB,𰲫,蟱,U+30CAB,U+87F1,unihan
U-30CAC,𰲬,蛼,U+30CAC,U+86FC,unihan
U-30CAE,𰲮,蜸,U+30CAE,U+8738,unihan
U-30CAF,𰲯,䗥,U+30CAF,U+45E5,unihan
U-30CB0,𰲰,蜦,U+30CB0,U+8726,unihan
U-30CB2,𰲲,蟡,U+30CB2,U+87E1,unihan
U-30CB3,𰲳,䗃,U+30CB3,U+45C3,unihan
U-30CB4,𰲴,蠪,U+30CB4,U+882A,unihan
U-30CB5,𰲵,蠌,U+30CB5,U+880C,unihan
U-30CB6,𰲶,蛵,U+30CB6,U+86F5,unihan
U-30CB8,𰲸,蝁,U+30CB8,U+8741,unihan
U-30CB9,𰲹,螘,U+30CB9,U+8798,unihan
U-30CBA,𰲺,𧒖,U+30CBA,U+27496,unihan
U-30CBB,𰲻,蟽,U+30CBB,U+87FD,unihan
U-30CC1,𰳁,𧐐,U+30CC1,U+27410,unihan
U-30CC2,𰳂,螹,U+30CC2,U+87B9,unihan
U-30CC4,𰳄,螴,U+30CC4,U+87B4,unihan
U-30CC6,𰳆,𪘅,U+30CC6,U+2A605,unihan
U-30CCA,𰳊,蟦,U+30CCA,U+87E6,unihan
U-30CD7,𰳗,蠳,U+30CD7,U+8833,unihan
U-30CDA,𰳚,䗽,U+30CDA,U+45FD,unihan
U-30CF2,𰳲,襱,U+30CF2,U+8971,unihan
U-30CF5,𰳵,襼,U+30CF5,U+897C,unihan
U-30CF8,𰳸,襨,U+30CF8,U+8968,unihan
U-30CF9,𰳹,𧞣,U+30CF9,U+277A3,unihan
U-30CFA,𰳺,襛,U+30CFA,U+895B,unihan
U-30CFB,𰳻,𧞅,U+30CFB,U+27785,unihan
U-30CFC,𰳼,襹,U+30CFC,U+8979,unihan
U-30D02,𰴂,襂,U+30D02,U+8942,unihan
U-30D15,𰴕,覕,U+30D15,U+8995,unihan
U-30D16,𰴖,䙼,U+30D16,U+467C,unihan
U-30D17,𰴗,䚕,U+30D17,U+4695,unihan
U-30D18,𰴘,覸,U+30D18,U+89B8,unihan
U-30D19,𰴙,覠,U+30D19,U+89A0,unihan
U-30D1A,𰴚,𧢃,U+30D1A,U+27883,unihan
U-30D1B,𰴛,𧡸,U+30D1B,U+27878,unihan
U-30D1C,𰴜,覰,U+30D1C,U+89B0,unihan
U-30D1D,𰴝,覶,U+30D1D,U+89B6,unihan
U-30D1E,𰴞,覻,U+30D1E,U+89BB,unihan
U-30D22,𰴢,觻,U+30D22,U+89FB,unihan
U-30D23,𰴣,觷,U+30D23,U+89F7,unihan
U-30D24,𰴤,䚞,U+30D24,U+469E,unihan
U-30D25,𰴥,𰴦,U+30D25,U+30D26,unihan
U-30D2F,𰴯,謍,U+30D2F,U+8B0D,unihan
U-30D4A,𰵊,訆,U+30D4A,U+8A06,unihan
U-30D4C,𰵌,諹,U+30D4C,U+8AF9,unihan
U-30D4D,𰵍,訰,U+30D4D,U+8A30,unihan
U-30D4E,𰵎,訧,U+30D4E,U+8A27,unihan
U-30D4F,𰵏,訬,U+30D4F,U+8A2C,unihan
U-30D50,𰵐,䛀,U+30D50,U+46C0,unihan
U-30D51,𰵑,譌,U+30D51,U+8B4C,unihan
U-30D52,𰵒,訦,U+30D52,U+8A26,unihan
U-30D53,𰵓,訹,U+30D53,U+8A39,unihan
U-30D54,𰵔,詍,U+30D54,U+8A4D,unihan
U-30D56,𰵖,讛,U+30D56,U+8B9B,unihan
U-30D57,𰵗,詇,U+30D57,U+8A47,unihan
U-30D58,𰵘,𧦦,U+30D58,U+279A6,unihan
U-30D59,𰵙,詄,U+30D59,U+8A44,unihan
U-30D5A,𰵚,詅,U+30D5A,U+8A45,unihan
U-30D5B,𰵛,訽,U+30D5B,U+8A3D,unihan
U-30D5C,𰵜,䛌,U+30D5C,U+46CC,unihan
U-30D5D,𰵝,訸,U+30D5D,U+8A38,unihan
U-30D5E,𰵞,詠,U+30D5E,U+8A60,unihan
U-30D60,𰵠,詉,U+30D60,U+8A49,unihan
U-30D61,𰵡,誙,U+30D61,U+8A99,unihan
U-30D62,𰵢,𧧵,U+30D62,U+279F5,unihan
U-30D63,𰵣,詥,U+30D63,U+8A65,unihan
U-30D64,𰵤,詻,U+30D64,U+8A7B,unihan
U-30D65,𰵥,誃,U+30D65,U+8A83,unihan
U-30D66,𰵦,詨,U+30D66,U+8A68,unihan
U-30D67,𰵧,誌,U+30D67,U+8A8C,unihan
U-30D68,𰵨,讝,U+30D68,U+8B9D,unihan
U-30D69,𰵩,誧,U+30D69,U+8AA7,unihan
U-30D6A,𰵪,𧨝,U+30D6A,U+27A1D,unihan
U-30D6B,𰵫,䛠,U+30D6B,U+46E0,unihan
U-30D6C,𰵬,𧧸,U+30D6C,U+279F8,unihan
U-30D6D,𰵭,誗,U+30D6D,U+8A97,unihan
U-30D6E,𰵮,誐,U+30D6E,U+8A90,unihan
U-30D6F,𰵯,誜,U+30D6F,U+8A9C,unihan
U-30D70,𰵰,䛭,U+30D70,U+46ED,unihan
U-30D71,𰵱,諃,U+30D71,U+8AC3,unihan
U-30D72,𰵲,諆,U+30D72,U+8AC6,unihan
U-30D73,𰵳,𧨳,U+30D73,U+27A33,unihan
U-30D74,𰵴,諔,U+30D74,U+8AD4,unihan
U-30D75,𰵵,誽,U+30D75,U+8ABD,unihan
U-30D76,𰵶,諈,U+30D76,U+8AC8,unihan
U-30D77,𰵷,諁,U+30D77,U+8AC1,unihan
U-30D78,𰵸,誻,U+30D78,U+8ABB,unihan
U-30D79,𰵹,讘,U+30D79,U+8B98,unihan
U-30D7A,𰵺,謜,U+30D7A,U+8B1C,unihan
U-30D7B,𰵻,𧪮,U+30D7B,U+27AAE,unihan
U-30D7C,𰵼,謋,U+30D7C,U+8B0B,unihan
U-30D7D,𰵽,謟,U+30D7D,U+8B1F,unihan
U-30D7E,𰵾,謑,U+30D7E,U+8B11,unihan
U-30D7F,𰵿,謞,U+30D7F,U+8B1E,unihan
U-30D80,𰶀,謣,U+30D80,U+8B23,unihan
U-30D81,𰶁,謻,U+30D81,U+8B3B,unihan
U-30D82,𰶂,謥,U+30D82,U+8B25,unihan
U-30D83,𰶃,謵,U+30D83,U+8B35,unihan
U-30D84,𰶄,譇,U+30D84,U+8B47,unihan
U-30D85,𰶅,𧬁,U+30D85,U+27B01,unihan
U-30D86,𰶆,譀,U+30D86,U+8B40,unihan
U-30D87,𰶇,䜏,U+30D87,U+470F,unihan
U-30D88,𰶈,䜄,U+30D88,U+4704,unihan
U-30D89,𰶉,譠,U+30D89,U+8B60,unihan
U-30D8A,𰶊,譩,U+30D8A,U+8B69,unihan
U-30D8B,𰶋,𧬯,U+30D8B,U+27B2F,unihan
U-30D8C,𰶌,譳,U+30D8C,U+8B73,unihan
U-30D8D,𰶍,讂,U+30D8D,U+8B82,unihan
U-30D8E,𰶎,譅,U+30D8E,U+8B45,unihan
U-30D8F,𰶏,讑,U+30D8F,U+8B91,unihan
U-30D91,𰶑,豅,U+30D91,U+8C45,unihan
U-30D94,𰶔,豄,U+30D94,U+8C44,unihan
U-30DA8,𰶨,𧱻,U+30DA8,U+27C7B,unihan
U-30DAC,𰶬,䝏,U+30DAC,U+474F,unihan
U-30DDE,𰷞,貣,U+30DDE,U+8CA3,unihan
U-30DE0,𰷠,貤,U+30DE0,U+8CA4,unihan
U-30DE1,𰷡,貦,U+30DE1,U+8CA6,unihan
U-30DE2,𰷢,貾,U+30DE2,U+8CBE,unihan
U-30DE4,𰷤,賥,U+30DE4,U+8CE5,unihan
U-30DE5,𰷥,賨,U+30DE5,U+8CE8,unihan
U-30DE6,𰷦,靅,U+30DE6,U+9745,unihan
U-30DE7,𰷧,賮,U+30DE7,U+8CEE,unihan
U-30DE8,𰷨,𧷛,U+30DE8,U+27DDB,unihan
U-30DE9,𰷩,䞉,U+30DE9,U+4789,unihan
U-30DEA,𰷪,賹,U+30DEA,U+8CF9,unihan
U-30DEB,𰷫,贆,U+30DEB,U+8D06,unihan
U-30DEC,𰷬,𧸖,U+30DEC,U+27E16,unihan
U-30DEE,𰷮,贙,U+30DEE,U+8D19,unihan
U-30DF4,𰷴,䟏,U+30DF4,U+47CF,unihan
U-30DF5,𰷵,趬,U+30DF5,U+8DAC,unihan
U-30DF6,𰷶,趫,U+30DF6,U+8DAB,unihan
U-30DF8,𰷸,𧾥,U+30DF8,U+27FA5,unihan
U-30E07,𰸇,𨇯,U+30E07,U+281EF,unihan
U-30E08,𰸈,䠟,U+30E08,U+481F,unihan
U-30E0A,𰸊,䠩,U+30E0A,U+4829,unihan
U-30E0E,𰸎,𨄉,U+30E0E,U+28109,unihan
U-30E10,𰸐,躧,U+30E10,U+8EA7,unihan
U-30E14,𰸔,蹥,U+30E14,U+8E65,unihan
U-30E1A,𰸚,蹛,U+30E1A,U+8E5B,unihan
U-30E1B,𰸛,䠠,U+30E1B,U+4820,unihan
U-30E1E,𰸞,蹪,U+30E1E,U+8E6A,unihan
U-30E26,𰸦,𮜗,U+30E26,U+2E717,unihan
U-30E40,𰹀,軃,U+30E40,U+8EC3,unihan
U-30E6F,𰹯,𰹈,U+30E6F,U+30E48,unihan
U-30E71,𰹱,𨊠,U+30E71,U+282A0,unihan
U-30E72,𰹲,軎,U+30E72,U+8ECE,unihan
U-30E73,𰹳,䡅,U+30E73,U+4845,unihan
U-30E74,𰹴,軓,U+30E74,U+8ED3,unihan
U-30E75,𰹵,轙,U+30E75,U+8F59,unihan
U-30E76,𰹶,軖,U+30E76,U+8ED6,unihan
U-30E77,𰹷,䡇,U+30E77,U+4847,unihan
U-30E78,𰹸,軘,U+30E78,U+8ED8,unihan
U-30E7A,𰹺,䡊,U+30E7A,U+484A,unihan
U-30E7B,𰹻,𨊹,U+30E7B,U+282B9,unihan
U-30E7C,𰹼,輚,U+30E7C,U+8F1A,unihan
U-30E7D,𰹽,軯,U+30E7D,U+8EEF,unihan
U-30E7E,𰹾,𨍒,U+30E7E,U+28352,unihan
U-30E7F,𰹿,軵,U+30E7F,U+8EF5,unihan
U-30E80,𰺀,軧,U+30E80,U+8EE7,unihan
U-30E81,𰺁,軥,U+30E81,U+8EE5,unihan
U-30E82,𰺂,軳,U+30E82,U+8EF3,unihan
U-30E83,𰺃,轛,U+30E83,U+8F5B,unihan
U-30E84,𰺄,輁,U+30E84,U+8F01,unihan
U-30E85,𰺅,輂,U+30E85,U+8F02,unihan
U-30E86,𰺆,𨋮,U+30E86,U+282EE,unihan
U-30E87,𰺇,輐,U+30E87,U+8F10,unihan
U-30E88,𰺈,輑,U+30E88,U+8F11,unihan
U-30E89,𰺉,輤,U+30E89,U+8F24,unihan
U-30E8A,𰺊,輘,U+30E8A,U+8F18,unihan
U-30E8B,𰺋,輙,U+30E8B,U+8F19,unihan
U-30E8C,𰺌,𨏔,U+30E8C,U+283D4,unihan
U-30E8D,𰺍,輠,U+30E8D,U+8F20,unihan
U-30E8E,𰺎,輫,U+30E8E,U+8F2B,unihan
U-30E8F,𰺏,輣,U+30E8F,U+8F23,unihan
U-30E90,𰺐,輡,U+30E90,U+8F21,unihan
U-30E91,𰺑,䡝,U+30E91,U+485D,unihan
U-30E92,𰺒,輲,U+30E92,U+8F32,unihan
U-30E93,𰺓,輹,U+30E93,U+8F39,unihan
U-30E94,𰺔,𨍈,U+30E94,U+28348,unihan
U-30E95,𰺕,𨍏,U+30E95,U+2834F,unihan
U-30E96,𰺖,轃,U+30E96,U+8F43,unihan
U-30E97,𰺗,轞,U+30E97,U+8F5E,unihan
U-30E98,𰺘,䡰,U+30E98,U+4870,unihan
U-30E99,𰺙,轖,U+30E99,U+8F56,unihan
U-30E9A,𰺚,𨎪,U+30E9A,U+283AA,unihan
U-30E9B,𰺛,轑,U+30E9B,U+8F51,unihan
U-30E9C,𰺜,轓,U+30E9C,U+8F53,unihan
U-30E9D,𰺝,䡴,U+30E9D,U+4874,unihan
U-30E9E,𰺞,轏,U+30E9E,U+8F4F,unihan
U-30E9F,𰺟,轚,U+30E9F,U+8F5A,unihan
U-30EA0,𰺠,䡾,U+30EA0,U+487E,unihan
U-30EA1,𰺡,䡷,U+30EA1,U+4877,unihan
U-30EA2,𰺢,𨏒,U+30EA2,U+283D2,unihan
U-30EA3,𰺣,轥,U+30EA3,U+8F65,unihan
U-30EA4,𰺤,䡻,U+30EA4,U+487B,unihan
U-30EA8,𰺨,𨐶,U+30EA8,U+28436,unihan
U-30EAD,𰺭,䢈,U+30EAD,U+4888,unihan
U-30EB2,𰺲,逿,U+30EB2,U+903F,unihan
U-30EB7,𰺷,遶,U+30EB7,U+9076,unihan
U-30EC6,𰻆,遰,U+30EC6,U+9070,unihan
U-30EDD,𰻝,𰻞,U+30EDD,U+30EDE,unihan
U-30EE1,𰻡,鄦,U+30EE1,U+9126,unihan
U-30EE6,𰻦,鄬,U+30EE6,U+912C,unihan
U-30EE8,𰻨,𮟽,U+30EE8,U+2E7FD,unihan
U-30EEE,𰻮,鄡,U+30EEE,U+9121,unihan
U-30EF3,𰻳,鄪,U+30EF3,U+912A,unihan
U-30F05,𰼅,醳,U+30F05,U+91B3,unihan
U-30F0B,𰼋,𨣃,U+30F0B,U+288C3,unihan
U-30F0F,𰼏,𨣨,U+30F0F,U+288E8,unihan
U-30F11,𰼑,䤍,U+30F11,U+490D,unihan
U-30F3B,𰼻,鑋,U+30F3B,U+944B,unihan
U-30F55,𰽕,鐖,U+30F55,U+9416,unihan
U-30F56,𰽖,釛,U+30F56,U+91DB,unihan
U-30F57,𰽗,釪,U+30F57,U+91EA,unihan
U-30F58,𰽘,釱,U+30F58,U+91F1,unihan
U-30F5A,𰽚,鑛,U+30F5A,U+945B,unihan
U-30F5B,𰽛,釥,U+30F5B,U+91E5,unihan
U-30F5C,𰽜,鏂,U+30F5C,U+93C2,unihan
U-30F5D,𰽝,䥶,U+30F5D,U+4976,unihan
U-30F5E,𰽞,鈪,U+30F5E,U+922A,unihan
U-30F60,𰽠,䤠,U+30F60,U+4920,unihan
U-30F61,𰽡,鈤,U+30F61,U+9224,unihan
U-30F62,𰽢,鋧,U+30F62,U+92E7,unihan
U-30F63,𰽣,鈏,U+30F63,U+920F,unihan
U-30F65,𰽥,鈵,U+30F65,U+9235,unihan
U-30F66,𰽦,鑨,U+30F66,U+9468,unihan
U-30F67,𰽧,鉟,U+30F67,U+925F,unihan
U-30F68,𰽨,鉙,U+30F68,U+9259,unihan
U-30F69,𰽩,鉲,U+30F69,U+9272,unihan
U-30F6B,𰽫,鉎,U+30F6B,U+924E,unihan
U-30F6C,𰽬,鉌,U+30F6C,U+924C,unihan
U-30F6D,𰽭,鉤,U+30F6D,U+9264,unihan
U-30F6E,𰽮,鉜,U+30F6E,U+925C,unihan
U-30F6F,𰽯,鉒,U+30F6F,U+9252,unihan
U-30F70,𰽰,鉡,U+30F70,U+9261,unihan
U-30F71,𰽱,鉘,U+30F71,U+9258,unihan
U-30F72,𰽲,銡,U+30F72,U+92A1,unihan
U-30F73,𰽳,顉,U+30F73,U+9849,unihan
U-30F74,𰽴,銙,U+30F74,U+9299,unihan
U-30F75,𰽵,銧,U+30F75,U+92A7,unihan
U-30F76,𰽶,鉵,U+30F76,U+9275,unihan
U-30F77,𰽷,鐬,U+30F77,U+942C,unihan
U-30F78,𰽸,䤨,U+30F78,U+4928,unihan
U-30F79,𰽹,鉹,U+30F79,U+9279,unihan
U-30F7A,𰽺,䤥,U+30F7A,U+4925,unihan
U-30F7B,𰽻,銋,U+30F7B,U+928B,unihan
U-30F7C,𰽼,鉼,U+30F7C,U+927C,unihan
U-30F7D,𰽽,𨦡,U+30F7D,U+289A1,unihan
U-30F7E,𰽾,鐹,U+30F7E,U+9439,unihan
U-30F7F,𰽿,銸,U+30F7F,U+92B8,unihan
U-30F80,𰾀,鋍,U+30F80,U+92CD,unihan
U-30F81,𰾁,銾,U+30F81,U+92BE,unihan
U-30F83,𰾃,鋜,U+30F83,U+92DC,unihan
U-30F84,𰾄,鋂,U+30F84,U+92C2,unihan
U-30F85,𰾅,鋡,U+30F85,U+92E1,unihan
U-30F86,𰾆,鋊,U+30F86,U+92CA,unihan
U-30F87,𰾇,𨧐,U+30F87,U+289D0,unihan
U-30F88,𰾈,䤬,U+30F88,U+492C,unihan
U-30F89,𰾉,𫒢,U+30F89,U+2B4A2,unihan
U-30F8A,𰾊,𨦱,U+30F8A,U+289B1,unihan
U-30F8B,𰾋,龲,U+30F8B,U+9FB2,unihan
U-30F8C,𰾌,鏩,U+30F8C,U+93E9,unihan
U-30F8D,𰾍,錶,U+30F8D,U+9336,unihan
U-30F8E,𰾎,錍,U+30F8E,U+930D,unihan
U-30F8F,𰾏,鋾,U+30F8F,U+92FE,unihan
U-30F90,𰾐,䤵,U+30F90,U+4935,unihan
U-30F91,𰾑,鍂,U+30F91,U+9342,unihan
U-30F92,𰾒,錧,U+30F92,U+9327,unihan
U-30F93,𰾓,錔,U+30F93,U+9314,unihan
U-30F95,𰾕,鍱,U+30F95,U+9371,unihan
U-30F96,𰾖,䤻,U+30F96,U+493B,unihan
U-30F97,𰾗,鍼,U+30F97,U+937C,unihan
U-30F98,𰾘,鍖,U+30F98,U+9356,unihan
U-30F99,𰾙,鍝,U+30F99,U+935D,unihan
U-30F9A,𰾚,鍡,U+30F9A,U+9361,unihan
U-30F9B,𰾛,鎅,U+30F9B,U+9385,unihan
U-30F9C,𰾜,鍴,U+30F9C,U+9374,unihan
U-30F9D,𰾝,鍟,U+30F9D,U+935F,unihan
U-30F9E,𰾞,鍐,U+30F9E,U+9350,unihan
U-30F9F,𰾟,鍑,U+30F9F,U+9351,unihan
U-30FA1,𰾡,鍧,U+30FA1,U+9367,unihan
U-30FA2,𰾢,鍦,U+30FA2,U+9366,unihan
U-30FA3,𰾣,𫒷,U+30FA3,U+2B4B7,unihan
U-30FA4,𰾤,鍜,U+30FA4,U+935C,unihan
U-30FA5,𰾥,鍨,U+30FA5,U+9368,unihan
U-30FA6,𰾦,䤸,U+30FA6,U+4938,unihan
U-30FA7,𰾧,𨫼,U+30FA7,U+28AFC,unihan
U-30FA8,𰾨,𨪋,U+30FA8,U+28A8B,unihan
U-30FA9,𰾩,鎑,U+30FA9,U+9391,unihan
U-30FAA,𰾪,鐚,U+30FAA,U+941A,unihan
U-30FAB,𰾫,鑑,U+30FAB,U+9451,unihan
U-30FAC,𰾬,鎉,U+30FAC,U+9389,unihan
U-30FAD,𰾭,鑀,U+30FAD,U+9440,unihan
U-30FAE,𰾮,鎌,U+30FAE,U+938C,unihan
U-30FAF,𰾯,鎕,U+30FAF,U+9395,unihan
U-30FB0,𰾰,鏙,U+30FB0,U+93D9,unihan
U-30FB1,𰾱,鏓,U+30FB1,U+93D3,unihan
U-30FB2,𰾲,鏕,U+30FB2,U+93D5,unihan
U-30FB3,𰾳,𨬒,U+30FB3,U+28B12,unihan
U-30FB4,𰾴,鐁,U+30FB4,U+9401,unihan
U-30FB5,𰾵,𨬟,U+30FB5,U+28B1F,unihan
U-30FB6,𰾶,鏸,U+30FB6,U+93F8,unihan
U-30FB7,𰾷,鐕,U+30FB7,U+9415,unihan
U-30FB8,𰾸,鐤,U+30FB8,U+9424,unihan
U-30FB9,𰾹,鐫,U+30FB9,U+942B,unihan
