ID,Variant,Traditional,Variant_Codepoint,Traditional_Codepoint,Source
U-2B5E9,𫗩,饠,U+2B5E9,U+9960,unihan
U-2B5EA,𫗪,餧,U+2B5EA,U+9927,unihan
U-2B5EB,𫗫,餬,U+2B5EB,U+992C,unihan
U-2B5EC,𫗬,餪,U+2B5EC,U+992A,unihan
U-2B5ED,𫗭,餵,U+2B5ED,U+9935,unihan
U-2B5EE,𫗮,餭,U+2B5EE,U+992D,unihan
U-2B5EF,𫗯,餱,U+2B5EF,U+9931,unihan
U-2B5F0,𫗰,䭔,U+2B5F0,U+4B54,unihan
U-2B5F1,𫗱,䭑,U+2B5F1,U+4B51,unihan
U-2B5F2,𫗲,𬲛,U+2B5F2,U+2CC9B,unihan
U-2B5F3,𫗳,𩝽,U+2B5F3,U+2977D,unihan
U-2B5F4,𫗴,饘,U+2B5F4,U+9958,unihan
U-2B5F5,𫗵,饟,U+2B5F5,U+995F,unihan
U-2B61B,𫘛,馯,U+2B61B,U+99AF,unihan
U-2B61C,𫘜,馼,U+2B61C,U+99BC,unihan
U-2B61D,𫘝,駃,U+2B61D,U+99C3,unihan
U-2B61E,𫘞,駞,U+2B61E,U+99DE,unihan
U-2B61F,𫘟,駊,U+2B61F,U+99CA,unihan
U-2B620,𫘠,駤,U+2B620,U+99E4,unihan
U-2B621,𫘡,駫,U+2B621,U+99EB,unihan
U-2B623,𫘣,駻,U+2B623,U+99FB,unihan
U-2B624,𫘤,騃,U+2B624,U+9A03,unihan
U-2B625,𫘥,騉,U+2B625,U+9A09,unihan
U-2B626,𫘦,騊,U+2B626,U+9A0A,unihan
U-2B627,𫘧,騄,U+2B627,U+9A04,unihan
U-2B628,𫘨,騠,U+2B628,U+9A20,unihan
U-2B629,𫘩,騜,U+2B629,U+9A1C,unihan
U-2B62A,𫘪,騵,U+2B62A,U+9A35,unihan
U-2B62B,𫘫,騴,U+2B62B,U+9A34,unihan
U-2B62C,𫘬,騱,U+2B62C,U+9A31,unihan
U-2B62D,𫘭,騻,U+2B62D,U+9A3B,unihan
U-2B62E,𫘮,䮰,U+2B62E,U+4BB0,unihan
U-2B62F,𫘯,驓,U+2B62F,U+9A53,unihan
U-2B630,𫘰,驙,U+2B630,U+9A59,unihan
U-2B631,𫘱,驨,U+2B631,U+9A68,unihan
U-2B63D,𫘽,鬠,U+2B63D,U+9B20,unihan
U-2B642,𫙂,𩯁,U+2B642,U+29BC1,unihan
U-2B688,𫚈,鱮,U+2B688,U+9C6E,unihan
U-2B689,𫚉,魟,U+2B689,U+9B5F,unihan
U-2B68A,𫚊,鰑,U+2B68A,U+9C11,unihan
U-2B68B,𫚋,鱄,U+2B68B,U+9C44,unihan
U-2B68C,𫚌,魦,U+2B68C,U+9B66,unihan
U-2B68D,𫚍,魵,U+2B68D,U+9B75,unihan
U-2B68E,𫚎,𩶁,U+2B68E,U+29D81,unihan
U-2B68F,𫚏,䱁,U+2B68F,U+4C41,unihan
U-2B690,𫚐,䱀,U+2B690,U+4C40,unihan
U-2B691,𫚑,鮅,U+2B691,U+9B85,unihan
U-2B692,𫚒,鮄,U+2B692,U+9B84,unihan
U-2B693,𫚓,鮤,U+2B693,U+9BA4,unihan
U-2B694,𫚔,鮰,U+2B694,U+9BB0,unihan
U-2B695,𫚕,鰤,U+2B695,U+9C24,unihan
U-2B696,𫚖,鮆,U+2B696,U+9B86,unihan
U-2B697,𫚗,鮯,U+2B697,U+9BAF,unihan
U-2B698,𫚘,𩻮,U+2B698,U+29EEE,unihan
U-2B699,𫚙,鯆,U+2B699,U+9BC6,unihan
U-2B69A,𫚚,鮿,U+2B69A,U+9BBF,unihan
U-2B69B,𫚛,鮵,U+2B69B,U+9BB5,unihan
U-2B69C,𫚜,䲅,U+2B69C,U+4C85,unihan
U-2B69D,𫚝,𩸄,U+2B69D,U+29E04,unihan
U-2B69E,𫚞,鯬,U+2B69E,U+9BEC,unihan
U-2B69F,𫚟,𩸡,U+2B69F,U+29E21,unihan
U-2B6A0,𫚠,䱧,U+2B6A0,U+4C67,unihan
U-2B6A1,𫚡,鯞,U+2B6A1,U+9BDE,unihan
U-2B6A2,𫚢,鰋,U+2B6A2,U+9C0B,unihan
U-2B6A3,𫚣,鯾,U+2B6A3,U+9BFE,unihan
U-2B6A4,𫚤,鰦,U+2B6A4,U+9C26,unihan
U-2B6A5,𫚥,鰕,U+2B6A5,U+9C15,unihan
U-2B6A6,𫚦,鰫,U+2B6A6,U+9C2B,unihan
U-2B6A7,𫚧,鰽,U+2B6A7,U+9C3D,unihan
U-2B6A8,𫚨,𩻗,U+2B6A8,U+29ED7,unihan
U-2B6A9,𫚩,𩻬,U+2B6A9,U+29EEC,unihan
U-2B6AA,𫚪,鱊,U+2B6AA,U+9C4A,unihan
U-2B6AB,𫚫,鱢,U+2B6AB,U+9C62,unihan
U-2B6AC,𫚬,𩼶,U+2B6AC,U+29F36,unihan
U-2B6AD,𫚭,鱲,U+2B6AD,U+9C72,unihan
U-2B6DA,𫛚,鳽,U+2B6DA,U+9CFD,unihan
U-2B6DB,𫛛,鳷,U+2B6DB,U+9CF7,unihan
U-2B6DC,𫛜,鴀,U+2B6DC,U+9D00,unihan
U-2B6DD,𫛝,鴅,U+2B6DD,U+9D05,unihan
U-2B6DE,𫛞,鴃,U+2B6DE,U+9D03,unihan
U-2B6DF,𫛟,鸗,U+2B6DF,U+9E17,unihan
U-2B6E0,𫛠,𩿤,U+2B6E0,U+29FE4,unihan
U-2B6E1,𫛡,鴔,U+2B6E1,U+9D14,unihan
U-2B6E2,𫛢,鸋,U+2B6E2,U+9E0B,unihan
U-2B6E3,𫛣,鴥,U+2B6E3,U+9D25,unihan
U-2B6E4,𫛤,鴐,U+2B6E4,U+9D10,unihan
U-2B6E5,𫛥,鵊,U+2B6E5,U+9D4A,unihan
U-2B6E6,𫛦,鴮,U+2B6E6,U+9D2E,unihan
U-2B6E7,𫛧,𪀖,U+2B6E7,U+2A016,unihan
U-2B6E8,𫛨,鵧,U+2B6E8,U+9D67,unihan
U-2B6E9,𫛩,鴳,U+2B6E9,U+9D33,unihan
U-2B6EA,𫛪,鴽,U+2B6EA,U+9D3D,unihan
U-2B6EB,𫛫,鶰,U+2B6EB,U+9DB0,unihan
U-2B6EC,𫛬,䳜,U+2B6EC,U+4CDC,unihan
U-2B6ED,𫛭,鵟,U+2B6ED,U+9D5F,unihan
U-2B6EE,𫛮,䳤,U+2B6EE,U+4CE4,unihan
U-2B6EF,𫛯,鶭,U+2B6EF,U+9DAD,unihan
U-2B6F0,𫛰,䳢,U+2B6F0,U+4CE2,unihan
U-2B6F1,𫛱,鵫,U+2B6F1,U+9D6B,unihan
U-2B6F2,𫛲,鵰,U+2B6F2,U+9D70,unihan
U-2B6F3,𫛳,鵩,U+2B6F3,U+9D69,unihan
U-2B6F4,𫛴,鷤,U+2B6F4,U+9DE4,unihan
U-2B6F5,𫛵,鶌,U+2B6F5,U+9D8C,unihan
U-2B6F6,𫛶,鶒,U+2B6F6,U+9D92,unihan
U-2B6F7,𫛷,鶦,U+2B6F7,U+9DA6,unihan
U-2B6F8,𫛸,鶗,U+2B6F8,U+9D97,unihan
U-2B6F9,𫛹,𪃧,U+2B6F9,U+2A0E7,unihan
U-2B6FA,𫛺,䳧,U+2B6FA,U+4CE7,unihan
U-2B6FB,𫛻,𪃒,U+2B6FB,U+2A0D2,unihan
U-2B6FC,𫛼,䳫,U+2B6FC,U+4CEB,unihan
U-2B6FD,𫛽,鷅,U+2B6FD,U+9DC5,unihan
U-2B6FE,𫛾,𪆷,U+2B6FE,U+2A1B7,unihan
U-2B700,𫜀,鷐,U+2B700,U+9DD0,unihan
U-2B701,𫜁,鷩,U+2B701,U+9DE9,unihan
U-2B702,𫜂,𪅂,U+2B702,U+2A142,unihan
U-2B703,𫜃,鷣,U+2B703,U+9DE3,unihan
U-2B704,𫜄,鷷,U+2B704,U+9DF7,unihan
U-2B705,𫜅,䴋,U+2B705,U+4D0B,unihan
U-2B70A,𫜊,𪉸,U+2B70A,U+2A278,unihan
U-2B711,𫜑,麷,U+2B711,U+9EB7,unihan
U-2B712,𫜒,䴱,U+2B712,U+4D31,unihan
U-2B713,𫜓,𪌭,U+2B713,U+2A32D,unihan
U-2B714,𫜔,䴽,U+2B714,U+4D3D,unihan
U-2B715,𫜕,𪍠,U+2B715,U+2A360,unihan
U-2B719,𫜙,䵴,U+2B719,U+4D74,unihan
U-2B71F,𫜟,𪓰,U+2B71F,U+2A4F0,unihan
U-2B728,𫜨,䶕,U+2B728,U+4D95,unihan
U-2B729,𫜩,齧,U+2B729,U+9F67,unihan
U-2B72A,𫜪,齩,U+2B72A,U+9F69,unihan
U-2B72B,𫜫,𫜦,U+2B72B,U+2B726,unihan
U-2B72C,𫜬,齰,U+2B72C,U+9F70,unihan
U-2B72D,𫜭,齭,U+2B72D,U+9F6D,unihan
U-2B72E,𫜮,齴,U+2B72E,U+9F74,unihan
U-2B72F,𫜯,𪙏,U+2B72F,U+2A64F,unihan
U-2B730,𫜰,齾,U+2B730,U+9F7E,unihan
U-2B732,𫜲,龓,U+2B732,U+9F93,unihan
U-2B733,𫜳,䶲,U+2B733,U+4DB2,unihan
U-2B737,𫜷,𨞪,U+2B737,U+287AA,unihan
U-2B748,𫝈,㑮,U+2B748,U+346E,unihan
U-2B74B,𫝋,𠐊,U+2B74B,U+2040A,unihan
U-2B761,𫝡,𡓗,U+2B761,U+214D7,unihan
U-2B766,𫝦,㛝,U+2B766,U+36DD,unihan
U-2B767,𫝧,㜐,U+2B767,U+3710,unihan
U-2B768,𫝨,媈,U+2B768,U+5A88,unihan
U-2B769,𫝩,嬦,U+2B769,U+5B26,unihan
U-2B76A,𫝪,𡟫,U+2B76A,U+217EB,unihan
U-2B76B,𫝫,婡,U+2B76B,U+5A61,unihan
U-2B76C,𫝬,嬇,U+2B76C,U+5B07,unihan
U-2B76D,𫝭,孆,U+2B76D,U+5B46,unihan
U-2B76E,𫝮,孄,U+2B76E,U+5B44,unihan
U-2B775,𫝵,嶹,U+2B775,U+5DB9,unihan
U-2B785,𫞅,𦠅,U+2B785,U+26805,unihan
U-2B797,𫞗,潣,U+2B797,U+6F63,unihan
U-2B79A,𫞚,澬,U+2B79A,U+6FAC,unihan
U-2B79B,𫞛,㶆,U+2B79B,U+3D86,unihan
U-2B79D,𫞝,灍,U+2B79D,U+704D,unihan
U-2B7A0,𫞠,爧,U+2B7A0,U+7227,unihan
U-2B7A1,𫞡,爃,U+2B7A1,U+7203,unihan
U-2B7A2,𫞢,𤛱,U+2B7A2,U+246F1,unihan
U-2B7A3,𫞣,㹽,U+2B7A3,U+3E7D,unihan
U-2B7A5,𫞥,珼,U+2B7A5,U+73FC,unihan
U-2B7A6,𫞦,璾,U+2B7A6,U+74BE,unihan
U-2B7A7,𫞧,𤩂,U+2B7A7,U+24A42,unihan
U-2B7A8,𫞨,璼,U+2B7A8,U+74BC,unihan
U-2B7A9,𫞩,璊,U+2B7A9,U+748A,unihan
U-2B7B7,𫞷,𥢶,U+2B7B7,U+258B6,unihan
U-2B7C3,𫟃,絍,U+2B7C3,U+7D4D,unihan
U-2B7C4,𫟄,綋,U+2B7C4,U+7D8B,unihan
U-2B7C5,𫟅,綡,U+2B7C5,U+7DA1,unihan
U-2B7C6,𫟆,緟,U+2B7C6,U+7DDF,unihan
U-2B7C7,𫟇,𦆲,U+2B7C7,U+261B2,unihan
U-2B7D1,𫟑,䖅,U+2B7D1,U+4585,unihan
U-2B7D5,𫟕,䕤,U+2B7D5,U+4564,unihan
U-2B7DE,𫟞,訨,U+2B7DE,U+8A28,unihan
U-2B7DF,𫟟,詊,U+2B7DF,U+8A4A,unihan
U-2B7E0,𫟠,譂,U+2B7E0,U+8B42,unihan
U-2B7E1,𫟡,誴,U+2B7E1,U+8AB4,unihan
U-2B7E2,𫟢,䜖,U+2B7E2,U+4716,unihan
U-2B7E4,𫟤,䡐,U+2B7E4,U+4850,unihan
U-2B7E5,𫟥,䡩,U+2B7E5,U+4869,unihan
U-2B7E6,𫟦,䡵,U+2B7E6,U+4875,unihan
U-2B7EB,𫟫,𨞺,U+2B7EB,U+287BA,unihan
U-2B7EC,𫟬,𨟊,U+2B7EC,U+287CA,unihan
U-2B7F2,𫟲,釚,U+2B7F2,U+91DA,unihan
U-2B7F3,𫟳,釲,U+2B7F3,U+91F2,unihan
U-2B7F4,𫟴,鈖,U+2B7F4,U+9216,unihan
U-2B7F5,𫟵,鈗,U+2B7F5,U+9217,unihan
U-2B7F6,𫟶,銏,U+2B7F6,U+928F,unihan
U-2B7F7,𫟷,鉝,U+2B7F7,U+925D,unihan
U-2B7F8,𫟸,鉽,U+2B7F8,U+927D,unihan
U-2B7F9,𫟹,鉷,U+2B7F9,U+9277,unihan
U-2B7FA,𫟺,䤤,U+2B7FA,U+4924,unihan
U-2B7FB,𫟻,銂,U+2B7FB,U+9282,unihan
U-2B7FC,𫟼,鐽,U+2B7FC,U+943D,unihan
U-2B7FD,𫟽,𨧰,U+2B7FD,U+289F0,unihan
U-2B7FE,𫟾,𨩰,U+2B7FE,U+28A70,unihan
U-2B7FF,𫟿,鎈,U+2B7FF,U+9388,unihan
U-2B800,𫠀,䥄,U+2B800,U+4944,unihan
U-2B801,𫠁,鑉,U+2B801,U+9449,unihan
U-2B802,𫠂,閝,U+2B802,U+959D,unihan
U-2B805,𫠅,韚,U+2B805,U+97DA,unihan
U-2B806,𫠆,頍,U+2B806,U+980D,unihan
U-2B807,𫠇,𩖰,U+2B807,U+295B0,unihan
U-2B808,𫠈,䫾,U+2B808,U+4AFE,unihan
U-2B80A,𫠊,䮄,U+2B80A,U+4B84,unihan
U-2B80B,𫠋,騼,U+2B80B,U+9A3C,unihan
U-2B80C,𫠌,𩦠,U+2B80C,U+299A0,unihan
U-2B80F,𫠏,𩵦,U+2B80F,U+29D66,unihan
U-2B810,𫠐,魽,U+2B810,U+9B7D,unihan
U-2B811,𫠑,䱸,U+2B811,U+4C78,unihan
U-2B812,𫠒,鱆,U+2B812,U+9C46,unihan
U-2B816,𫠖,𩿅,U+2B816,U+29FC5,unihan
U-2B81C,𫠜,齯,U+2B81C,U+9F6F,unihan
U-2B86C,𫡬,𠷏,U+2B86C,U+20DCF,unihan
U-2B876,𫡶,𩅾,U+2B876,U+2917E,unihan
U-2B892,𫢒,儱,U+2B892,U+5131,unihan
U-2B894,𫢔,𠐽,U+2B894,U+2043D,unihan
U-2B898,𫢘,𠏮,U+2B898,U+203EE,unihan
U-2B899,𫢙,働,U+2B899,U+50CD,unihan
U-2B89C,𫢜,𰂴,U+2B89C,U+300B4,unihan
U-2B89F,𫢟,𪝖,U+2B89F,U+2A756,unihan
U-2B8A8,𫢨,𠎒,U+2B8A8,U+20392,unihan
U-2B8AA,𫢪,僆,U+2B8AA,U+50C6,unihan
U-2B8AC,𫢬,僗,U+2B8AC,U+50D7,unihan
U-2B8AD,𫢭,儰,U+2B8AD,U+5130,unihan
U-2B8B2,𫢲,𫣴,U+2B8B2,U+2B8F4,unihan
U-2B8B8,𫢸,僤,U+2B8B8,U+50E4,unihan
U-2B8B9,𫢹,𠑙,U+2B8B9,U+20459,unihan
U-2B8BA,𫢺,傪,U+2B8BA,U+50AA,unihan
U-2B8C9,𫣉,儖,U+2B8C9,U+5116,unihan
U-2B8CA,𫣊,僾,U+2B8CA,U+50FE,unihan
U-2B8DB,𫣛,𠑲,U+2B8DB,U+20472,unihan
U-2B8EB,𫣫,𠐍,U+2B8EB,U+2040D,unihan
U-2B938,𫤸,㝟,U+2B938,U+375F,unihan
U-2B93D,𫤽,𠖫,U+2B93D,U+205AB,unihan
U-2B94D,𫥍,𠘥,U+2B94D,U+20625,unihan
U-2B94E,𫥎,毚,U+2B94E,U+6BDA,unihan
U-2B954,𫥔,𫥝,U+2B954,U+2B95D,unihan
U-2B973,𫥳,𠠝,U+2B973,U+2081D,unihan
U-2B975,𫥵,𠠏,U+2B975,U+2080F,unihan
U-2B97A,𫥺,𠟪,U+2B97A,U+207EA,unihan
U-2B97C,𫥼,𠜲,U+2B97C,U+20732,unihan
U-2B97D,𫥽,𫦙,U+2B97D,U+2B999,unihan
U-2B981,𫦁,𠝿,U+2B981,U+2077F,unihan
U-2B985,𫦅,㔅,U+2B985,U+3505,unihan
U-2B989,𫦉,𠞭,U+2B989,U+207AD,unihan
U-2B98B,𫦋,𫦔,U+2B98B,U+2B994,unihan
U-2B98C,𫦌,㔃,U+2B98C,U+3503,unihan
U-2B9A9,𫦩,㔝,U+2B9A9,U+351D,unihan
U-2B9B0,𫦰,𫦸,U+2B9B0,U+2B9B8,unihan
U-2B9B3,𫦳,㔢,U+2B9B3,U+3522,unihan
U-2B9C3,𫧃,𣍐,U+2B9C3,U+23350,unihan
U-2B9EE,𫧮,𪋿,U+2B9EE,U+2A2FF,unihan
U-2B9EF,𫧯,卨,U+2B9EF,U+5368,unihan
U-2B9F7,𫧷,𥽽,U+2B9F7,U+25F7D,unihan
U-2B9FF,𫧿,贕,U+2B9FF,U+8D15,unihan
U-2BA06,𫨆,𠩘,U+2BA06,U+20A58,unihan
U-2BA55,𫩕,嚝,U+2BA55,U+569D,unihan
U-2BA56,𫩖,𠵘,U+2BA56,U+20D58,unihan
U-2BA5A,𫩚,𠵹,U+2BA5A,U+20D79,unihan
U-2BA5B,𫩛,㗰,U+2BA5B,U+35F0,unihan
U-2BA64,𫩤,㗼,U+2BA64,U+35FC,unihan
U-2BA65,𫩥,嚿,U+2BA65,U+56BF,unihan
U-2BA69,𫩩,㗙,U+2BA69,U+35D9,unihan
U-2BA6B,𫩫,嚈,U+2BA6B,U+5688,unihan
U-2BA6F,𫩯,𠹛,U+2BA6F,U+20E5B,unihan
U-2BA73,𫩳,𠼮,U+2BA73,U+20F2E,unihan
U-2BA78,𫩸,𪢥,U+2BA78,U+2A8A5,unihan
U-2BA7A,𫩺,嚍,U+2BA7A,U+568D,unihan
U-2BA80,𫪀,㗻,U+2BA80,U+35FB,unihan
U-2BA81,𫪁,唻,U+2BA81,U+553B,unihan
U-2BA82,𫪂,㘙,U+2BA82,U+3619,unihan
U-2BA83,𫪃,囇,U+2BA83,U+56C7,unihan
U-2BA84,𫪄,𠼤,U+2BA84,U+20F24,unihan
U-2BA85,𫪅,𠺮,U+2BA85,U+20EAE,unihan
U-2BA91,𫪑,𰈝,U+2BA91,U+3021D,unihan
U-2BA98,𫪘,𡂿,U+2BA98,U+210BF,unihan
U-2BA9A,𫪚,𠼗,U+2BA9A,U+20F17,unihan
U-2BAA7,𫪧,嘄,U+2BAA7,U+5604,unihan
U-2BAAA,𫪪,𡂒,U+2BAAA,U+21092,unihan
U-2BABA,𫪺,㗣,U+2BABA,U+35E3,unihan
U-2BABD,𫪽,𠾬,U+2BABD,U+20FAC,unihan
U-2BAC7,𫫇,噁,U+2BAC7,U+5641,unihan
U-2BACF,𫫏,𫬆,U+2BACF,U+2BB06,unihan
U-2BAE6,𫫦,嚪,U+2BAE6,U+56AA,unihan
U-2BAF5,𫫵,𡀿,U+2BAF5,U+2103F,unihan
U-2BAFE,𫫾,嚬,U+2BAFE,U+56AC,unihan
U-2BB10,𫬐,㘔,U+2BB10,U+3614,unihan
U-2BB19,𫬙,𧸫,U+2BB19,U+27E2B,unihan
U-2BB1F,𫬟,𡅥,U+2BB1F,U+21165,unihan
U-2BB5E,𫭞,塼,U+2BB5E,U+587C,unihan
U-2BB5F,𫭟,塸,U+2BB5F,U+5878,unihan
U-2BB62,𫭢,埨,U+2BB62,U+57E8,unihan
U-2BB68,𫭨,墢,U+2BB68,U+58A2,unihan
U-2BB6A,𫭪,墝,U+2BB6A,U+589D,unihan
U-2BB6E,𫭮,𡍫,U+2BB6E,U+2136B,unihan
U-2BB6F,𫭯,𡑎,U+2BB6F,U+2144E,unihan
U-2BB72,𫭲,壧,U+2BB72,U+58E7,unihan
U-2BB7C,𫭼,𡑍,U+2BB7C,U+2144D,unihan
U-2BB83,𫮃,墠,U+2BB83,U+58A0,unihan
U-2BB85,𫮅,墋,U+2BB85,U+588B,unihan
U-2BB9C,𫮜,㙬,U+2BB9C,U+366C,unihan
U-2BBD2,𫯒,𨑊,U+2BBD2,U+2844A,unihan
U-2BBE5,𫯥,奯,U+2BBE5,U+596F,unihan
U-2BBF6,𫯶,奫,U+2BBF6,U+596B,unihan
U-2BC02,𫰂,奲,U+2BC02,U+5972,unihan
U-2BC0D,𫰍,媁,U+2BC0D,U+5A81,unihan
U-2BC1B,𫰛,娙,U+2BC1B,U+5A19,unihan
U-2BC20,𫰠,㜭,U+2BC20,U+372D,unihan
U-2BC21,𫰡,嬅,U+2BC21,U+5B05,unihan
U-2BC22,𫰢,嬒,U+2BC22,U+5B12,unihan
U-2BC23,𫰣,𡤠,U+2BC23,U+21920,unihan
U-2BC28,𫰨,㜥,U+2BC28,U+3725,unihan
U-2BC30,𫰰,嬐,U+2BC30,U+5B10,unihan
U-2BC39,𫰹,嫢,U+2BC39,U+5AE2,unihan
U-2BC55,𫱕,㜮,U+2BC55,U+372E,unihan
U-2BC7F,𫱿,𡤫,U+2BC7F,U+2192B,unihan
U-2BC97,𫲗,㜺,U+2BC97,U+373A,unihan
U-2BCB8,𫲸,寷,U+2BCB8,U+5BF7,unihan
U-2BCC3,𫳃,㝞,U+2BCC3,U+375E,unihan
U-2BD3C,𫴼,𡮤,U+2BD3C,U+21BA4,unihan
U-2BD75,𫵵,崵,U+2BD75,U+5D35,unihan
U-2BD76,𫵶,𡺨,U+2BD76,U+21EA8,unihan
U-2BD77,𫵷,㠣,U+2BD77,U+3823,unihan
U-2BD78,𫵸,𡷨,U+2BD78,U+21DE8,unihan
U-2BD79,𫵹,𡽵,U+2BD79,U+21F75,unihan
U-2BD84,𫶄,𫶦,U+2BD84,U+2BDA6,unihan
U-2BD85,𫶅,㠁,U+2BD85,U+3801,unihan
U-2BD87,𫶇,嵽,U+2BD87,U+5D7D,unihan
U-2BD8A,𫶊,𡽳,U+2BD8A,U+21F73,unihan
U-2BD95,𫶕,巆,U+2BD95,U+5DC6,unihan
U-2BDB2,𫶲,𣫒,U+2BDB2,U+23AD2,unihan
U-2BDC5,𫷅,㡓,U+2BDC5,U+3853,unihan
U-2BDC8,𫷈,𢄼,U+2BDC8,U+2213C,unihan
U-2BDC9,𫷉,幰,U+2BDC9,U+5E70,unihan
U-2BDCC,𫷌,𢅡,U+2BDCC,U+22161,unihan
U-2BDD8,𫷘,𠁔,U+2BDD8,U+20054,unihan
U-2BDEC,𫷬,庲,U+2BDEC,U+5EB2,unihan
U-2BDEE,𫷮,廕,U+2BDEE,U+5ED5,unihan
U-2BDF7,𫷷,廞,U+2BDF7,U+5EDE,unihan
U-2BDF9,𫷹,廔,U+2BDF9,U+5ED4,unihan
U-2BDFE,𫷾,廮,U+2BDFE,U+5EEE,unihan
U-2BE29,𫸩,彄,U+2BE29,U+5F44,unihan
U-2BE6E,𫹮,懙,U+2BE6E,U+61D9,unihan
U-2BE74,𫹴,愇,U+2BE74,U+6107,unihan
U-2BE77,𫹷,𢥠,U+2BE77,U+22960,unihan
U-2BE7C,𫹼,𢛔,U+2BE7C,U+226D4,unihan
U-2BE7D,𫹽,慯,U+2BE7D,U+616F,unihan
U-2BE81,𫺁,㤲,U+2BE81,U+3932,unihan
U-2BE82,𫺂,悏,U+2BE82,U+608F,unihan
U-2BE86,𫺆,㦊,U+2BE86,U+398A,unihan
U-2BE8A,𫺊,懠,U+2BE8A,U+61E0,unihan
U-2BE8C,𫺌,愩,U+2BE8C,U+6129,unihan
U-2BE92,𫺒,𢢀,U+2BE92,U+22880,unihan
U-2BE93,𫺓,㦖,U+2BE93,U+3996,unihan
U-2BE98,𫺘,憦,U+2BE98,U+61A6,unihan
U-2BEAA,𫺪,懩,U+2BEAA,U+61E9,unihan
U-2BEAB,𫺫,𢤜,U+2BEAB,U+2291C,unihan
U-2BEB7,𫺷,戁,U+2BEB7,U+6201,unihan
U-2BEB9,𫺹,𫻑,U+2BEB9,U+2BED1,unihan
U-2BEC1,𫻁,㦦,U+2BEC1,U+39A6,unihan
U-2BEC7,𫻇,𢤌,U+2BEC7,U+2290C,unihan
U-2BF17,𫼗,𢲫,U+2BF17,U+22CAB,unihan
U-2BF1D,𫼝,搊,U+2BF1D,U+640A,unihan
U-2BF23,𫼣,𢳂,U+2BF23,U+22CC2,unihan
U-2BF24,𫼤,𢯩,U+2BF24,U+22BE9,unihan
U-2BF25,𫼥,㨟,U+2BF25,U+3A1F,unihan
U-2BF27,𫼧,撶,U+2BF27,U+64B6,unihan
U-2BF2B,𫼫,𢲾,U+2BF2B,U+22CBE,unihan
U-2BF2E,𫼮,擃,U+2BF2E,U+64C3,unihan
U-2BF31,𫼱,摃,U+2BF31,U+6443,unihan
U-2BF32,𫼲,𢯦,U+2BF32,U+22BE6,unihan
U-2BF35,𫼵,𢲸,U+2BF35,U+22CB8,unihan
U-2BF36,𫼶,𢱡,U+2BF36,U+22C61,unihan
U-2BF3D,𫼽,𪮰,U+2BF3D,U+2ABB0,unihan
U-2BF3E,𫼾,𢲩,U+2BF3E,U+22CA9,unihan
U-2BF40,𫽀,㨥,U+2BF40,U+3A25,unihan
U-2BF41,𫽁,摙,U+2BF41,U+6459,unihan
U-2BF47,𫽇,㩇,U+2BF47,U+3A47,unihan
U-2BF4A,𫽊,㩭,U+2BF4A,U+3A6D,unihan
U-2BF4B,𫽋,攞,U+2BF4B,U+651E,unihan
U-2BF50,𫽐,𢳚,U+2BF50,U+22CDA,unihan
U-2BF54,𫽔,𢷃,U+2BF54,U+22DC3,unihan
U-2BF59,𫽙,𢴦,U+2BF59,U+22D26,unihan
U-2BF62,𫽢,𰔺,U+2BF62,U+3053A,unihan
U-2BF63,𫽣,摪,U+2BF63,U+646A,unihan
U-2BF65,𫽥,攑,U+2BF65,U+6511,unihan
U-2BF67,𫽧,㩌,U+2BF67,U+3A4C,unihan
U-2BF6B,𫽫,𰔫,U+2BF6B,U+3052B,unihan
U-2BF6E,𫽮,攩,U+2BF6E,U+6529,unihan
U-2BF72,𫽲,𢶑,U+2BF72,U+22D91,unihan
U-2BF73,𫽳,𢴩,U+2BF73,U+22D29,unihan
U-2BF81,𫾁,𢸴,U+2BF81,U+22E34,unihan
U-2BF83,𫾃,𢸳,U+2BF83,U+22E33,unihan
U-2BF89,𫾉,㩣,U+2BF89,U+3A63,unihan
U-2BF8F,𫾏,𫾡,U+2BF8F,U+2BFA1,unihan
U-2BFB2,𫾲,𣀷,U+2BFB2,U+23037,unihan
U-2BFB3,𫾳,𣀘,U+2BFB3,U+23018,unihan
U-2BFC2,𫿂,𢿓,U+2BFC2,U+22FD3,unihan
U-2BFD7,𫿗,𣀻,U+2BFD7,U+2303B,unihan
U-2C025,𬀥,𣄸,U+2C025,U+23138,unihan
U-2C029,𬀩,暐,U+2C029,U+6690,unihan
U-2C02A,𬀪,晛,U+2C02A,U+665B,unihan
U-2C02E,𬀮,㬣,U+2C02E,U+3B23,unihan
U-2C031,𬀱,暟,U+2C031,U+669F,unihan
U-2C051,𬁑,𣌂,U+2C051,U+23302,unihan
U-2C058,𬁘,𰖻,U+2C058,U+305BB,unihan
U-2C073,𬁳,𦟐,U+2C073,U+267D0,unihan
U-2C075,𬁵,膒,U+2C075,U+8192,unihan
U-2C078,𬁸,𦞛,U+2C078,U+2679B,unihan
U-2C07A,𬁺,𦜖,U+2C07A,U+26716,unihan
U-2C07D,𬁽,䐣,U+2C07D,U+4423,unihan
U-2C080,𬂀,膶,U+2C080,U+81B6,unihan
U-2C082,𬂂,𦣇,U+2C082,U+268C7,unihan
U-2C085,𬂅,䐷,U+2C085,U+4437,unihan
U-2C089,𬂉,賸,U+2C089,U+8CF8,unihan
