ID,URN,Passage_SHA256,Cantiga_ID,Line,Stanza,Number_Gap,Primary_Text
l-137-14,urn:nabu:cantigas:137:14,7d0c45c179af9e175e13b3f7dbcd0f50ae9f1c34ad5fbd772ce511a276fafee6,c-137,14,2,,"amor de Deus prend'[e] esforç'e sem,"
l-137-15,urn:nabu:cantigas:137:15,9da6bbc68924e6dd6c6390b3f863cd2b6952af90f6a43b8b4578f8439d6b8390,c-137,15,2,,"mentre vos vejo; mais pois vos nom vir,"
l-137-16,urn:nabu:cantigas:137:16,32639098eb2025e5319e0abe9af438a6e183077db56431895842aaa8645782f6,c-137,16,2,,esforç'e sem e Deus ham-mi a falir.
l-137-17,urn:nabu:cantigas:137:17,1adb51c1aaceef0b6657b4a945a73a7325bdf290bea5053274073be5e526e90f,c-137,17,3,,"E des entom, fremosa mia senhor,"
l-137-18,urn:nabu:cantigas:137:18,4c77a9c68bd21464bce81fc1f3ebfc8c8c329163b6566445be7d0a5fa5370cd9,c-137,18,3,,nunca de Deus nem de mim prenderei
l-137-19,urn:nabu:cantigas:137:19,ba7c12e7c00874dc8aa488f1ba1cfa3a3c8a54debee220591ecade86619dd11c,c-137,19,3,,"prazer, nem bem de que haja sabor;"
l-137-20,urn:nabu:cantigas:137:20,ed0e7b56083b3a6b196ef8e67076d051e095fbff48474b30745ceb67af415354,c-137,20,3,,"ca, mia senhor, de qual guisa haverei"
l-137-21,urn:nabu:cantigas:137:21,d5c3cb2c8224b9055c71a392a70648fab62ceb26ab9b89621996ca54243fa809,c-137,21,3,,"bem deste mundo, pois me for daquém?"
l-137-22,urn:nabu:cantigas:137:22,02bbaba1e7c5fa6c90482a5be1729c3ba0e74ab5284ed6b17272f19514e24dd4,c-137,22,3,,"Ca perderei quanto prazer me vem,"
l-137-23,urn:nabu:cantigas:137:23,b747e7e5fd83907b869c4751d0b177b026559e2f811add95511bd06a3d9e316f,c-137,23,3,,"pois vos nom vir, e perderei des i"
l-137-24,urn:nabu:cantigas:137:24,25c8ddbc53ff5207d4cb778930fe2a955cd99e218b149211804473f9608305c1,c-137,24,3,,"Deus, mia senhor, e o seu bem e mi."
l-137-25,urn:nabu:cantigas:137:25,e13fbda07c64afd7d5fbd8e8709ac1ae06a907e4682cd7705c5d923995ae4aab,c-137,25,4,,"E direi-vos, fremosa mia senhor,"
l-137-26,urn:nabu:cantigas:137:26,923dc4284c5c340572b4af58e93e841c7858973870dabfc3dd803e2988ebe869,c-137,26,4,,"pois vos nom vir, quam perdudo serei:"
l-137-27,urn:nabu:cantigas:137:27,90c7a36ad36dc8791ac266a5a598876c4cc52e28240cad46b8b5a781314ecf63,c-137,27,4,,perderei sem e esforç'e pavor
l-137-28,urn:nabu:cantigas:137:28,6dd32684761899e4d4a78bac5158269f29f5fb3b410aeaa0d27c46e49ee55895,c-137,28,4,,e des i bem nem mal nom sentirei;
l-137-29,urn:nabu:cantigas:137:29,0504005ef15e938b5a3b0283303407770333c3f2bd6a27f7054f8716527d42b5,c-137,29,4,,"e, mia senhor, al vos ar direi en:"
l-137-30,urn:nabu:cantigas:137:30,d04af56834c376c8ca9550e106fbb13eaeae5419856e8be05cdef2c747f7daf4,c-137,30,4,,"nom mi terrá, conselho que me dem,"
l-137-31,urn:nabu:cantigas:137:31,9290bc980dc23759bca4d9318931e43ff1e7537e4c53d0bfe0d2e755cbfa3b32,c-137,31,4,,"dano, nem prol, nem pesar, nem prazer"
l-137-32,urn:nabu:cantigas:137:32,2077ecc96b18550e99a1ebf35dc73449c231fd780004248c4f2125e6f352df8e,c-137,32,4,,e per qual guisa m'hei mais a perder.
l-137-33,urn:nabu:cantigas:137:33,fd36dc860adfa20b1f7280c79f016fd33258ceb768ea59936f9449838bd8ca3e,c-137,33,5,,"Ca perdud'é, senhor, a meu cuidar,"
l-137-34,urn:nabu:cantigas:137:34,4025034932be908c3c36e710cccd3320add72accbbf6ac855bc6b093f5a07211,c-137,34,5,,quem perde sem e prazer e pesar.
l-138-1,urn:nabu:cantigas:138:1,c5e4921030b849abd3ba8f1ead15afa41de41646a1b77c2599cb20d02dc61f3b,c-138,1,1,,"Mal conselhado que fui, mia senhor,"
l-138-2,urn:nabu:cantigas:138:2,6ad61649383749430d6896717478b5efcdfc56b73cbc94a33714a83179f6cd81,c-138,2,1,,quando vos fui primeiro conhocer!
l-138-3,urn:nabu:cantigas:138:3,fde3a33d8e5f9027c6ff0d07d6c33318abdeef18df25b59f5b643d5cc681f020,c-138,3,1,,"Ca nunca pudi gram coita perder,"
l-138-4,urn:nabu:cantigas:138:4,05135be43e6bba7343a00034f8f7977dcac6556ca42b0bf9ff06d4912974b908,c-138,4,1,,"nem perderei já, mentre vivo for;"
l-138-5,urn:nabu:cantigas:138:5,8b628e84c69ef24c16b860692ea24e0cdf4d6bf861a493378e253e8e1b6c0987,c-138,5,1,,"nem viss'eu vós, nem quem mi o conselhou,"
l-138-6,urn:nabu:cantigas:138:6,dd786e3d830695e4996b3f63bb3e681d24d52501a81006ef4b7bb2c40e94e1c1,c-138,6,1,,"nem viss'aquel que me vos amostrou,"
l-138-7,urn:nabu:cantigas:138:7,74a83884703c415ee2fb32ba6ba2a4088e84c0f6104ac52a3dca2685ba5f6ec7,c-138,7,1,,nem viss'o dia 'm que vos fui veer!
l-138-8,urn:nabu:cantigas:138:8,78eda05b8984b1aefbe71b1d882af8894bf00d8bbeb2b210f823f6ea2d0e6bd5,c-138,8,2,,Ca des entom me fez o voss'amor
l-138-9,urn:nabu:cantigas:138:9,b7d34c874cf0b6bbcc8aa41681858d51c8df904e89e49594484373117df3bb86,c-138,9,2,,na mui gram coita 'm que vivo viver;
l-138-10,urn:nabu:cantigas:138:10,5ecc72c6c2e534306257817141b19bee556b26e12421a1c709545428f6da2d82,c-138,10,2,,"e, por mi a nom leixar escaecer"
l-138-11,urn:nabu:cantigas:138:11,1afb29576d7f92acf7c98b9bc88c21afa8a121d7ab76db13694df07dc240a268,c-138,11,2,,"e mi a fazer cada dia maior,"
l-138-12,urn:nabu:cantigas:138:12,d3bfce66a2077eb0e91d87dbb6e676418d4b2816e57fcd2537deaa7d15627363,c-138,12,2,,"faz-me, senhor, em vós sempre cuidar"
l-138-13,urn:nabu:cantigas:138:13,ba5b45829a4062a8302558d60c672f4c89f4a136cc4ae1886932afbf1240e957,c-138,13,2,,e faz-mi a Deus por mia morte rogar
l-138-14,urn:nabu:cantigas:138:14,8906681c2c404c0744ee1b7745f92b7f84f805b711c92342f220b236bad415e4,c-138,14,2,,e faz a vós a mim gram mal fazer.
l-138-15,urn:nabu:cantigas:138:15,4e0f70c7efc3e5b9cb77ee9ddf05f8db050c9f458ea79c6e3fad452113d8dd50,c-138,15,3,,E quem se fez de mim conselhador
l-138-16,urn:nabu:cantigas:138:16,f8eacdbc7910878566865068cd2d0a465e3ffb8416a369ece50587cf3ecabec4,c-138,16,3,,"que eu viss'o vosso bom parecer,"
l-138-17,urn:nabu:cantigas:138:17,5f8d6b3af71ca452ee492d5a4659b0584ef105b2199f5cbf54f57cca4a96db0f,c-138,17,3,,"aquant'eu posso de vós entender,"
l-138-18,urn:nabu:cantigas:138:18,4c13fff6f443b97d2a625b83f6dc6fa268c14c0a6f7cca0b2df1ee00e3c5092d,c-138,18,3,,"de mia morte houve, e de meu mal, sabor;"
l-138-19,urn:nabu:cantigas:138:19,dd32c721427e2b5cf8d7ff5762df0e583612c48695dbbf7a03a7a26df152e9f0,c-138,19,3,,"e, mal pecado!, nom moir'eu por en,"
l-138-20,urn:nabu:cantigas:138:20,0a5e3386a8d3269a4fee3db5ff230617632aafb8d365d543ac9f80fa92dbdd66,c-138,20,3,,"nem moiro, porque seria meu bem,"
l-138-21,urn:nabu:cantigas:138:21,70ee3c29f0154f0542dd09bb7b9df14951f2c85152fb6e58e5e241c2288b57d9,c-138,21,3,,"nem moiro, porque queria morrer."
l-138-22,urn:nabu:cantigas:138:22,4f9ac9174a6672fa495e09d56420dfb1aa5c65b104ccd4615438aa9c8b3a8949,c-138,22,4,,E porque mi seria mui melhor
l-138-23,urn:nabu:cantigas:138:23,943dcc0a78fbdf17699bbaef876c2169cb40da200fc5b60271ba87f8a1b377db,c-138,23,4,,"morte ca mais esta coita sofrer,"
l-138-24,urn:nabu:cantigas:138:24,1abaceea60ade802df443c9d32fcffa3c42f2f3205496d228817cf14b99d2287,c-138,24,4,,"pois nom mi há prol de vo-la eu dizer,"
l-138-25,urn:nabu:cantigas:138:25,1e83ad28953386faafb91327181d5454204a8eba1bde7cd11805ae935b74c58b,c-138,25,4,,"nem vos faz outrem por mim sabedor,"
l-138-26,urn:nabu:cantigas:138:26,b4bf464066a92d1de6fa8ae5349f56d6e06b3cc1aa7a4e4bf926e817f950cf8b,c-138,26,4,,"nem mi val rem de queixar-m'end'assi,"
l-138-27,urn:nabu:cantigas:138:27,0fdf76bf431b9ad082c844559bf908d39b53f488eaee79fd3f370ac2c6bf0a17,c-138,27,4,,"nem me val coita que por vós sofri,"
l-138-28,urn:nabu:cantigas:138:28,1e59f6fef9287e47b91f67876cfe41ab1a8ed079890c299d8dfd5b6045c248e6,c-138,28,4,,"nem mi val Deus, nem me poss'eu valer."
l-138-29,urn:nabu:cantigas:138:29,7681bf2a79eaba09dfff4221944a1b0171222e0da1c7d71598343440ad883269,c-138,29,5,,"Pero, entanto com'eu vivo for,"
l-138-30,urn:nabu:cantigas:138:30,6daa297434b6245a44a955dc08ec63ecae2c2e53011b7db314c87faeaf310f1b,c-138,30,5,,"queixar-m'-ei sempre de vós e d'Amor,"
l-138-31,urn:nabu:cantigas:138:31,5991196a43990200c2ea1c7d84778833a0b91c6ddaba81076d3a57b7bb302847,c-138,31,5,,pois conselh'outro nom poss'i prender.
l-139-1,urn:nabu:cantigas:139:1,268afc36af58eca923546e83c52ff7fe779acf0e660e125ea70b76d541bf7385,c-139,1,1,,"Senhor, pois Deus nom quer que mi queirades"
l-139-2,urn:nabu:cantigas:139:2,76edba4890181ad0e5c8bebbf9db82639d6e34642ca1c205d4e9583ab21b6777,c-139,2,1,,"creer a coita que me por vós vem,"
l-139-3,urn:nabu:cantigas:139:3,5d051897926587de54fc094fa4f634cdced22afddaa65205a25d38892783df5d,c-139,3,1,,"por Deus, creede ca vos quero bem"
l-139-4,urn:nabu:cantigas:139:4,81a91c6c24330a2f194cde609cdbd65de8caf6ba4b7da7e3bee58ed6a4ad51cb,c-139,4,1,,e jamais nunca m'outro bem façades;
l-139-5,urn:nabu:cantigas:139:5,47b3ecb683e1f5805b8c14bf0455f0ff6fe62a24e80f105d0e7eb678fcb48a64,c-139,5,1,,"e se mi aquesto queredes creer,"
l-139-6,urn:nabu:cantigas:139:6,6b2da4bd1e0dc5c5a7fb5a819440bef8ac7e74df34bdd765c44c3917810cecfe,c-139,6,1,,poderei eu mui gram coita perder;
l-139-7,urn:nabu:cantigas:139:7,724a6f98e6a15e669f751b5adf435cdfcbbf748db251db671efe11897b10a002,c-139,7,1,,"e vós, senhor, nom sei que i perçades"
l-139-8,urn:nabu:cantigas:139:8,175204d8e2bd04e2be6151b5881c66abaa0302cb14b442ae93f6dd8342e31db0,c-139,8,2,,"em guarirdes voss'homem, que matades,"
l-139-9,urn:nabu:cantigas:139:9,3b80cc13b591a4c7b08ab3ce8c07137146f1582fe9995381c0451700fd716195,c-139,9,2,,e que vos ama mais que outra rem;
l-139-10,urn:nabu:cantigas:139:10,0f8c579c800eccb0d3e5571108e4fae6930470eeec464bddf2b45818dd56eb06,c-139,10,2,,"por mim vos digo, que nom acho quem"
l-139-11,urn:nabu:cantigas:139:11,d9d95d11891a2a1fcb008f7148965a038b3e8116b3a52549f662955f301c413a,c-139,11,2,,"me dê conselho, nem vós nom mi o dades."
l-139-12,urn:nabu:cantigas:139:12,c6ff788d9a2ff63857e0ab55b6677be9b9721202bd45570ae2b4e87e40cd043d,c-139,12,2,,Pero Deus sabe quam de coraçom
l-139-13,urn:nabu:cantigas:139:13,3b59852cc4dee1b90415ed6312b0a09d5116f63a4d0f4cb81f8d8b4e465ca380,c-139,13,2,,"hoj'eu vos amo e, se El me perdom,"
l-139-14,urn:nabu:cantigas:139:14,d81526f5ba0e57fc2f7364b995d3a0d1cb125fa5a4b7d0add55901e257cab57c,c-139,14,2,,"desamo mi porque me desamades,"
l-139-15,urn:nabu:cantigas:139:15,b8f99b8649819fe05892b55fb50c4d55b14fb017e20feda930f1852278ef0427,c-139,15,3,,"per bõa fé, mia senhor; e sabiades"
l-139-16,urn:nabu:cantigas:139:16,a6025a9b44004bf31ae2d55ed52e61b672fd04423754bdfc8e741fd10866f2b6,c-139,16,3,,ca por aquest'hei perdudo meu sem;
l-139-17,urn:nabu:cantigas:139:17,6337e7b9efa5735d9465f610c55a947e3f75626149e93b89bd883db2800cf520,c-139,17,3,,mais se Deus quiser que vos dig'alguém
l-139-18,urn:nabu:cantigas:139:18,e04ac29cefc5c93ec7300330a9427c5771a004015eda60b4cb3e1f86719e462b,c-139,18,3,,"quam bem vos quero e que o vós creades,"
l-139-19,urn:nabu:cantigas:139:19,a1403c3dca1bf2e53d01844541f2c6a9128162bef022a7967035df2151f00504,c-139,19,3,,poderei eu meu sem cobrar des i;
l-139-20,urn:nabu:cantigas:139:20,61c780b38ec357586c9f14dc7f93ceac49004e91ef04bf26176bc865fd3d73dd,c-139,20,3,,"e se a vós prouguer que seja assi,"
l-139-21,urn:nabu:cantigas:139:21,47b645257a8b1421976326c06bb9af1d4b55b13d6b96fdb046facb7b2da4ea9d,c-139,21,3,,sempre por en bõa ventura hajades.
l-140-1,urn:nabu:cantigas:140:1,0f17c03745a8f521fbded5ec90866cda924040f679a8ccfde673f3d83930ae0a,c-140,1,1,,De tal guisa me vem gram mal
l-140-2,urn:nabu:cantigas:140:2,b0fcb90915530ff69e4315d1189f4fa155cf7b654519e2bf8a3cea20cebcafd9,c-140,2,1,,que nunca de tal guisa vi
l-140-3,urn:nabu:cantigas:140:3,a1701f2ad57dce93f662b944408b76e68aeb3a5b7b7fb8ec430f2dd14c86455f,c-140,3,1,,"viir a home, pois nasci;"
l-140-4,urn:nabu:cantigas:140:4,3dafab3ff6f8172103e444df9da5e97a816494d2b461272dd0b93419b2987c36,c-140,4,1,,e direi-vos ora de qual
l-140-5,urn:nabu:cantigas:140:5,75772cf57a75db318edbcb0fc8c9edc9e930e310cfb213a7a2e91669e3081861,c-140,5,1,,"guisa, se vos prouguer, me vem:"
l-140-6,urn:nabu:cantigas:140:6,c625644ca87eed361f9d2dada3d005d388be26e3b98eb9f4cf7f60f0cab17ea8,c-140,6,1,,vem-me mal porque quero bem
l-140-7,urn:nabu:cantigas:140:7,8e1afa878d1cd249a4549a89e196553b5b07e5537d30e1e94f104950f65bb18c,c-140,7,1,,"mia senhor e mia natural,"
l-140-8,urn:nabu:cantigas:140:8,103192b8df1f9b4e2e88a59a559d6e45653272e3b84c9535a849e95ecf80237f,c-140,8,2,,que am'eu mais ca mi nem al;
l-140-9,urn:nabu:cantigas:140:9,2ef5ba063210ecc0a76cea21a3cbb84676fd82a1ce45aa9dcf72339ba7a8391e,c-140,9,2,,e tenho que hei dereit'i
l-140-10,urn:nabu:cantigas:140:10,9f82bf00cd4f12844fcfa2b371b1356bcbb4bb80f768b9935915ebf471109292,c-140,10,2,,d'amar tal senhor mais ca mi
l-140-11,urn:nabu:cantigas:140:11,5d8f7ca02ea027c5e860dbab62f74e25a648f2d705e80a4df9357b66424a77cc,c-140,11,2,,"– e seu torto x'é, se me fal;"
l-140-12,urn:nabu:cantigas:140:12,a5e42a1bf37e709ff79fdb3bb6448c327eb1f44f1e6d4a1b0a450055f09b15b9,c-140,12,2,,ca eu nom devi'a perder
l-140-13,urn:nabu:cantigas:140:13,64851bedf9ee02fa96423041e6ca2ae37adaa1a707d3e5d70a58826b5670202f,c-140,13,2,,por mui gram dereito fazer;
l-140-14,urn:nabu:cantigas:140:14,e50441a2fc14eecf4d5949f5861414364eab09ed27b6b64827f518e0664b4d35,c-140,14,2,,mais a mim dereito nom val.
l-140-15,urn:nabu:cantigas:140:15,252fb393e681372a1f8309741da429face06078e148c2e7a36e8526e2a4fa101,c-140,15,3,,E pois dereito nem senhor
l-140-16,urn:nabu:cantigas:140:16,2428e6a8ecc5c972503d507f54d3426095238b07210a18f9051ed9a523ccb7cd,c-140,16,3,,"nom me val i, e que farei?"
l-140-17,urn:nabu:cantigas:140:17,bfa6b7dd0e5d6dfeaa4096f1c5913940ee08a6e7eb2b86c9d9b5f1dbeb0e3810,c-140,17,3,,"Quem me conselho der, terrei"
l-140-18,urn:nabu:cantigas:140:18,932c39d7ae2e765d72c892a70104aa564db024624d9438588f4c4e57296784c8,c-140,18,3,,que muit'é bom conselhador;
l-140-19,urn:nabu:cantigas:140:19,e881862ddec80e18068477268b218093302fe9c92d7ab79a5a1a269862ce1477,c-140,19,3,,"ca ela nom mi o quer i dar,"
l-140-20,urn:nabu:cantigas:140:20,32d0dfb67695280d10cb2ade86dce2ee0f0d37c3728e5cd27db83cf48852f4b9,c-140,20,3,,nem m'ar poss'eu dela quitar.
l-140-21,urn:nabu:cantigas:140:21,1c568e029374b4018caa89a1ca541708ff2d9a124716e702938146834de0b195,c-140,21,3,,E qual conselh'é aqui melhor?
l-140-22,urn:nabu:cantigas:140:22,9efef13b4e611d2361277a1b3511bd12a1db529e01b185f5fc32639010314ecf,c-140,22,4,,Esforçar-me e perder pavor
l-140-23,urn:nabu:cantigas:140:23,6bbeaa3fdc8ebcb96b8aae5bd1a2217410c5cd459db2c1e9cc4034fd58008905,c-140,23,4,,"o melhor conselh'é que sei,"
l-140-24,urn:nabu:cantigas:140:24,11fb3b10c38c0c029e06dc140f21b4ea2f4e82b59da6b0033db73100d62b693d,c-140,24,4,,e em lhe dizer qual tort'hei
l-140-25,urn:nabu:cantigas:140:25,d12334ee1e7bea93a36778f947b597eef758f87c58c6997bfe296e4cce550fee,c-140,25,4,,"e nom lho negar, pois i for;"
l-140-26,urn:nabu:cantigas:140:26,feab29580c8b21703c6346d63443dd56ddde825fc9e8e8aa18845c415b02b9a9,c-140,26,4,,"e ela faça como vir,"
l-140-27,urn:nabu:cantigas:140:27,cdc65f700eb5390ae7c3f885f399382b76919e80751ecb84b6626a22289b75aa,c-140,27,4,,"de me matar ou me guarir,"
l-140-28,urn:nabu:cantigas:140:28,d15dbf34d5b82e523b61bbe1b89a26e003ee22666beeac640500141ba59f6e69,c-140,28,4,,e haverei de qual quer sabor.
l-141-1,urn:nabu:cantigas:141:1,fbca2c730c8ae9dd6173372e60aa01124bab8abdbecf4e0b61a230baa2f73a88,c-141,1,1,,"Meu senhor Deus, se vos prouguer,"
l-141-2,urn:nabu:cantigas:141:2,433b7d38fdbaebc4059e9ce629304dc40af5eceff0f28e722d83b4a14d68e2ba,c-141,2,1,,tolhed'Amor de sobre mi
l-141-3,urn:nabu:cantigas:141:3,f47e4da7b69921cbddd105f463168f707e4c5d0facebab46220147adb95bd955,c-141,3,1,,e nom me leixedes assi
l-141-4,urn:nabu:cantigas:141:4,606cdcf0df9cbc7138d3fdc77dfca0472b6077c7759459883106d67943319301,c-141,4,1,,em tamanha coita viver;
l-141-5,urn:nabu:cantigas:141:5,792ccf07c35f147b0fcd2820601b4fe50d5b5d9f0000596c68466d76499e7913,c-141,5,1,,ca vós devedes a valer
l-141-6,urn:nabu:cantigas:141:6,df559132c349bd90dd2f3f6037375b8a14c67653054fdc25d2930ea098eecdac,c-141,6,1,,a tod'home que coita houver.
l-141-7,urn:nabu:cantigas:141:7,ef8c4271b1952773fb98722fe4915cc8ea0073f516d455963f21f89e5c31cdee,c-141,7,2,,Ca me seria mais mester;
l-141-8,urn:nabu:cantigas:141:8,8628730dd45527375aa235f61b6363f0daa7a20a55cd650e02de7dce6e00e3f0,c-141,8,2,,ca me tem hoj'el na maior
l-141-9,urn:nabu:cantigas:141:9,71913f86b50aaa1c33e2385dbcb85d6e4aeabd384f79286b9326c03dedd2edfc,c-141,9,2,,coita 'm que home tem Amor.
l-141-10,urn:nabu:cantigas:141:10,aefba35f36dabae4cfe39b4f64da9fbe8e0bd9dc3d3b4e74c3f3e4f950454a45,c-141,10,2,,"E Deus, se vos for em prazer,"
l-141-11,urn:nabu:cantigas:141:11,d99478e9e381bd22b1e0ec00d3438397da7324ba47cc789f78c5ea018d58fb6b,c-141,11,2,,"sacade-me de seu poder,"
l-141-12,urn:nabu:cantigas:141:12,c5eca75e8eb234312620e1946c9daca283323dc7384f95d656b563a838a6fae3,c-141,12,2,,e pois fazede-mi al que quer.
l-141-13,urn:nabu:cantigas:141:13,fcf6b5f217aa355d02c7e57d42254f53fc45f4291dd690c45db26873b62722fe,c-141,13,3,,E des que mi Amor nom fezer
l-141-14,urn:nabu:cantigas:141:14,45239764b31ad0fe4c808c6d5752938aa8d616c7ec51de67d237225044fba155,c-141,14,3,,"a coita que levo levar,"
l-141-15,urn:nabu:cantigas:141:15,85e1b82aa13a58ea5b7a67104cb305aa605cdecae27206ce4956809cdaa1c630,c-141,15,3,,Deus! nunca por outro pesar
l-141-16,urn:nabu:cantigas:141:16,9de9439924261b11d34e1be0dac77222bf199d5a5ca5fea6ea660320e7654213,c-141,16,3,,haverei sabor de morrer
l-141-17,urn:nabu:cantigas:141:17,0d53df4b21253b9a4a8105bf43cd7db928d8d230942bce145d0d0983d255c573,c-141,17,3,,"– o que eu nom cuido perder,"
l-141-18,urn:nabu:cantigas:141:18,7c7b80aa7c91fbc2d1f6f483bc7a879b8b3b8ee62d20d62418ed9d1bc9037563,c-141,18,3,,mentr'Amor sobre mim poder.
l-142-1,urn:nabu:cantigas:142:1,6e000b714a0a0876de64cf3f84159093e8ce86ec959a367d97f0cb31759b5208,c-142,1,1,,"Quantos entendem, mia senhor,"
l-142-2,urn:nabu:cantigas:142:2,9c1429da60da1ddaf1fac110f49e2ea7f20f25e66c77c14bc93ec1f4d3bbfe14,c-142,2,1,,a coita que me por vós vem
l-142-3,urn:nabu:cantigas:142:3,f767853e729e6dc4c6f47baebf35849c013dbf4fc103f68c38ee65c26ba534e0,c-142,3,1,,"e quam pouco dades por en,"
l-142-4,urn:nabu:cantigas:142:4,31832c35321416ff86392b23b10d191c64fb5aa8e1e17f69c41d36ab6d4abf03,c-142,4,1,,todos maravilhados som
l-142-5,urn:nabu:cantigas:142:5,8c5e35574929635138060eef96ad19edfb09546d0134e76c477f483e0dd17a41,c-142,5,1,,de nom poder meu coraçom
l-142-6,urn:nabu:cantigas:142:6,64cd346a26fc03d2bc3e6d17dab271374c03ec6b6964e03624ff64327791a05f,c-142,6,1,,"per algũa guisa quitar,"
l-142-7,urn:nabu:cantigas:142:7,b7d369888db1403b58ad9b76234ac94d809f256dbeea72b01daaeeb9053d1685,c-142,7,1,,"por tod'esto, de vos amar."
l-142-8,urn:nabu:cantigas:142:8,fecd60a31c400bde59042a6d5d434afb170eb9d26915e4195882d65d7b46548a,c-142,8,2,,"Maravilham-se, mia senhor,"
l-142-9,urn:nabu:cantigas:142:9,29671a5395deb10268f6b45641a7c93f023b6b5144c17f455a697d71760c72d0,c-142,9,2,,"e eu deles, por nẽum bem"
l-142-10,urn:nabu:cantigas:142:10,89298b2dc31e2a828f178d2e8582f38fc5e1f4861b36b2dd7779b01b1472758d,c-142,10,2,,desejarem de nulha rem
l-142-11,urn:nabu:cantigas:142:11,2cd250580b8bb00fd88ddb1abfdc1b5665885565f2474684c9c6a5309e7b1fb0,c-142,11,2,,"eno mundo, se de vós nom,"
l-142-12,urn:nabu:cantigas:142:12,bb8753ccde44265d4da39fd6403104d186066e8ff26ad91f9a70869614d48776,c-142,12,2,,se lhes Deus algũa sazom
l-142-13,urn:nabu:cantigas:142:13,c62eb173250211d35bc61329a35f1794af3286325a6e7e248cef81b838fb4bae,c-142,13,2,,"aguisou de vo-lhes mostrar,"
l-142-14,urn:nabu:cantigas:142:14,7e66956e1fcd4883a8941f4980d12f97115bbca24d5c76be08312d89160361c9,c-142,14,2,,ou d'oírem de vós falar.
l-142-15,urn:nabu:cantigas:142:15,be32a44c40cbbd3f635dc6c8682c82d034ffe7a63f2170bbbc261f51747b9cf8,c-142,15,3,,"Ca se vos virom, mia senhor,"
l-142-16,urn:nabu:cantigas:142:16,e7b922e5e288261391acc276a8c67b410284ca0b46979db0b41a481583a2a5ca,c-142,16,3,,"ou vos souberom conhocer,"
l-142-17,urn:nabu:cantigas:142:17,ebdf8a723e440b7d7cdbdc17b8e7c6a1a9f02df690671379d9b2012d61255b70,c-142,17,3,,Deus! com'ar poderom viver
l-142-18,urn:nabu:cantigas:142:18,dbd1b6bf4283e1beff8a9d8e73bad683817c4852260ff8057b3487854db391d0,c-142,18,3,,eno mundo jamais des i
l-142-19,urn:nabu:cantigas:142:19,6ba68b2902a954b33c14cd61d7d7b5ff160bae6a53d7e4487fe3bd8d5c3518ad,c-142,19,3,,"senom coitados, come mim,"
l-142-20,urn:nabu:cantigas:142:20,85d8cbcab770a9ee07d80637abf508d9f4589e986ca0f6a68faee076d46f78c8,c-142,20,3,,de tal coita qual hoj'eu hei
l-142-21,urn:nabu:cantigas:142:21,592d532f172cd09ba00810036c1528e2826dd84345a119c795a9e1bb816dc98d,c-142,21,3,,"por vós, qual nunca perderei?"
l-142-22,urn:nabu:cantigas:142:22,8b81966c235063eab4b30a02d694b1862cffc1e01a2404a2d260c9949e6815fc,c-142,22,4,,"Nen'a perderá, mia senhor,"
l-142-23,urn:nabu:cantigas:142:23,ab6f49ea57e7278bdaaf7979ae2066e76f419ce0e80bad351d7ff5cae88ddadf,c-142,23,4,,"quem vir vosso bom parecer,"
l-142-24,urn:nabu:cantigas:142:24,b37f7c4974b74fa8bd3087f50f837cfb527a824ea9edf4e53688a2f119b90e4b,c-142,24,4,,"mais converrá-lh'ena sofrer,"
l-142-25,urn:nabu:cantigas:142:25,5542d61798971765f24be078db1c9ec00331042f975c91b0a17416c0ce5c6a62,c-142,25,4,,"com'eu fiz, des quando vos vi;"
l-142-26,urn:nabu:cantigas:142:26,6c0732a3b9f6d6a3c99f83ea51ebfa4d78bb1d41ca98645ab7043a364ca78fac,c-142,26,4,,"e o que nom fezer assi,"
l-142-27,urn:nabu:cantigas:142:27,23308910eeb292f732b36ee92a61bc3807d1ad01a1fd77c0a3a4cb9d01dbba7d,c-142,27,4,,"se disser ca vos viu, bem sei"
l-142-28,urn:nabu:cantigas:142:28,07ac180729a45502dd7cfb3b11f36be05441e4184ea24684086cfe571d9f0ad9,c-142,28,4,,de mim ca lho nom creerei.
l-142-29,urn:nabu:cantigas:142:29,26c926ba7c0c013486447300a7f1244b65a85e185444757b83d4249387320148,c-142,29,5,,Mais creer-lh'-ei a quem leixar
l-142-30,urn:nabu:cantigas:142:30,b58c4d37a53bec90ed8388db7abd943757f2d83d654cbb2bdc5c340ebe10f121,c-142,30,5,,"tod'outro bem, por desejar"
l-142-31,urn:nabu:cantigas:142:31,25caa0424175a5ce117d4f0342a88c1764dd901fb0f5c0b11c9427b913315937,c-142,31,5,,"vós, que sempre desejarei."
l-143-1,urn:nabu:cantigas:143:1,cffcaa181762779b65c2c681fe144f42006fdebfc3351c5693d40d80bcbcfca9,c-143,1,1,,Nom ouso dizer nulha rem
l-143-2,urn:nabu:cantigas:143:2,c31ad83e1f1dabceee4aac44bd9551dbe222e2cfadb70c8ae8685eb7876bfc12,c-143,2,1,,"a mia senhor, e sem seu bem"
l-143-3,urn:nabu:cantigas:143:3,f1ac32d07c9e94496562b2291c2a88c698921dece30cba5334183678ae3be2e7,c-143,3,1,,nom hei mui gram coit'a perder.
l-143-4,urn:nabu:cantigas:143:4,d467762210ea6955cee1d3d472e4f547b537300f3acb2fa9cf22be883defdc24,c-143,4,1,,Vedes que coita de sofrer:
