ID,Language_ID,Lemma,Present,Past,Future,Imperative,Analysis_Source,Comment,Source
v-d08bc65fddbd-KN,xct,སྟོན,སྟོན,བསྟན,བསྟན,སྟོན,KN,,tvd
v-6f3ae6155842-TDC,xct,སྟོབ,སྟོབ,བསྟབས,བསྟབ,སྟོབས,TDC,,tvd
v-6f3ae6155842-PH,xct,སྟོབ,སྟོབ,བསྟབས,བསྟབ,སྟོབས,PH,,tvd
v-6f3ae6155842-GT,xct,སྟོབ,སྟོབ,བསྟབས,བསྟབ,སྟོབས,GT,,tvd
v-6f3ae6155842-KN,xct,སྟོབ,སྟོབ,བསྟབས,བསྟབ,སྟོབས,KN,,tvd
v-558af165e151-TDC,xct,སྟོར,སྟོར,སྟོར,སྟོར,,TDC,,tvd
v-433b8b938ba1-TDC,xct,སྟོར,སྟོར,བསྟར,བསྟར,སྟོར,TDC,,tvd
v-433b8b938ba1-PH,xct,སྟོར,སྟོར,བསྟར,བསྟར,སྟོར,PH,,tvd
v-847d74d9e6a7-GT,xct,སྟོར,སྟོར,བསྟོར༼ད༽,བསྟོར,སྟོར༼ད༽,GT,,tvd
v-22e86c17b488-TDC,xct,བརྟ,བརྟ,བརྟས,བརྟ,,TDC,,tvd
v-22e86c17b488-KN,xct,བརྟ,བརྟ,བརྟས,བརྟ,,KN,,tvd
v-8fba0ab204a2-GT,xct,བརྟ,བརྟ,བརྟས,བརྟའ,རྟས,GT,,tvd
v-1efade817bd1-TDC,xct,བལྟམས,བལྟམས,བལྟམས,བལྟམས,,TDC,,tvd
v-1efade817bd1-PH,xct,བལྟམས,བལྟམས,བལྟམས,བལྟམས,,PH,,tvd
v-9084c9053664-KN,xct,བསྟི,བསྟི,བསྟིས,བསྟི,སྟིས,KN,,tvd
v-4af3160ee800-GT,xct,བསྟུན,བསྟུན,བསྟུན༼ད༽,བསྟུན,བསྟུན༼ད༽,GT,,tvd
v-bac1099d4950-TDC,xct,བསྟོད,བསྟོད,བསྟོད,བསྟོད,བསྟོད,TDC,,tvd
v-bac1099d4950-PH,xct,བསྟོད,བསྟོད,བསྟོད,བསྟོད,བསྟོད,PH,,tvd
v-bac1099d4950-KN,xct,བསྟོད,བསྟོད,བསྟོད,བསྟོད,བསྟོད,KN,,tvd
v-bc9aa9d211e0-GT,xct,བསྟོད༼སྟོད༽,བསྟོད༼སྟོད༽,བསྟོད,བསྟོད,སྟོད༼བསྟོད༽,GT,,tvd
v-3ae28809bb33-GT,xct,ཐར,ཐར,ཐར༼ད༽,ཐར,ཐར༼ད༽,GT,,tvd
v-caedd56cab41-TDC,xct,ཐར,ཐར,ཐར,ཐར,,TDC,,tvd
v-caedd56cab41-KN,xct,ཐར,ཐར,ཐར,ཐར,,KN,,tvd
v-0e1da4bf15d1-PH,xct,ཐར,ཐར,ཐར,ཐར,ཐར,PH,,tvd
v-8efb2ca3d091-TDC,xct,ཐལ,ཐལ,ཐལ,ཐལ,,TDC,,tvd
v-8efb2ca3d091-PH,xct,ཐལ,ཐལ,ཐལ,ཐལ,,PH,,tvd
v-53a00d0d2ef6-TDC,xct,ཐིག,ཐིག,ཐིག,ཐིག,,TDC,,tvd
v-9992a3f2ec2e-TDC,xct,ཐིང,ཐིང,ཐིངས,ཐིང,,TDC,,tvd
v-c1f8218505a7-TDC,xct,ཐིམ,ཐིམ,ཐིམ,ཐིམ,,TDC,,tvd
v-c1f8218505a7-PH,xct,ཐིམ,ཐིམ,ཐིམ,ཐིམ,,PH,,tvd
v-1e17182c30c9-TDC,xct,ཐུག,ཐུག,ཐུག,ཐུག,,TDC,,tvd
v-b646d9e296ef-PH,xct,ཐུག,ཐུག,ཐུག,ཐུག,ཐུག,PH,,tvd
v-b646d9e296ef-GT,xct,ཐུག,ཐུག,ཐུག,ཐུག,ཐུག,GT,,tvd
v-4f467c427c6d-PH,xct,ཐུབ,ཐུབ,བཏུབས,བཏུབ,ཐུབ,PH,,tvd
v-4f467c427c6d-GT,xct,ཐུབ,ཐུབ,བཏུབས,བཏུབ,ཐུབ,GT,,tvd
v-d2ed2a165d12-TDC,xct,ཐུབ,ཐུབ,ཐུབ,ཐུབ,,TDC,,tvd
v-05898ae9134f-PH,xct,ཐུབ,ཐུབ,ཐུབ,ཐུབ,ཐུབ,PH,,tvd
v-05898ae9134f-GT,xct,ཐུབ,ཐུབ,ཐུབ,ཐུབ,ཐུབ,GT,,tvd
v-dcd11c01f443-TDC,xct,ཐུལ,ཐུལ,ཐུལ,ཐུལ,,TDC,,tvd
v-dcd11c01f443-PH,xct,ཐུལ,ཐུལ,ཐུལ,ཐུལ,,PH,,tvd
v-770c0c308231-TDC,xct,ཐེ,ཐེ,ཐེ,ཐེ,,TDC,,tvd
v-379a68341478-KN,xct,ཐེ,ཐེ,ཐེ,ཐེ,ཐེ,KN,,tvd
v-19a3321917bb-TDC,xct,ཐེག,ཐེག,ཐེག,ཐེག,,TDC,,tvd
v-1014b05d6497-GT,xct,ཐེག,ཐེག,ཐེགས,ཐེག,ཐེགས,GT,,tvd
v-664756df4c23-TDC,xct,ཐེགས,ཐེགས,ཐེགས,ཐེགས,,TDC,,tvd
v-041b45d6fad3-TDC,xct,ཐེང,ཐེང,ཐེངས,ཐེང,,TDC,,tvd
v-38701e6c93f1-TDC,xct,ཐེབས,ཐེབས,ཐེབས,ཐེབས,,TDC,,tvd
v-7abe13605239-KN,xct,ཐེབས,ཐེབས,ཐེབས,ཐེབས,ཐེབས,KN,,tvd
v-6aea9ff3f68c-TDC,xct,ཐོགས,ཐོགས,ཐོགས,ཐོགས,,TDC,,tvd
v-6aea9ff3f68c-PH,xct,ཐོགས,ཐོགས,ཐོགས,ཐོགས,,PH,,tvd
v-fe591d2aa533-TDC,xct,ཐོགས,ཐོགས,ཐོགས,ཐོགས,ཐོགས,TDC,,tvd
v-fe591d2aa533-PH,xct,ཐོགས,ཐོགས,ཐོགས,ཐོགས,ཐོགས,PH,,tvd
v-5da8bf186aaf-TDC,xct,ཐོང,ཐོང,ཐོང,ཐོང,,TDC,,tvd
v-5da8bf186aaf-PH,xct,ཐོང,ཐོང,ཐོང,ཐོང,,PH,,tvd
v-75d32536b29c-KN,xct,ཐོམས,ཐོམས,འཐོམས,འཐོམས,,KN,,tvd
v-135111c11068-TDC,xct,ཐོས,ཐོས,ཐོས,ཐོས,,TDC,,tvd
v-135111c11068-KN,xct,ཐོས,ཐོས,ཐོས,ཐོས,,KN,,tvd
v-907c6734ee22-PH,xct,ཐོས,ཐོས,ཐོས,ཐོས,ཐོས,PH,,tvd
v-907c6734ee22-GT,xct,ཐོས,ཐོས,ཐོས,ཐོས,ཐོས,GT,,tvd
v-2cd6a7d9a7b4-TDC,xct,མཐུད,མཐུད,མཐུད,མཐུད,མཐུད,TDC,,tvd
v-2cd6a7d9a7b4-GT,xct,མཐུད,མཐུད,མཐུད,མཐུད,མཐུད,GT,,tvd
v-2cd6a7d9a7b4-KN,xct,མཐུད,མཐུད,མཐུད,མཐུད,མཐུད,KN,,tvd
v-4c8c0d36c717-GT,xct,མཐུན,མཐུན,མཐུན༼ད༽,མཐུན,མཐུན༼ད༽,GT,,tvd
v-c53a6dad3d87-TDC,xct,མཐུན,མཐུན,མཐུན,མཐུན,,TDC,,tvd
v-380107772063-PH,xct,མཐུན,མཐུན,མཐུན,མཐུན,མཐུན,PH,,tvd
v-380107772063-KN,xct,མཐུན,མཐུན,མཐུན,མཐུན,མཐུན,KN,,tvd
v-220b8894381b-TDC,xct,མཐོང,མཐོང,མཐོང,མཐོང,,TDC,,tvd
v-220b8894381b-KN,xct,མཐོང,མཐོང,མཐོང,མཐོང,,KN,,tvd
v-de844326e830-PH,xct,མཐོང,མཐོང,མཐོང,མཐོང,མཐོང,PH,,tvd
v-de844326e830-GT,xct,མཐོང,མཐོང,མཐོང,མཐོང,མཐོང,GT,,tvd
v-b16d67800fe9-TDC,xct,མཐོལ,མཐོལ,མཐོལ,མཐོལ,,TDC,,tvd
v-e9e6cc8fdc79-KN,xct,མཐོལ,མཐོལ,མཐོལ,མཐོལ,མཐོལ,KN,,tvd
v-f465399eb960-TDC,xct,འཐག,འཐག,བཏགས,བཏག,འཐོག,TDC,,tvd
v-f465399eb960-KN,xct,འཐག,འཐག,བཏགས,བཏག,འཐོག,KN,,tvd
v-890f9bca25cc-TDC,xct,འཐག,འཐག,ཐག,འཐག,,TDC,,tvd
v-890f9bca25cc-PH,xct,འཐག,འཐག,ཐག,འཐག,,PH,,tvd
v-dbf67a7b2c16-TDC,xct,འཐད,འཐད,འཐད,འཐད,,TDC,,tvd
v-0bd1eeedb229-PH,xct,འཐད,འཐད,འཐད,འཐད,འཐད,PH,,tvd
v-0bd1eeedb229-GT,xct,འཐད,འཐད,འཐད,འཐད,འཐད,GT,,tvd
v-c5afbab325d6-GT,xct,འཐབ,འཐབ,འཐབས,འཐབ,འཐབས,GT,,tvd
v-bb7309830ee4-TDC,xct,འཐབ,འཐབ,འཐབས,འཐབ,འཐོབས,TDC,,tvd
v-bb7309830ee4-PH,xct,འཐབ,འཐབ,འཐབས,འཐབ,འཐོབས,PH,,tvd
v-8ad6dbf0ecb9-TDC,xct,འཐམ,འཐམ,འཐམས,འཐམ,འཐོམས,TDC,,tvd
v-8ad6dbf0ecb9-KN,xct,འཐམ,འཐམ,འཐམས,འཐམ,འཐོམས,KN,,tvd
v-95cb8100cae3-GT,xct,འཐམས,འཐམས,ཐམས,འཐམ,ཐམས,GT,,tvd
v-361fc994bcd3-GT,xct,འཐལ༼ད༽,འཐལ༼ད༽,ཐལ,འཐལ,ཐལ༼ད༽,GT,,tvd
v-45f06ca9b3f3-GT,xct,འཐིགས,འཐིགས,ཐིགས,འཐིག,ཐིགས,GT,,tvd
v-4593ad5352af-GT,xct,འཐིབས,འཐིབས,ཐིབ,འཐིབ,ཐིབས,GT,,tvd
v-466570a67961-TDC,xct,འཐིབས,འཐིབས,འཐིབས,འཐིབས,,TDC,,tvd
v-466570a67961-KN,xct,འཐིབས,འཐིབས,འཐིབས,འཐིབས,,KN,,tvd
v-3363a6ab5635-PH,xct,འཐིབས༼འཐིབ༽,འཐིབས༼འཐིབ༽,འཐིབས,འཐིབས༼འཐིབ༽,,PH,,tvd
v-6db0dcaf9070-GT,xct,འཐིམས,འཐིམས,ཐིམ,འཐིམ,ཐིམས,GT,,tvd
v-97d14d961f8c-TDC,xct,འཐུ,འཐུ,བཏུས,བཏུ,ཐུས,TDC,,tvd
v-97d14d961f8c-KN,xct,འཐུ,འཐུ,བཏུས,བཏུ,ཐུས,KN,,tvd
v-702e905bcd45-GT,xct,འཐུ,འཐུ,བཏུས,བཏུ,འཐུ,GT,,tvd
v-40c128cc00a7-GT,xct,འཐུ,འཐུ,ཐུ,ཐུ,ཐུ,GT,,tvd
v-7aff08c926f7-TDC,xct,འཐུ,འཐུ,འཐུས,འཐུ,འཐུས,TDC,,tvd
v-7aff08c926f7-GT,xct,འཐུ,འཐུ,འཐུས,འཐུ,འཐུས,GT,,tvd
v-4a8c80126532-GT,xct,འཐུང,འཐུང,བཏུངས,བཏུང,ཐུངས,GT,,tvd
v-da12f23eb52b-TDC,xct,འཐུང,འཐུང,བཏུངས,བཏུང,འཐུངས,TDC,,tvd
v-da12f23eb52b-PH,xct,འཐུང,འཐུང,བཏུངས,བཏུང,འཐུངས,PH,,tvd
v-da12f23eb52b-KN,xct,འཐུང,འཐུང,བཏུངས,བཏུང,འཐུངས,KN,,tvd
v-8544fa6e3679-GT,xct,འཐུབ,འཐུབ,གཏུབས,གཏུབ,འཐུབས,GT,,tvd
v-513e8383114f-KN,xct,འཐུམ,འཐུམ,བཏུམས,གཏུམ,ཐུམས,KN,,tvd
v-bbf9aea1f5c5-GT,xct,འཐུམ,འཐུམ,ཐུམ,འཐུམ,ཐུམས,GT,,tvd
v-dca04a5705e9-TDC,xct,འཐུམས,འཐུམས,འཐུམས,འཐུམས,,TDC,,tvd
v-dca04a5705e9-GT,xct,འཐུམས,འཐུམས,འཐུམས,འཐུམས,,GT,,tvd
v-c8a3637d596b-GT,xct,འཐུལ༼ད༽,འཐུལ༼ད༽,ཐུལ,འཐུལ,ཐུལ༼ད༽,GT,,tvd
v-d5e737498f1a-TDC,xct,འཐུལ,འཐུལ,འཐུལ,འཐུལ,,TDC,,tvd
v-39c2b32fe618-TDC,xct,འཐུས,འཐུས,འཐུས,འཐུས,,TDC,,tvd
v-9e51f62721ba-GT,xct,འཐུས,འཐུས,འཐུས༼ཐུས༽,འཐུས,འཐུས,GT,,tvd
v-2d985931b71c-GT,xct,འཐེ,འཐེ,ཐེ,ཐེ,ཐེས,GT,,tvd
v-3e4d5452b09b-TDC,xct,འཐེང,འཐེང,འཐེངས,འཐེང,,TDC,,tvd
v-7b1acd6f9894-GT,xct,འཐེན,འཐེན,ཐེན༼ད༽,ཐེན,འཐེན༼ད༽,GT,,tvd
v-f583964f46ae-PH,xct,འཐེན,འཐེན,ཐེན,ཐེན,འཐེན,PH,,tvd
v-81fd0f8f9500-TDC,xct,འཐེན,འཐེན,འཐེན,འཐེན,འཐེན,TDC,,tvd
v-81fd0f8f9500-KN,xct,འཐེན,འཐེན,འཐེན,འཐེན,འཐེན,KN,,tvd
v-190bdd18091f-GT,xct,འཐེབ,འཐེབ,ཐེབས,ཐེབ,འཐེབས,GT,,tvd
v-fcf601985ce9-KN,xct,འཐེབ,འཐེབ,འཐེབས,འཐེབ,,KN,,tvd
v-4b89e57dd3c5-PH,xct,འཐེབས,འཐེབས,ཐེབས,འཐེབ,,PH,,tvd
v-cf5cdb60fb6d-PH,xct,འཐེབས,འཐེབས,ཐེབས,འཐེབས,,PH,,tvd
v-c9ed1d2e61f9-TDC,xct,འཐེམ,འཐེམ,ཐེམས,འཐེམ,,TDC,,tvd
v-fa852322b596-GT,xct,འཐེམས,འཐེམས,ཐེམ,འཐེམ,ཐེམས,GT,,tvd
v-edaa25b9dd6d-TDC,xct,འཐོག,འཐོག,བཏོགས,བཏོག,འཐོགས,TDC,,tvd
v-edaa25b9dd6d-PH,xct,འཐོག,འཐོག,བཏོགས,བཏོག,འཐོགས,PH,,tvd
v-edaa25b9dd6d-GT,xct,འཐོག,འཐོག,བཏོགས,བཏོག,འཐོགས,GT,,tvd
v-edaa25b9dd6d-KN,xct,འཐོག,འཐོག,བཏོགས,བཏོག,འཐོགས,KN,,tvd
v-a17b4dd37cb6-GT,xct,འཐོག,འཐོག,ཐོགས,འཐོག,ཐོགས,GT,,tvd
v-2415779b81fa-GT,xct,འཐོགས,འཐོགས,ཐོགས,ཐོག,ཐོགས,GT,,tvd
v-2f8f87778edb-GT,xct,འཐོན༼ད༽,འཐོན༼ད༽,ཐོན,འཐོན,ཐོན༼ད༽,GT,,tvd
v-a60015111f62-TDC,xct,འཐོན,འཐོན,ཐོན,འཐོན,,TDC,,tvd
v-a60015111f62-PH,xct,འཐོན,འཐོན,ཐོན,འཐོན,,PH,,tvd
v-6a6f7e08111a-TDC,xct,འཐོན,འཐོན,ཐོན,འཐོན,ཐོན,TDC,,tvd
v-6a6f7e08111a-KN,xct,འཐོན,འཐོན,ཐོན,འཐོན,ཐོན,KN,,tvd
v-af113978f45a-GT,xct,འཐོབ,འཐོབ,ཐོབ,ཐོབ,འཐོབས,GT,,tvd
v-a80b43e859a1-TDC,xct,འཐོབ,འཐོབ,ཐོབ,འཐོབ,,TDC,,tvd
v-a80b43e859a1-KN,xct,འཐོབ,འཐོབ,ཐོབ,འཐོབ,,KN,,tvd
v-13f503788bd7-PH,xct,འཐོབ,འཐོབ,ཐོབ,འཐོབ,འཐོབས,PH,,tvd
v-27c2bc6802f2-GT,xct,འཐོམས,འཐོམས,ཐོམ,འཐོམ,ཐོམས,GT,,tvd
v-8205315e5d1a-TDC,xct,འཐོམས,འཐོམས,འཐོམས,འཐོམས,,TDC,,tvd
v-49f9759855c1-GT,xct,འཐོར༼ད༽,འཐོར༼ད༽,གཏོར༼ད༽,གཏོར,གཏོར༼ད༽,GT,,tvd
v-e56acb353249-GT,xct,འཐོར,འཐོར,ཐོར,འཐོར,ཐོར༼ད༽,GT,,tvd
v-f845d62b1147-TDC,xct,འཐོར,འཐོར,འཐོར,འཐོར,,TDC,,tvd
v-ce7bca207907-GT,xct,འཐོལ༼ད༽,འཐོལ༼ད༽,ཐོལ,འཐོལ,ཐོལ༼ད༽,GT,,tvd
v-581e3b22a3ca-TDC,xct,དང,དང,,,,TDC,,tvd
v-0e2c31865618-TDC,xct,དད,དད,དད,དད,,TDC,,tvd
v-e6bd3899ef71-PH,xct,དད,དད,དད,དད,དད,PH,,tvd
v-e6bd3899ef71-GT,xct,དད,དད,དད,དད,དད,GT,,tvd
v-e6bd3899ef71-KN,xct,དད,དད,དད,དད,དད,KN,,tvd
v-50b494942ac2-GT,xct,དར,དར,དར༼ད༽,དར,དར༼ད༽,GT,,tvd
v-5f32526af24c-TDC,xct,དར,དར,དར,དར,,TDC,,tvd
v-bd58b185f5e6-PH,xct,དར,དར,དར,དར,དར,PH,,tvd
v-bd58b185f5e6-KN,xct,དར,དར,དར,དར,དར,KN,,tvd
v-2fcbef09d595-TDC,xct,དུང,དུང,དུངས,དུང,,TDC,,tvd
v-f85057d71bd4-TDC,xct,དུད,དུད,དུད,དུད,,TDC,,tvd
v-bc4c1856a8ff-TDC,xct,དུབ,དུབ,དུབ,དུབ,,TDC,,tvd
v-bc4c1856a8ff-KN,xct,དུབ,དུབ,དུབ,དུབ,,KN,,tvd
v-96373b48abc3-GT,xct,དུར,དུར,དུར༼ད༽,དུར,དུར༼ད༽,GT,,tvd
v-ea1abb7e993a-KN,xct,དུར,དུར,འདུར,འདུར,འདུར,KN,,tvd
v-1371e54fbbd6-GT,xct,དུལ,དུལ,དུལ༼ད༽,དུལ,དུལ༼ད༽,GT,,tvd
v-1babfde906a8-TDC,xct,དོ,དོ,དོ,དོ,,TDC,,tvd
v-34f32c7dbd45-TDC,xct,དོགས,དོགས,དོགས,དོགས,,TDC,,tvd
v-34f32c7dbd45-PH,xct,དོགས,དོགས,དོགས,དོགས,,PH,,tvd
v-49245b4d68bc-TDC,xct,དོད,དོད,དོད,དོད,,TDC,,tvd
v-d89608015391-GT,xct,དོད,དོད,དོད,དོད,དོད,GT,,tvd
v-923825f46d8d-GT,xct,དོན,དོན,དོན༼ད༽,དོན,དོན༼ད༽,GT,,tvd
v-55f21e7d3508-KN,xct,དོར,དོར,དོར,དོར,དོར,KN,,tvd
v-4ce75c772559-TDC,xct,དྭངས,དྭངས,དྭངས,དྭངས,,TDC,,tvd
v-70675ded48ba-GT,xct,དྭངས,དྭངས,དྭངས,དྭངས,དྭངས,GT,,tvd
v-6fb08fb34e13-GT,xct,དྭོགས,དྭོགས,དྭོགས,དྭོགས,དྭོགས,GT,,tvd
v-37099ed4e91f-GT,xct,དྲ,དྲ,དྲས,དྲ,དྲས,GT,,tvd
v-7d8f5f2622a5-KN,xct,དྲ,དྲ,དྲས,དྲ,དྲོས,KN,,tvd
v-f3c5dbae6fdc-TDC,xct,དྲག,དྲག,དྲག,དྲག,,TDC,,tvd
v-f3c5dbae6fdc-PH,xct,དྲག,དྲག,དྲག,དྲག,,PH,,tvd
v-f3c5dbae6fdc-KN,xct,དྲག,དྲག,དྲག,དྲག,,KN,,tvd
v-04ce572ebb4b-GT,xct,དྲག,དྲག,དྲག,དྲག,དྲག,GT,,tvd
v-5cd6c5f1e288-GT,xct,དྲན,དྲན,དྲན༼ད༽,དྲན,དྲན༼ད༽,GT,,tvd
v-e12be90b9785-TDC,xct,དྲན,དྲན,དྲན,དྲན,དྲན,TDC,,tvd
v-52cb13785a6f-TDC,xct,དྲུབ,དྲུབ,དྲུབས,དྲུབ,དྲུབས,TDC,,tvd
v-5b3ac9c2a04e-TDC,xct,དྲེགས,དྲེགས,དྲེགས,དྲེགས,,TDC,,tvd
v-3ad3f01659d4-GT,xct,དྲེགས,དྲེགས,དྲེགས,དྲེགས,དྲེགས,GT,,tvd
v-e8577f39c90b-TDC,xct,དྲོ,དྲོ,དྲོས,དྲོ,,TDC,,tvd
v-e7fb8e622e74-GT,xct,གདང,གདང,གདངས,གདང,གདངས,GT,,tvd
v-5603889480a6-TDC,xct,གདང,གདང,གདངས,གདང,གདོངས,TDC,,tvd
v-5603889480a6-KN,xct,གདང,གདང,གདངས,གདང,གདོངས,KN,,tvd
v-6fefbdaec670-GT,xct,གདལ,གདལ,གདལ༼ད༽,བདལ,གདལ༼ད༽,GT,,tvd
v-2afb4ec24e41-TDC,xct,གདལ,གདལ,གདལ,གདལ,,TDC,,tvd
v-a5659f973b34-TDC,xct,གདས,གདས,གདས,གདས,གདས,TDC,,tvd
v-a5659f973b34-KN,xct,གདས,གདས,གདས,གདས,གདས,KN,,tvd
v-97b11b6cdae4-TDC,xct,གདུ,གདུ,གདུས,གདུ,གདུས,TDC,,tvd
v-97b11b6cdae4-KN,xct,གདུ,གདུ,གདུས,གདུ,གདུས,KN,,tvd
v-0e3692b56a34-TDC,xct,གདུང,གདུང,གདུངས,གདུང,,TDC,,tvd
v-af367be3e31a-PH,xct,གདུང,གདུང,གདུངས,གདུང,གདུངས,PH,,tvd
v-af367be3e31a-GT,xct,གདུང,གདུང,གདུངས,གདུང,གདུངས,GT,,tvd
v-af367be3e31a-KN,xct,གདུང,གདུང,གདུངས,གདུང,གདུངས,KN,,tvd
v-f42c80f2c951-TDC,xct,གདེང,གདེང,གདེངས,གདེང,གདེངས,TDC,,tvd
v-f42c80f2c951-GT,xct,གདེང,གདེང,གདེངས,གདེང,གདེངས,GT,,tvd
v-f42c80f2c951-KN,xct,གདེང,གདེང,གདེངས,གདེང,གདེངས,KN,,tvd
v-596279814237-TDC,xct,བདག,བདག,བདག,བདག,,TDC,,tvd
v-c673ef646ef1-GT,xct,བདག,བདག,བདག,བདག,བདག,GT,,tvd
v-7de6320a84ce-GT,xct,བདར,བདར,བདར༼ད༽,བདར,བདར༼ད༽,GT,,tvd
v-1f39d598bdcb-TDC,xct,བདར,བདར,བདར,བདར,བདོར,TDC,,tvd
v-1f39d598bdcb-KN,xct,བདར,བདར,བདར,བདར,བདོར,KN,,tvd
v-2fcbedfd9f91-TDC,xct,བདལ,བདལ,བདལ,བདལ,བདོལ,TDC,,tvd
v-4cb047f9008b-TDC,xct,བདུག,བདུག,བདུགས,བདུག,བདུགས,TDC,,tvd
v-4cb047f9008b-GT,xct,བདུག,བདུག,བདུགས,བདུག,བདུགས,GT,,tvd
v-4cb047f9008b-KN,xct,བདུག,བདུག,བདུགས,བདུག,བདུགས,KN,,tvd
v-013d6f0149bb-TDC,xct,བདུང,བདུང,བདུངས,བདུང,བདུངས,TDC,,tvd
v-013d6f0149bb-KN,xct,བདུང,བདུང,བདུངས,བདུང,བདུངས,KN,,tvd
v-5a8936626f8b-TDC,xct,བདོ,བདོ,བདོ,བདོ,,TDC,,tvd
v-ea725f6856cd-GT,xct,བདོ,བདོ,བདོ,བདོ,བདོ,GT,,tvd
v-a60c0809ed0d-KN,xct,བདོད,བདོད,བདོད,བདོད,བདོད,KN,,tvd
v-266f50f92056-TDC,xct,མདུད,མདུད,མདུད,མདུད,མདུད,TDC,,tvd
v-266f50f92056-PH,xct,མདུད,མདུད,མདུད,མདུད,མདུད,PH,,tvd
v-266f50f92056-KN,xct,མདུད,མདུད,མདུད,མདུད,མདུད,KN,,tvd
v-c0e313a264b8-TDC,xct,འདག,འདག,དག,འདག,,TDC,,tvd
v-c0e313a264b8-PH,xct,འདག,འདག,དག,འདག,,PH,,tvd
v-c0e313a264b8-KN,xct,འདག,འདག,དག,འདག,,KN,,tvd
v-ed43ec2aceaf-GT,xct,འདག,འདག,དག,འདག,འདག༼འདགས༽,GT,,tvd
v-e2fe6c18c534-TDC,xct,འདང,འདང,འདངས,འདང,,TDC,,tvd
v-e2fe6c18c534-KN,xct,འདང,འདང,འདངས,འདང,,KN,,tvd
v-2a6c99335dbd-TDC,xct,འདམ,འདམ,བཏམ,གཏམ,ཐོམ,TDC,,tvd
v-6e9cfc69ee2b-TDC,xct,འདམ,འདམ,བདམས,བདམ,འདོམས,TDC,,tvd
v-17a0fbafb233-TDC,xct,འདའ,འདའ,འདས,འདའ,,TDC,,tvd
v-17a0fbafb233-PH,xct,འདའ,འདའ,འདས,འདའ,,PH,,tvd
v-17a0fbafb233-KN,xct,འདའ,འདའ,འདས,འདའ,,KN,,tvd
v-4083f15d1c10-GT,xct,འདར,འདར,འདར༼ད༽,འདར,འདར,GT,,tvd
v-3fc53deccbd0-TDC,xct,འདར,འདར,འདར,འདར,,TDC,,tvd
v-4accccbada38-GT,xct,འདལ༼ད༽,འདལ༼ད༽,དལ,འདལ,དལ༼ད༽,GT,,tvd
v-7c22768802de-GT,xct,འདལ,འདལ,དལ༼ད༽,འདལ,འདོལ༼ད༽༼འདོལ༽,GT,,tvd
v-bb08dbba81c5-TDC,xct,འདལ,འདལ,འདལ,འདལ,,TDC,,tvd
v-6fc66c43f9d1-TDC,xct,འདིང,འདིང,བཏིང,གདིང,ཐིང,TDC,,tvd
v-6fc66c43f9d1-PH,xct,འདིང,འདིང,བཏིང,གདིང,ཐིང,PH,,tvd
v-205ca50cac17-KN,xct,འདིང,འདིང,བཏིང,གདིང,ཐིངས,KN,,tvd
v-4caf93d89746-GT,xct,འདིང༼འདིངས༽,འདིང༼འདིངས༽,བཏིང,གདིང,ཐིངས,GT,,tvd
v-b8bb000e3565-TDC,xct,འདུ,འདུ,འདུས,འདུ,འདུས,TDC,,tvd
v-b8bb000e3565-PH,xct,འདུ,འདུ,འདུས,འདུ,འདུས,PH,,tvd
v-b8bb000e3565-KN,xct,འདུ,འདུ,འདུས,འདུ,འདུས,KN,,tvd
v-704d4bbd1887-TDC,xct,འདུག,འདུག,འདུག,འདུག,,TDC,,tvd
v-704d4bbd1887-PH,xct,འདུག,འདུག,འདུག,འདུག,,PH,,tvd
v-b6675e5110cd-GT,xct,འདུང༼བདུང༽,འདུང༼བདུང༽,བདུངས,བདུང,བདུངས,GT,,tvd
v-3b15805c4159-GT,xct,འདུད,འདུད,བཏུད,བཏུད,འདུད,GT,,tvd
v-b0d06d935fe7-TDC,xct,འདུད,འདུད,བཏུད,གདུད,ཐུད,TDC,,tvd
v-b0d06d935fe7-PH,xct,འདུད,འདུད,བཏུད,གདུད,ཐུད,PH,,tvd
v-b0d06d935fe7-KN,xct,འདུད,འདུད,བཏུད,གདུད,ཐུད,KN,,tvd
v-08ff4e5b868f-GT,xct,འདུད,འདུད,དུད,འདུད,དུད,GT,,tvd
v-767a6f44013a-GT,xct,འདུད,འདུད,འདུས,འདུ,འདུས,GT,,tvd
v-e6bcc27eed2b-GT,xct,འདུན,འདུན,འདུན༼ད༽,འདུན,འདུན༼ད༽,GT,,tvd
v-84723cb608e1-TDC,xct,འདུན,འདུན,འདུན,འདུན,,TDC,,tvd
v-c7919ccb95b4-PH,xct,འདུན,འདུན,འདུན,འདུན,འདུན,PH,,tvd
v-64ae95953446-TDC,xct,འདུམ,འདུམ,འདུམས,འདུམ,,TDC,,tvd
v-64ae95953446-PH,xct,འདུམ,འདུམ,འདུམས,འདུམ,,PH,,tvd
v-74cefe900696-TDC,xct,འདུར,འདུར,འདུར,འདུར,,TDC,,tvd
v-744026c902e0-GT,xct,འདུལ,འདུལ,བཏུལ,གདུམ,ཐུལ༼ད༽,GT,,tvd
v-34d3ff662ef8-TDC,xct,འདུལ,འདུལ,བཏུལ,གདུལ,ཐུལ,TDC,,tvd
v-34d3ff662ef8-PH,xct,འདུལ,འདུལ,བཏུལ,གདུལ,ཐུལ,PH,,tvd
v-34d3ff662ef8-KN,xct,འདུལ,འདུལ,བཏུལ,གདུལ,ཐུལ,KN,,tvd
