ID,Language_ID,Lemma,Present,Past,Future,Imperative,Analysis_Source,Comment,Source
v-309681f6890a-TDC,xct,སྐྱོན,སྐྱོན,བསྐྱོན,བསྐྱོན,སྐྱོན,TDC,,tvd
v-309681f6890a-PH,xct,སྐྱོན,སྐྱོན,བསྐྱོན,བསྐྱོན,སྐྱོན,PH,,tvd
v-309681f6890a-KN,xct,སྐྱོན,སྐྱོན,བསྐྱོན,བསྐྱོན,སྐྱོན,KN,,tvd
v-9662c369d8e2-TDC,xct,སྐྱོབ,སྐྱོབ,བསྐྱབས,བསྐྱབ,སྐྱོབས,TDC,,tvd
v-9662c369d8e2-PH,xct,སྐྱོབ,སྐྱོབ,བསྐྱབས,བསྐྱབ,སྐྱོབས,PH,,tvd
v-9662c369d8e2-GT,xct,སྐྱོབ,སྐྱོབ,བསྐྱབས,བསྐྱབ,སྐྱོབས,GT,,tvd
v-9662c369d8e2-KN,xct,སྐྱོབ,སྐྱོབ,བསྐྱབས,བསྐྱབ,སྐྱོབས,KN,,tvd
v-5039cfdedeee-TDC,xct,སྐྱོམ,སྐྱོམ,བསྐྱམས,བསྐྱམ,སྐྱོམས,TDC,,tvd
v-5039cfdedeee-PH,xct,སྐྱོམ,སྐྱོམ,བསྐྱམས,བསྐྱམ,སྐྱོམས,PH,,tvd
v-5039cfdedeee-GT,xct,སྐྱོམ,སྐྱོམ,བསྐྱམས,བསྐྱམ,སྐྱོམས,GT,,tvd
v-5039cfdedeee-KN,xct,སྐྱོམ,སྐྱོམ,བསྐྱམས,བསྐྱམ,སྐྱོམས,KN,,tvd
v-93ad9998c4de-GT,xct,སྐྱོར,སྐྱོར,བསྐྱར༼ད༽,བསྐྱར,སྐྱོར༼ད༽,GT,,tvd
v-8d2401a76a48-TDC,xct,སྐྱོར,སྐྱོར,བསྐྱར,བསྐྱར,སྐྱོར,TDC,,tvd
v-8d2401a76a48-PH,xct,སྐྱོར,སྐྱོར,བསྐྱར,བསྐྱར,སྐྱོར,PH,,tvd
v-8d2401a76a48-KN,xct,སྐྱོར,སྐྱོར,བསྐྱར,བསྐྱར,སྐྱོར,KN,,tvd
v-a12312d39719-GT,xct,སྐྱོར,སྐྱོར,བསྐྱོར༼ད༽,བསྐྱོར,སྐྱོར༼ད༽,GT,,tvd
v-2a15920a04f4-TDC,xct,སྐྱོར,སྐྱོར,བསྐྱོར,བསྐྱོར,སྐྱོར,TDC,,tvd
v-2a15920a04f4-PH,xct,སྐྱོར,སྐྱོར,བསྐྱོར,བསྐྱོར,སྐྱོར,PH,,tvd
v-4275973cd045-TDC,xct,སྐྲག,སྐྲག,སྐྲག,སྐྲག,,TDC,,tvd
v-8e7f91989909-PH,xct,སྐྲག,སྐྲག,སྐྲགས,སྒྲག,སྐྲགས,PH,,tvd
v-8e7f91989909-GT,xct,སྐྲག,སྐྲག,སྐྲགས,སྒྲག,སྐྲགས,GT,,tvd
v-69378218a2af-TDC,xct,སྐྲང,སྐྲང,སྐྲངས,སྐྲང,,TDC,,tvd
v-69378218a2af-KN,xct,སྐྲང,སྐྲང,སྐྲངས,སྐྲང,,KN,,tvd
v-88c98746192e-PH,xct,སྐྲང,སྐྲང,སྐྲངས,སྐྲང,སྐྲངས,PH,,tvd
v-88c98746192e-GT,xct,སྐྲང,སྐྲང,སྐྲངས,སྐྲང,སྐྲངས,GT,,tvd
v-18f5887b7a50-GT,xct,སྐྲང,སྐྲང,བསྐྲངས,བསྐྲང,སྐྲངས,GT,,tvd
v-fdabdc760912-PH,xct,སྐྲབ,སྐྲབ,བསྐྲབས,བསྐྲབ,སྐྲབས,PH,,tvd
v-fdabdc760912-GT,xct,སྐྲབ,སྐྲབ,བསྐྲབས,བསྐྲབ,སྐྲབས,GT,,tvd
v-32448746c58d-TDC,xct,སྐྲུ,སྐྲུ,བསྐྲུས,བསྐྲུ,སྐྲུས,TDC,,tvd
v-32448746c58d-PH,xct,སྐྲུ,སྐྲུ,བསྐྲུས,བསྐྲུ,སྐྲུས,PH,,tvd
v-32448746c58d-GT,xct,སྐྲུ,སྐྲུ,བསྐྲུས,བསྐྲུ,སྐྲུས,GT,,tvd
v-32448746c58d-KN,xct,སྐྲུ,སྐྲུ,བསྐྲུས,བསྐྲུ,སྐྲུས,KN,,tvd
v-9f365196fa99-GT,xct,སྐྲུན,སྐྲུན,བསྐྲུན༼ད༽,བསྐྲུན,སྐྲུན༼ད༽,GT,,tvd
v-5fbe3a0dafec-TDC,xct,སྐྲུན,སྐྲུན,བསྐྲུན,བསྐྲུན,སྐྲུན,TDC,,tvd
v-5fbe3a0dafec-PH,xct,སྐྲུན,སྐྲུན,བསྐྲུན,བསྐྲུན,སྐྲུན,PH,,tvd
v-5fbe3a0dafec-KN,xct,སྐྲུན,སྐྲུན,བསྐྲུན,བསྐྲུན,སྐྲུན,KN,,tvd
v-2b3f120ef4fc-TDC,xct,སྐྲོག,སྐྲོག,བསྐྲོགས,བསྐྲོག,སྐྲོགས,TDC,,tvd
v-2b3f120ef4fc-PH,xct,སྐྲོག,སྐྲོག,བསྐྲོགས,བསྐྲོག,སྐྲོགས,PH,,tvd
v-53aefa13879a-TDC,xct,སྐྲོད,སྐྲོད,བསྐྲད,བསྐྲད,སྐྲོད,TDC,,tvd
v-53aefa13879a-PH,xct,སྐྲོད,སྐྲོད,བསྐྲད,བསྐྲད,སྐྲོད,PH,,tvd
v-53aefa13879a-GT,xct,སྐྲོད,སྐྲོད,བསྐྲད,བསྐྲད,སྐྲོད,GT,,tvd
v-53aefa13879a-KN,xct,སྐྲོད,སྐྲོད,བསྐྲད,བསྐྲད,སྐྲོད,KN,,tvd
v-90fab405d503-GT,xct,སྐྲོལ,སྐྲོལ,བསྐྲོལ༼ད༽,བསྐྲོལ,སྐྲོལ༼ད༽,GT,,tvd
v-510377b6009b-TDC,xct,བརྐམ,བརྐམ,བརྐམ,བརྐམ,,TDC,,tvd
v-510377b6009b-PH,xct,བརྐམ,བརྐམ,བརྐམ,བརྐམ,,PH,,tvd
v-85a02cb19f40-TDC,xct,བསྐལ,བསྐལ,བསྐལ,བསྐལ,,TDC,,tvd
v-85a02cb19f40-PH,xct,བསྐལ,བསྐལ,བསྐལ,བསྐལ,,PH,,tvd
v-3a8c008de242-TDC,xct,ཁ,ཁ,,,,TDC,,tvd
v-3b376d7556be-TDC,xct,ཁུག,ཁུག,ཁུགས,ཁུག,,TDC,,tvd
v-3b376d7556be-PH,xct,ཁུག,ཁུག,ཁུགས,ཁུག,,PH,,tvd
v-11f3c0c31218-TDC,xct,ཁེག,ཁེག,ཁེགས,ཁེག,,TDC,,tvd
v-11f3c0c31218-PH,xct,ཁེག,ཁེག,ཁེགས,ཁེག,,PH,,tvd
v-6ca0481f2c5e-TDC,xct,ཁེང,ཁེང,ཁེངས,ཁེང,,TDC,,tvd
v-6ca0481f2c5e-KN,xct,ཁེང,ཁེང,ཁེངས,ཁེང,,KN,,tvd
v-29633ae57cd0-PH,xct,ཁེང,ཁེང,ཁེངས,ཁེང,ཁེངས,PH,,tvd
v-29633ae57cd0-GT,xct,ཁེང,ཁེང,ཁེངས,ཁེང,ཁེངས,GT,,tvd
v-f32ef790fabf-TDC,xct,ཁེབས,ཁེབས,ཁེབས,ཁེབས,,TDC,,tvd
v-f32ef790fabf-PH,xct,ཁེབས,ཁེབས,ཁེབས,ཁེབས,,PH,,tvd
v-8ea14030234e-TDC,xct,ཁོམ,ཁོམ,ཁོམ,ཁོམ,,TDC,,tvd
v-8ea14030234e-PH,xct,ཁོམ,ཁོམ,ཁོམ,ཁོམ,,PH,,tvd
v-5f179555a7a7-TDC,xct,ཁྱག,ཁྱག,ཁྱག,ཁྱག,ཁྱག,TDC,,tvd
v-5f179555a7a7-PH,xct,ཁྱག,ཁྱག,ཁྱག,ཁྱག,ཁྱག,PH,,tvd
v-85daf4defd60-TDC,xct,ཁྱག,ཁྱག,ཁྱགས,ཁྱག,ཁྱགས,TDC,,tvd
v-85daf4defd60-PH,xct,ཁྱག,ཁྱག,ཁྱགས,ཁྱག,ཁྱགས,PH,,tvd
v-85daf4defd60-GT,xct,ཁྱག,ཁྱག,ཁྱགས,ཁྱག,ཁྱགས,GT,,tvd
v-9e975642db06-TDC,xct,ཁྱབ,ཁྱབ,ཁྱབ,ཁྱབ,,TDC,,tvd
v-af44b157358d-PH,xct,ཁྱབ,ཁྱབ,ཁྱབ,ཁྱབ,ཁྱབ,PH,,tvd
v-af44b157358d-GT,xct,ཁྱབ,ཁྱབ,ཁྱབ,ཁྱབ,ཁྱབ,GT,,tvd
v-af44b157358d-KN,xct,ཁྱབ,ཁྱབ,ཁྱབ,ཁྱབ,ཁྱབ,KN,,tvd
v-06e4cbd380ec-GT,xct,ཁྱུར,ཁྱུར,འཁྱུར༼ད༽,འཁྱུར,ཁྱུར༼ད༽,GT,,tvd
v-48d10b3d4f2e-TDC,xct,ཁྱོག,ཁྱོག,ཁྱོག,ཁྱོག,,TDC,,tvd
v-48d10b3d4f2e-PH,xct,ཁྱོག,ཁྱོག,ཁྱོག,ཁྱོག,,PH,,tvd
v-887c1bc098c5-TDC,xct,ཁྲེམས,ཁྲེམས,ཁྲེམས,ཁྲེམས,,TDC,,tvd
v-887c1bc098c5-PH,xct,ཁྲེམས,ཁྲེམས,ཁྲེམས,ཁྲེམས,,PH,,tvd
v-f82c78b98a19-TDC,xct,ཁྲེལ,ཁྲེལ,ཁྲེལ,ཁྲེལ,,TDC,,tvd
v-f82c78b98a19-PH,xct,ཁྲེལ,ཁྲེལ,ཁྲེལ,ཁྲེལ,,PH,,tvd
v-de9ad26dc9e6-TDC,xct,ཁྲོ,ཁྲོ,ཁྲོས,ཁྲོ,,TDC,,tvd
v-de9ad26dc9e6-PH,xct,ཁྲོ,ཁྲོ,ཁྲོས,ཁྲོ,,PH,,tvd
v-63d744415e48-GT,xct,ཁྲོ,ཁྲོ,ཁྲོས,ཁྲོ,ཁྲོས,GT,,tvd
v-63d744415e48-KN,xct,ཁྲོ,ཁྲོ,ཁྲོས,ཁྲོ,ཁྲོས,KN,,tvd
v-07225e3cd3b5-TDC,xct,མཁས,མཁས,མཁས,མཁས,,TDC,,tvd
v-8b6571353b95-PH,xct,མཁས,མཁས,མཁས,མཁས,མཁས,PH,,tvd
v-8b6571353b95-GT,xct,མཁས,མཁས,མཁས,མཁས,མཁས,GT,,tvd
v-8b6571353b95-KN,xct,མཁས,མཁས,མཁས,མཁས,མཁས,KN,,tvd
v-1a37fbf9fc6e-TDC,xct,མཁོ,མཁོ,མཁོ,མཁོ,,TDC,,tvd
v-2e68602a5053-PH,xct,མཁོ,མཁོ,མཁོ,མཁོ,མཁོ,PH,,tvd
v-2e68602a5053-GT,xct,མཁོ,མཁོ,མཁོ,མཁོ,མཁོ,GT,,tvd
v-9e9866aaab8c-TDC,xct,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,TDC,,tvd
v-9e9866aaab8c-PH,xct,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,PH,,tvd
v-9e9866aaab8c-GT,xct,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,GT,,tvd
v-9e9866aaab8c-KN,xct,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,མཁྱུད,KN,,tvd
v-f32273c026e7-GT,xct,མཁྱེན,མཁྱེན,མཁྱེན༼ད༽,མཁྱེན,མཁྱེན༼ད༽,GT,,tvd
v-049ed3c8c23e-TDC,xct,མཁྱེན,མཁྱེན,མཁྱེན,མཁྱེན,མཁྱེན,TDC,,tvd
v-049ed3c8c23e-PH,xct,མཁྱེན,མཁྱེན,མཁྱེན,མཁྱེན,མཁྱེན,PH,,tvd
v-049ed3c8c23e-KN,xct,མཁྱེན,མཁྱེན,མཁྱེན,མཁྱེན,མཁྱེན,KN,,tvd
v-78bc8a2a1d70-TDC,xct,འཁང,འཁང,འཁངས,འཁང,,TDC,,tvd
v-31d4722144d2-PH,xct,འཁང,འཁང,འཁངས,འཁང,འཁངས,PH,,tvd
v-31d4722144d2-GT,xct,འཁང,འཁང,འཁངས,འཁང,འཁངས,GT,,tvd
v-31d4722144d2-KN,xct,འཁང,འཁང,འཁངས,འཁང,འཁངས,KN,,tvd
v-0fdbd3c787df-PH,xct,འཁམ,འཁམ,འཁམས,འཁམ,འཁམས,PH,,tvd
v-0fdbd3c787df-GT,xct,འཁམ,འཁམ,འཁམས,འཁམ,འཁམས,GT,,tvd
v-445163843497-TDC,xct,འཁམས,འཁམས,འཁམས,འཁམས,,TDC,,tvd
v-d770bdeaf2da-GT,xct,འཁར,འཁར,འཁར༼ད༽,འཁར,འཁར༼ད༽,GT,,tvd
v-993370ae2217-TDC,xct,འཁར,འཁར,འཁར,འཁར,,TDC,,tvd
v-5fdd3960899a-PH,xct,འཁར,འཁར,འཁར,འཁར,འཁར,PH,,tvd
v-749722515e8e-KN,xct,འཁལ,འཁལ,བཀལ,བཀལ,ཁོལ,KN,,tvd
v-37c31b78f32b-PH,xct,འཁལ,འཁལ,བཀལ,བཀལ,འཁལ,PH,,tvd
v-ce729ea6d4d8-GT,xct,འཁལ,འཁལ,བཀལ,བཀལ,འཁལ༼ད༽,GT,,tvd
v-99d95376227a-TDC,xct,འཁལ,འཁལ,བཀལ,བཀལ,འཁོལ,TDC,,tvd
v-562fc1872955-TDC,xct,འཁུ,འཁུ,འཁུ,འཁུ,,TDC,,tvd
v-06a3ffab4e75-PH,xct,འཁུ,འཁུ,འཁུ,འཁུ,འཁུ,PH,,tvd
v-06a3ffab4e75-GT,xct,འཁུ,འཁུ,འཁུ,འཁུ,འཁུ,GT,,tvd
v-513e64e81948-KN,xct,འཁུ,འཁུ,འཁུས,འཁུ,འཁུ,KN,,tvd
v-c1f93fdbdf9b-GT,xct,འཁུགས,འཁུགས,ཁུག,འཁུག,ཁུགས,GT,,tvd
v-57383d7bbc7a-GT,xct,འཁུན,འཁུན,ཁུན༼ད༽,ཁུན,འཁུན༼ད༽,GT,,tvd
v-8079f5e6875d-TDC,xct,འཁུན,འཁུན,འཁུན,འཁུན,,TDC,,tvd
v-8079f5e6875d-PH,xct,འཁུན,འཁུན,འཁུན,འཁུན,,PH,,tvd
v-8079f5e6875d-KN,xct,འཁུན,འཁུན,འཁུན,འཁུན,,KN,,tvd
v-dda9289bd4b6-GT,xct,འཁུམ,འཁུམ,ཁུམས,ཁུམ,ཁུམས,GT,,tvd
v-0be6604c0b87-TDC,xct,འཁུམ,འཁུམ,འཁུམས,འཁུམ,,TDC,,tvd
v-7bae48780783-PH,xct,འཁུམ,འཁུམ,འཁུམས,འཁུམ,འཁུམས,PH,,tvd
v-7bae48780783-GT,xct,འཁུམ,འཁུམ,འཁུམས,འཁུམ,འཁུམས,GT,,tvd
v-0e6150905577-KN,xct,འཁུམས,འཁུམས,འཁུམས,འཁུམས,འཁུམས,KN,,tvd
v-8f98a3f78b09-GT,xct,འཁུར,འཁུར,བཀུར༼ད༽,བཀུར,ཁུར༼ད༽,GT,,tvd
v-461f9a6ed113-TDC,xct,འཁུར,འཁུར,ཁུར,འཁུར,ཁུར,TDC,,tvd
v-461f9a6ed113-PH,xct,འཁུར,འཁུར,ཁུར,འཁུར,ཁུར,PH,,tvd
v-461f9a6ed113-KN,xct,འཁུར,འཁུར,ཁུར,འཁུར,ཁུར,KN,,tvd
v-eb89249fc9da-GT,xct,འཁུལ,འཁུལ,འཁུལ༼ད༽,འཁུལ,འཁུལ༼ད༽,GT,,tvd
v-39fce37dc1c0-TDC,xct,འཁུལ,འཁུལ,འཁུལ,འཁུལ,,TDC,,tvd
v-1dc09d36c6a7-PH,xct,འཁུལ,འཁུལ,འཁུལ,འཁུལ,འཁུལ,PH,,tvd
v-d4820f50766a-GT,xct,འཁུས,འཁུས,བཀུས,བཀུ,ཁུས,GT,,tvd
v-991ff0055df9-TDC,xct,འཁེང,འཁེང,འཁེངས,འཁེང,,TDC,,tvd
v-991ff0055df9-PH,xct,འཁེང,འཁེང,འཁེངས,འཁེང,,PH,,tvd
v-14bc4b209eee-PH,xct,འཁེབ,འཁེབ,ཁེབས,འཁེབ,ཁེབས,PH,,tvd
v-5fef4c542c3a-GT,xct,འཁེབས,འཁེབས,ཁེབ,འཁེབ,ཁེབས,GT,,tvd
v-1d05499cfea4-GT,xct,འཁེལ༼ད༽,འཁེལ༼ད༽,ཁེལ,འཁེལ,ཁེལ༼ད༽,GT,,tvd
v-9180f9c20fe9-TDC,xct,འཁེལ,འཁེལ,ཁེལ,འཁེལ,,TDC,,tvd
v-65c903f167ec-PH,xct,འཁེལ,འཁེལ,ཁེལ,འཁེལ,ཁེལ,PH,,tvd
v-e00acb51c70b-GT,xct,འཁོད,འཁོད,ཁོད,འཁོད,ཁོད,GT,,tvd
v-1e4e25613eba-TDC,xct,འཁོད,འཁོད,འཁོད,འཁོད,,TDC,,tvd
v-5ffeece90c39-PH,xct,འཁོད,འཁོད,འཁོད,འཁོད,ཁོད,PH,,tvd
v-fceea6009c71-KN,xct,འཁོད,འཁོད,འཁོད,འཁོད,འཁོད,KN,,tvd
v-c7429f43c3dc-GT,xct,འཁོན༼ད༽,འཁོན༼ད༽,བཀོན༼ད༽,བཀོན,ཁོན༼ད༽,GT,,tvd
v-986b2a5aa83d-GT,xct,འཁོན,འཁོན,ཁོན,འཁོན,ཁོན༼ད༽,GT,,tvd
v-6822e98b3c76-TDC,xct,འཁོན,འཁོན,འཁོན,འཁོན,,TDC,,tvd
v-6822e98b3c76-PH,xct,འཁོན,འཁོན,འཁོན,འཁོན,,PH,,tvd
v-4f2a1f2b7b4e-KN,xct,འཁོན,འཁོན,འཁོན,འཁོན,འཁོན,KN,,tvd
v-f26658185545-TDC,xct,འཁོབ,འཁོབ,འཁོབ,འཁོབ,,TDC,,tvd
v-f26658185545-PH,xct,འཁོབ,འཁོབ,འཁོབ,འཁོབ,,PH,,tvd
v-607bf5459ce0-GT,xct,འཁོམས,འཁོམས,ཁོམ,འཁོམ,ཁོམས,GT,,tvd
v-be8e2ed7f97b-GT,xct,འཁོར,འཁོར,འཁོར༼ད༽,འཁོར,འཁོར༼ད༽,GT,,tvd
v-db50dfb34578-TDC,xct,འཁོར,འཁོར,འཁོར,འཁོར,,TDC,,tvd
v-48b09f028a40-PH,xct,འཁོར,འཁོར,འཁོར,འཁོར,འཁོར,PH,,tvd
v-54d7010d90a1-GT,xct,འཁོལ༼ད༽,འཁོལ༼ད༽,བཀོལ༼ད༽,བཀོལ,ཁོལ༼ད༽,GT,,tvd
v-47988c92744f-TDC,xct,འཁོལ,འཁོལ,བཀོལ,བཀོལ,ཁོལ,TDC,,tvd
v-47988c92744f-PH,xct,འཁོལ,འཁོལ,བཀོལ,བཀོལ,ཁོལ,PH,,tvd
v-00ff69b9059b-TDC,xct,འཁོལ,འཁོལ,ཁོལ,འཁོལ,,TDC,,tvd
v-00ff69b9059b-PH,xct,འཁོལ,འཁོལ,ཁོལ,འཁོལ,,PH,,tvd
v-b9a434d5bbb7-GT,xct,འཁོལ,འཁོལ,ཁོལ,འཁོལ,ཁོལ༼ད༽,GT,,tvd
v-92d636fe6cc0-TDC,xct,འཁྱག,འཁྱག,འཁྱགས,འཁྱག,,TDC,,tvd
v-fc79dc7dc38d-PH,xct,འཁྱག,འཁྱག,འཁྱགས,འཁྱག,འཁྱགས,PH,,tvd
v-fc79dc7dc38d-GT,xct,འཁྱག,འཁྱག,འཁྱགས,འཁྱག,འཁྱགས,GT,,tvd
v-fdcf31928c33-GT,xct,འཁྱམ,འཁྱམ,འཁྱམས,འཁྱམ,འཁྱམས,GT,,tvd
v-90f1665c79f1-TDC,xct,འཁྱམ,འཁྱམ,འཁྱམས,འཁྱམ,འཁྱོམས,TDC,,tvd
v-90f1665c79f1-PH,xct,འཁྱམ,འཁྱམ,འཁྱམས,འཁྱམ,འཁྱོམས,PH,,tvd
v-90f1665c79f1-KN,xct,འཁྱམ,འཁྱམ,འཁྱམས,འཁྱམ,འཁྱོམས,KN,,tvd
v-2fda6eb58241-GT,xct,འཁྱར༼ད༽,འཁྱར༼ད༽,ཁྱར,འཁྱར,འཁྱར༼ད༽,GT,,tvd
v-dcfe942acde1-TDC,xct,འཁྱར,འཁྱར,འཁྱར,འཁྱར,,TDC,,tvd
v-dcfe942acde1-PH,xct,འཁྱར,འཁྱར,འཁྱར,འཁྱར,,PH,,tvd
v-7ef4bee5ff97-KN,xct,འཁྱར,འཁྱར,འཁྱར,འཁྱར,འཁྱར,KN,,tvd
v-6decd9c89d3c-GT,xct,འཁྱལ༼ད༽,འཁྱལ༼ད༽,ཁྱལ,འཁྱལ,ཁྱལ༼ད༽,GT,,tvd
v-d12951c7d4b6-GT,xct,འཁྱལ,འཁྱལ,བཀྱལ༼ད༽,བཀྱལ,འཁྱལ༼ད༽,GT,,tvd
v-ede122e912f7-TDC,xct,འཁྱལ,འཁྱལ,འཁྱལ,འཁྱལ,,TDC,,tvd
v-ede122e912f7-PH,xct,འཁྱལ,འཁྱལ,འཁྱལ,འཁྱལ,,PH,,tvd
v-fced6e07a829-TDC,xct,འཁྱིག,འཁྱིག,བཀྱིགས,བཀྱིག,ཁྱིགས,TDC,,tvd
v-fced6e07a829-KN,xct,འཁྱིག,འཁྱིག,བཀྱིགས,བཀྱིག,ཁྱིགས,KN,,tvd
v-52b9bca1b4f5-PH,xct,འཁྱིག,འཁྱིག,བཀྱིགས,བཀྱིག,འཁྱིགས,PH,,tvd
v-52b9bca1b4f5-GT,xct,འཁྱིག,འཁྱིག,བཀྱིགས,བཀྱིག,འཁྱིགས,GT,,tvd
v-831fd60f043f-KN,xct,འཁྱིམས,འཁྱིམས,འཁྱིམས,འཁྱིམས,,KN,,tvd
v-61eceb36ff65-GT,xct,འཁྱིར༼ད༽,འཁྱིར༼ད༽,ཁྱིར,འཁྱིར,ཁྱིར༼ད༽,GT,,tvd
v-7d53abe49195-TDC,xct,འཁྱིར,འཁྱིར,འཁྱིར,འཁྱིར,,TDC,,tvd
v-7d53abe49195-PH,xct,འཁྱིར,འཁྱིར,འཁྱིར,འཁྱིར,,PH,,tvd
v-d45fb776a921-KN,xct,འཁྱིར,འཁྱིར,འཁྱིར,འཁྱིར,འཁྱིར,KN,,tvd
v-0f1bcc339102-GT,xct,འཁྱིལ༼ད༽,འཁྱིལ༼ད༽,ཁྱིལ,འཁྱིལ,ཁྱིལ༼ད༽,GT,,tvd
v-c060d386db08-TDC,xct,འཁྱིལ,འཁྱིལ,འཁྱིལ,འཁྱིལ,,TDC,,tvd
v-c060d386db08-PH,xct,འཁྱིལ,འཁྱིལ,འཁྱིལ,འཁྱིལ,,PH,,tvd
v-c060d386db08-KN,xct,འཁྱིལ,འཁྱིལ,འཁྱིལ,འཁྱིལ,,KN,,tvd
v-2e755e4acafb-TDC,xct,འཁྱུག,འཁྱུག,འཁྱུགས,འཁྱུག,,TDC,,tvd
v-2e755e4acafb-PH,xct,འཁྱུག,འཁྱུག,འཁྱུགས,འཁྱུག,,PH,,tvd
v-a9f9be88860f-KN,xct,འཁྱུག,འཁྱུག,འཁྱུགས,འཁྱུག,འཁྱུག,KN,,tvd
v-a56cacc6907d-GT,xct,འཁྱུགས,འཁྱུགས,ཁྱུག,འཁྱུག,ཁྱུགས,GT,,tvd
v-49cce5a0af76-GT,xct,འཁྱུད,འཁྱུད,ཁྱུད,འཁྱུད,ཁྱུད,GT,,tvd
v-3b5d5d5ffbe0-PH,xct,འཁྱུད,འཁྱུད,ཁྱུད༼འཁྱུད༽,འཁྱུད,ཁྱུད,PH,,tvd
v-5f5198cbce0e-TDC,xct,འཁྱུད,འཁྱུད,འཁྱུད,འཁྱུད,འཁྱུད,TDC,,tvd
v-5f5198cbce0e-KN,xct,འཁྱུད,འཁྱུད,འཁྱུད,འཁྱུད,འཁྱུད,KN,,tvd
v-2602d0c35c81-TDC,xct,འཁྱུར,འཁྱུར,འཁྱུར,འཁྱུར,,TDC,,tvd
v-2602d0c35c81-PH,xct,འཁྱུར,འཁྱུར,འཁྱུར,འཁྱུར,,PH,,tvd
v-98b57f05d1e0-GT,xct,འཁྱུས,འཁྱུས,ཁྱུས,འཁྱུ,ཁྱུས,GT,,tvd
v-38f5fbf7bfeb-TDC,xct,འཁྱུས,འཁྱུས,འཁྱུས,འཁྱུས,,TDC,,tvd
v-38f5fbf7bfeb-PH,xct,འཁྱུས,འཁྱུས,འཁྱུས,འཁྱུས,,PH,,tvd
v-24d7ea908040-TDC,xct,འཁྱེར,འཁྱེར,ཁྱེར,འཁྱེར,ཁྱེར,TDC,,tvd
v-24d7ea908040-PH,xct,འཁྱེར,འཁྱེར,ཁྱེར,འཁྱེར,ཁྱེར,PH,,tvd
v-24d7ea908040-KN,xct,འཁྱེར,འཁྱེར,ཁྱེར,འཁྱེར,ཁྱེར,KN,,tvd
v-c9d054adaace-GT,xct,འཁྱེར,འཁྱེར,ཁྱེར༼ད༽,ཁྱེར,འཁྱེར༼ད༽,GT,,tvd
v-4db56528f11a-TDC,xct,འཁྱོག,འཁྱོག,འཁྱོགས,འཁྱོག,,TDC,,tvd
v-4db56528f11a-PH,xct,འཁྱོག,འཁྱོག,འཁྱོགས,འཁྱོག,,PH,,tvd
v-05bb776ddad1-GT,xct,འཁྱོག,འཁྱོག,འཁྱོགས,འཁྱོག,འཁྱོགས,GT,,tvd
v-27760d4b113f-TDC,xct,འཁྱོང,འཁྱོང,འཁྱོངས,འཁྱོང,,TDC,,tvd
v-27760d4b113f-PH,xct,འཁྱོང,འཁྱོང,འཁྱོངས,འཁྱོང,,PH,,tvd
v-9a1c87b2ceed-KN,xct,འཁྱོང,འཁྱོང,འཁྱོངས,འཁྱོང,འཁྱོངས,KN,,tvd
v-18dfa1f84369-GT,xct,འཁྱོངས,འཁྱོངས,ཁྱོང,འཁྱོང,ཁྱོངས,GT,,tvd
v-e841f60f0f19-TDC,xct,འཁྱོམ,འཁྱོམ,འཁྱོམས,འཁྱོམ,,TDC,,tvd
v-e841f60f0f19-PH,xct,འཁྱོམ,འཁྱོམ,འཁྱོམས,འཁྱོམ,,PH,,tvd
v-e841f60f0f19-KN,xct,འཁྱོམ,འཁྱོམ,འཁྱོམས,འཁྱོམ,,KN,,tvd
v-6eff7ab751c2-GT,xct,འཁྱོར༼ད༽,འཁྱོར༼ད༽,ཁྱོར,འཁྱོར,ཁོར༼ད༽,GT,,tvd
v-826e346846ca-TDC,xct,འཁྱོར,འཁྱོར,འཁྱོར,འཁྱོར,,TDC,,tvd
v-826e346846ca-PH,xct,འཁྱོར,འཁྱོར,འཁྱོར,འཁྱོར,,PH,,tvd
v-1e37112310e4-KN,xct,འཁྱོར,འཁྱོར,འཁྱོར,འཁྱོར,འཁྱོར,KN,,tvd
v-4680380eabc3-GT,xct,འཁྱོལ༼ད༽,འཁྱོལ༼ད༽,ཁྱོལ,འཁྱོལ,ཁྱོལ༼ད༽,GT,,tvd
v-9791dc45d1f1-TDC,xct,འཁྱོལ,འཁྱོལ,འཁྱོལ,འཁྱོལ,,TDC,,tvd
v-9791dc45d1f1-PH,xct,འཁྱོལ,འཁྱོལ,འཁྱོལ,འཁྱོལ,,PH,,tvd
v-658c99ee1012-KN,xct,འཁྱོལ,འཁྱོལ,འཁྱོལ,འཁྱོལ,འཁྱོལ,KN,,tvd
v-2f2ecc139687-TDC,xct,འཁྲ,འཁྲ,འཁྲས,འཁྲ,,TDC,,tvd
v-2f2ecc139687-PH,xct,འཁྲ,འཁྲ,འཁྲས,འཁྲ,,PH,,tvd
v-1b76a93c3922-GT,xct,འཁྲ,འཁྲ,འཁྲས,འཁྲ,འཁྲས,GT,,tvd
