ID,Char,Language_ID,Count,Source
first1k-greek-grc-U2299,⊙,grc,2,first1k-greek
first1k-greek-grc-U22A2,⊢,grc,1,first1k-greek
first1k-greek-grc-U22A3,⊣,grc,1,first1k-greek
first1k-greek-grc-U22A4,⊤,grc,1,first1k-greek
first1k-greek-grc-U22BB,⊻,grc,1,first1k-greek
first1k-greek-grc-U22C3,⋃,grc,1,first1k-greek
first1k-greek-grc-U22C6,⋆,grc,1,first1k-greek
first1k-greek-grc-U22C7,⋇,grc,3,first1k-greek
first1k-greek-grc-U22D6,⋖,grc,17,first1k-greek
first1k-greek-grc-U2308,⌈,grc,184,first1k-greek
first1k-greek-grc-U2309,⌉,grc,18,first1k-greek
first1k-greek-grc-U230A,⌊,grc,18,first1k-greek
first1k-greek-grc-U230B,⌋,grc,185,first1k-greek
first1k-greek-grc-U231E,⌞,grc,40,first1k-greek
first1k-greek-grc-U231F,⌟,grc,40,first1k-greek
first1k-greek-grc-U23A1,⎡,grc,182,first1k-greek
first1k-greek-grc-U23A4,⎤,grc,182,first1k-greek
first1k-greek-grc-U23D1,⏑,grc,2,first1k-greek
first1k-greek-grc-U23D2,⏒,grc,1,first1k-greek
first1k-greek-grc-U23D3,⏓,grc,1,first1k-greek
first1k-greek-grc-U23D4,⏔,grc,3,first1k-greek
first1k-greek-grc-U23D5,⏕,grc,1,first1k-greek
first1k-greek-grc-U23DD,⏝,grc,1,first1k-greek
first1k-greek-grc-U2500,─,grc,2,first1k-greek
first1k-greek-grc-U2550,═,grc,38,first1k-greek
first1k-greek-grc-U2551,║,grc,1,first1k-greek
first1k-greek-grc-U25B3,△,grc,246,first1k-greek
first1k-greek-grc-U25CB,○,grc,6,first1k-greek
first1k-greek-grc-U25FB,◻,grc,1,first1k-greek
first1k-greek-grc-U2605,★,grc,1,first1k-greek
first1k-greek-grc-U263C,☼,grc,3,first1k-greek
first1k-greek-grc-U263E,☾,grc,1,first1k-greek
first1k-greek-grc-U263F,☿,grc,1,first1k-greek
first1k-greek-grc-U2640,♀,grc,2,first1k-greek
first1k-greek-grc-U2642,♂,grc,1,first1k-greek
first1k-greek-grc-U2643,♃,grc,119,first1k-greek
first1k-greek-grc-U2644,♄,grc,1,first1k-greek
first1k-greek-grc-U2736,✶,grc,2,first1k-greek
first1k-greek-grc-U276E,❮,grc,1,first1k-greek
first1k-greek-grc-U276F,❯,grc,1,first1k-greek
first1k-greek-eng-U27E8,⟨,eng,13,first1k-greek
first1k-greek-grc-U27E8,⟨,grc,1942,first1k-greek
first1k-greek-grc-U27E9,⟩,grc,2192,first1k-greek
first1k-greek-grc-U297C,⥼,grc,1,first1k-greek
first1k-greek-grc-U297D,⥽,grc,1,first1k-greek
first1k-greek-grc-U29B5,⦵,grc,1,first1k-greek
first1k-greek-grc-U2A06,⨆,grc,1,first1k-greek
first1k-greek-grc-U2A5A,⩚,grc,1,first1k-greek
first1k-greek-grc-U2A79,⩹,grc,11,first1k-greek
first1k-greek-grc-U2AEF,⫯,grc,1,first1k-greek
first1k-greek-grc-U2E22,⸢,grc,96,first1k-greek
first1k-greek-grc-U2E23,⸣,grc,95,first1k-greek
first1k-greek-grc-U2E24,⸤,grc,120,first1k-greek
first1k-greek-grc-U2E25,⸥,grc,124,first1k-greek
first1k-greek-grc-U2E28,⸨,grc,1,first1k-greek
first1k-greek-grc-U3008,〈,grc,4615,first1k-greek
first1k-greek-grc-U3009,〉,grc,4259,first1k-greek
first1k-greek-grc-UE1C2,,grc,1,first1k-greek
first1k-greek-grc-UFB00,ﬀ,grc,2,first1k-greek
first1k-greek-eng-UFB01,ﬁ,eng,3,first1k-greek
first1k-greek-grc-UFB01,ﬁ,grc,2,first1k-greek
first1k-greek-grc-UFEFF,﻿,grc,1326,first1k-greek
first1k-greek-grc-UFF0A,＊,grc,1,first1k-greek
first1k-greek-grc-UFF0D,－,grc,342,first1k-greek
first1k-greek-grc-UFF62,｢,grc,1,first1k-greek
first1k-greek-grc-U10175,𐅵,grc,1,first1k-greek
first1k-greek-grc-U1D4A2,𝒢,grc,83,first1k-greek
first1k-greek-grc-U1D52E,𝔮,grc,37,first1k-greek
first1k-greek-grc-U1D577,𝕷,grc,1,first1k-greek
menota-isl-U009A,,isl,16,menota
menota-isl-U00A7,§,isl,5,menota
menota-nor-U00A7,§,nor,3,menota
menota-isl-U00A8,¨,isl,1,menota
menota-isl-U00B4,´,isl,11,menota
menota-nor-U00B4,´,nor,1,menota
menota-onw-U00B4,´,onw,1,menota
menota-nor-U00B6,¶,nor,141,menota
menota-swe-U00B6,¶,swe,21,menota
menota-isl-U00B7,·,isl,2,menota
menota-nor-U00B7,·,nor,18765,menota
menota-isl-U00BD,½,isl,1,menota
menota-nor-U00DF,ß,nor,1,menota
menota-dan-U00E6,æ,dan,2635,menota
menota-isl-U00E6,æ,isl,14874,menota
menota-non-U00E6,æ,non,4267,menota
menota-nor-U00E6,æ,nor,50985,menota
menota-onw-U00E6,æ,onw,165,menota
menota-swe-U00E6,æ,swe,25432,menota
menota-isl-U00F0,ð,isl,45210,menota
menota-non-U00F0,ð,non,6432,menota
menota-nor-U00F0,ð,nor,57467,menota
menota-onw-U00F0,ð,onw,152,menota
menota-dan-U00F8,ø,dan,729,menota
menota-isl-U00F8,ø,isl,1583,menota
menota-non-U00F8,ø,non,7,menota
menota-nor-U00F8,ø,nor,3762,menota
menota-swe-U00F8,ø,swe,11356,menota
menota-dan-U00FE,þ,dan,2003,menota
menota-isl-U00FE,þ,isl,52111,menota
menota-non-U00FE,þ,non,5896,menota
menota-nor-U00FE,þ,nor,51028,menota
menota-onw-U00FE,þ,onw,95,menota
menota-swe-U00FE,þ,swe,3,menota
menota-non-U0111,đ,non,1,menota
menota-isl-U0131,ı,isl,2541,menota
menota-onw-U0131,ı,onw,1,menota
menota-nor-U0142,ł,nor,1,menota
menota-isl-U014B,ŋ,isl,7,menota
menota-non-U014B,ŋ,non,23,menota
menota-isl-U0153,œ,isl,12,menota
menota-non-U0153,œ,non,1179,menota
menota-nor-U0153,œ,nor,3173,menota
menota-onw-U0153,œ,onw,19,menota
menota-isl-U017F,ſ,isl,52648,menota
menota-nor-U017F,ſ,nor,39869,menota
menota-swe-U017F,ſ,swe,32054,menota
menota-isl-U019A,ƚ,isl,1,menota
menota-isl-U019E,ƞ,isl,489,menota
menota-swe-U019E,ƞ,swe,1,menota
menota-isl-U01B6,ƶ,isl,1,menota
menota-nor-U01B6,ƶ,nor,5762,menota
menota-isl-U0237,ȷ,isl,16,menota
menota-swe-U0254,ɔ,swe,12,menota
menota-isl-U0261,ɡ,isl,6,menota
menota-isl-U0262,ɢ,isl,2352,menota
menota-non-U0262,ɢ,non,232,menota
menota-nor-U0262,ɢ,nor,2,menota
menota-isl-U026A,ɪ,isl,7,menota
menota-isl-U0274,ɴ,isl,9994,menota
menota-non-U0274,ɴ,non,3,menota
menota-nor-U0274,ɴ,nor,33,menota
menota-nor-U027C,ɼ,nor,1,menota
menota-isl-U0280,ʀ,isl,5890,menota
menota-non-U0280,ʀ,non,1033,menota
menota-nor-U0280,ʀ,nor,1516,menota
menota-onw-U0280,ʀ,onw,30,menota
menota-nor-U0292,ʒ,nor,194,menota
menota-isl-U0299,ʙ,isl,5,menota
menota-isl-U029C,ʜ,isl,11,menota
menota-nor-U029C,ʜ,nor,1,menota
menota-isl-U029F,ʟ,isl,615,menota
menota-nor-U02BC,ʼ,nor,3166,menota
menota-isl-U02D9,˙,isl,3,menota
menota-nor-U02D9,˙,nor,3,menota
menota-isl-U045B,ћ,isl,1,menota
menota-isl-U10FB,჻,isl,5,menota
menota-isl-U16A0,ᚠ,isl,3,menota
menota-isl-U16A2,ᚢ,isl,5,menota
menota-isl-U16A6,ᚦ,isl,2,menota
menota-isl-U16AE,ᚮ,isl,4,menota
menota-isl-U16B1,ᚱ,isl,3,menota
menota-isl-U16B4,ᚴ,isl,3,menota
menota-isl-U16B5,ᚵ,isl,1,menota
menota-isl-U16BC,ᚼ,isl,1,menota
menota-isl-U16BF,ᚿ,isl,3,menota
menota-isl-U16C1,ᛁ,isl,5,menota
menota-isl-U16C2,ᛂ,isl,3,menota
menota-isl-U16C6,ᛆ,isl,3,menota
menota-isl-U16CD,ᛍ,isl,1,menota
menota-isl-U16D0,ᛐ,isl,3,menota
menota-isl-U16D2,ᛒ,isl,3,menota
menota-isl-U16D5,ᛕ,isl,1,menota
menota-isl-U16D8,ᛘ,isl,2,menota
menota-nor-U16D8,ᛘ,nor,8,menota
menota-dan-U16DA,ᛚ,dan,1,menota
menota-isl-U16DA,ᛚ,isl,2,menota
menota-isl-U16E6,ᛦ,isl,1,menota
menota-isl-U1D00,ᴀ,isl,7,menota
menota-nor-U1D00,ᴀ,nor,38,menota
menota-nor-U1D04,ᴄ,nor,1,menota
menota-isl-U1D07,ᴇ,isl,44,menota
menota-nor-U1D07,ᴇ,nor,3,menota
menota-isl-U1D0D,ᴍ,isl,828,menota
menota-non-U1D0D,ᴍ,non,25,menota
menota-nor-U1D0D,ᴍ,nor,7,menota
menota-isl-U1D0F,ᴏ,isl,1,menota
menota-nor-U1D0F,ᴏ,nor,6,menota
menota-isl-U1D1B,ᴛ,isl,39,menota
menota-isl-U1D1C,ᴜ,isl,5,menota
menota-non-U1D1C,ᴜ,non,1,menota
menota-isl-U1D20,ᴠ,isl,1,menota
menota-nor-U1D20,ᴠ,nor,4,menota
menota-isl-U2013,–,isl,124,menota
menota-non-U2013,–,non,1,menota
menota-isl-U2014,—,isl,9,menota
menota-isl-U2015,―,isl,28,menota
menota-nor-U2019,’,nor,1,menota
menota-isl-U201C,“,isl,14,menota
menota-isl-U201D,”,isl,8,menota
menota-isl-U201E,„,isl,1,menota
menota-isl-U2020,†,isl,1,menota
menota-isl-U2026,…,isl,576,menota
menota-non-U2026,…,non,1,menota
menota-nor-U2026,…,nor,262,menota
menota-isl-U2044,⁄,isl,3,menota
menota-isl-U204A,⁊,isl,12,menota
menota-nor-U204A,⁊,nor,1,menota
menota-swe-U204A,⁊,swe,39,menota
menota-dan-U204C,⁌,dan,1,menota
menota-dan-U205D,⁝,dan,4,menota
menota-dan-U2060,⁠,dan,2762,menota
menota-nor-U2234,∴,nor,1,menota
menota-dan-U25CC,◌,dan,15,menota
menota-isl-U25CC,◌,isl,51,menota
menota-nor-U271D,✝,nor,2,menota
menota-swe-U271D,✝,swe,15,menota
menota-isl-U27E8,⟨,isl,4,menota
menota-isl-U27E9,⟩,isl,4,menota
menota-isl-U2E0C,⸌,isl,1213,menota
menota-isl-U2E0D,⸍,isl,1213,menota
menota-isl-U2E20,⸠,isl,3,menota
menota-isl-U2E21,⸡,isl,3,menota
menota-isl-U2E2B,⸫,isl,1,menota
menota-isl-UA731,ꜱ,isl,1019,menota
menota-nor-UA731,ꜱ,nor,78,menota
menota-isl-UA733,ꜳ,isl,781,menota
menota-non-UA733,ꜳ,non,1,menota
menota-nor-UA733,ꜳ,nor,1,menota
menota-isl-UA735,ꜵ,isl,90,menota
menota-nor-UA735,ꜵ,nor,845,menota
menota-isl-UA737,ꜷ,isl,1,menota
menota-isl-UA739,ꜹ,isl,4379,menota
menota-non-UA739,ꜹ,non,278,menota
menota-nor-UA739,ꜹ,nor,34,menota
menota-isl-UA73D,ꜽ,isl,4,menota
menota-isl-UA747,ꝇ,isl,161,menota
menota-isl-UA74D,ꝍ,isl,2,menota
menota-nor-UA74D,ꝍ,nor,71,menota
menota-nor-UA751,ꝑ,nor,3,menota
menota-swe-UA751,ꝑ,swe,40,menota
menota-nor-UA753,ꝓ,nor,5,menota
menota-swe-UA753,ꝓ,swe,15,menota
menota-isl-UA75B,ꝛ,isl,4919,menota
menota-nor-UA75B,ꝛ,nor,20010,menota
menota-swe-UA75B,ꝛ,swe,5317,menota
menota-isl-UA75D,ꝝ,isl,1,menota
menota-nor-UA75D,ꝝ,nor,69,menota
menota-swe-UA75D,ꝝ,swe,22,menota
menota-isl-UA765,ꝥ,isl,1,menota
menota-isl-UA769,ꝩ,isl,1971,menota
menota-non-UA769,ꝩ,non,4112,menota
menota-nor-UA769,ꝩ,nor,5444,menota
menota-swe-UA76D,ꝭ,swe,129,menota
menota-swe-UA76F,ꝯ,swe,3,menota
menota-isl-UA77A,ꝺ,isl,4391,menota
menota-nor-UA77A,ꝺ,nor,1,menota
menota-isl-UA77C,ꝼ,isl,6123,menota
menota-nor-UA77C,ꝼ,nor,30692,menota
menota-nor-UA783,ꞃ,nor,4,menota
menota-isl-UA787,ꞇ,isl,2492,menota
menota-nor-UA787,ꞇ,nor,19,menota
menota-nor-UE099,,nor,1,menota
menota-isl-UE153,,isl,2,menota
menota-nor-UE153,,nor,5,menota
menota-isl-UE255,,isl,1,menota
menota-isl-UE33A,,isl,2,menota
menota-isl-UE3D3,,isl,24,menota
menota-nor-UE3D3,,nor,4,menota
menota-isl-UE425,,isl,5,menota
menota-nor-UE425,,nor,1,menota
menota-isl-UE433,,isl,1,menota
menota-nor-UE433,,nor,41,menota
menota-isl-UE440,,isl,7,menota
menota-nor-UE440,,nor,1,menota
menota-isl-UE499,,isl,207,menota
menota-nor-UE499,,nor,5,menota
menota-isl-UE4E9,,isl,12,menota
menota-nor-UE4E9,,nor,12,menota
menota-isl-UE4EB,,isl,4,menota
menota-isl-UE4F0,,isl,1,menota
menota-isl-UE52A,,isl,1,menota
menota-isl-UE553,,isl,541,menota
menota-non-UE553,,non,148,menota
menota-nor-UE553,,nor,2641,menota
menota-onw-UE553,,onw,6,menota
menota-isl-UE568,,isl,13,menota
menota-isl-UE60C,,isl,67,menota
menota-nor-UE60C,,nor,1,menota
menota-isl-UE64F,,isl,4,menota
menota-isl-UE655,,isl,617,menota
menota-nor-UE655,,nor,1,menota
menota-isl-UE657,,isl,10,menota
menota-non-UE659,,non,1,menota
menota-nor-UE659,,nor,3,menota
menota-onw-UE659,,onw,10,menota
menota-nor-UE665,,nor,1,menota
menota-isl-UE715,,isl,7,menota
menota-isl-UE731,,isl,2152,menota
menota-isl-UE734,,isl,2,menota
menota-isl-UE73A,,isl,754,menota
menota-non-UE73A,,non,14,menota
menota-nor-UE73A,,nor,7,menota
menota-onw-UE73A,,onw,2,menota
menota-isl-UE74C,,isl,3,menota
menota-isl-UE784,,isl,1,menota
menota-nor-UE7C3,,nor,1,menota
menota-isl-UE7C7,,isl,1,menota
menota-isl-UE7D3,,isl,740,menota
menota-nor-UE7D3,,nor,7197,menota
menota-isl-UE7D4,,isl,51,menota
menota-nor-UE7D4,,nor,49,menota
menota-nor-UE7E7,,nor,55,menota
menota-isl-UEAF0,,isl,3,menota
menota-nor-UEAF0,,nor,5,menota
menota-nor-UEAF1,,nor,4,menota
menota-non-UEBA5,,non,1,menota
menota-isl-UEBAD,,isl,3,menota
menota-nor-UEBAE,,nor,2,menota
menota-isl-UEBB8,,isl,2,menota
menota-isl-UEBCE,,isl,4,menota
menota-isl-UEBD0,,isl,1,menota
menota-isl-UEBDF,,isl,3,menota
menota-isl-UEBEB,,isl,1,menota
menota-nor-UEED2,,nor,3,menota
menota-nor-UEED3,,nor,2,menota
menota-isl-UEED4,,isl,4,menota
menota-nor-UEED4,,nor,1,menota
menota-non-UEED5,,non,1,menota
menota-isl-UEED6,,isl,1,menota
menota-nor-UEED6,,nor,2,menota
menota-nor-UEEDF,,nor,1,menota
menota-isl-UEEE0,,isl,685,menota
menota-nor-UEEE0,,nor,195,menota
menota-isl-UEEE1,,isl,3,menota
menota-nor-UEEE1,,nor,5,menota
menota-isl-UEEE3,,isl,1,menota
menota-isl-UEEE4,,isl,50,menota
menota-nor-UEEE4,,nor,1,menota
menota-isl-UEEE6,,isl,1169,menota
menota-nor-UEEE6,,nor,1150,menota
menota-isl-UEEE7,,isl,8,menota
menota-nor-UEEE8,,nor,2,menota
menota-isl-UEEE9,,isl,289,menota
menota-nor-UEEE9,,nor,206,menota
menota-isl-UEEEC,,isl,36,menota
menota-nor-UEEEC,,nor,50,menota
menota-isl-UEEED,,isl,13,menota
menota-isl-UEEEE,,isl,1,menota
menota-nor-UEEEE,,nor,21,menota
menota-isl-UEEEF,,isl,264,menota
menota-nor-UEEEF,,nor,1108,menota
menota-nor-UEEF0,,nor,1,menota
menota-nor-UEEF1,,nor,6,menota
menota-nor-UEEF4,,nor,80,menota
menota-nor-UEEF5,,nor,2,menota
menota-nor-UEEF6,,nor,433,menota
menota-nor-UEEF7,,nor,415,menota
menota-nor-UEEF8,,nor,2,menota
menota-nor-UEEFE,,nor,845,menota
menota-isl-UEF15,,isl,1,menota
menota-isl-UEF20,,isl,6,menota
menota-isl-UEF22,,isl,382,menota
menota-nor-UEF22,,nor,2,menota
menota-isl-UEF23,,isl,14,menota
menota-isl-UEFE1,,isl,28,menota
menota-nor-UEFE2,,nor,1,menota
menota-isl-UEFE3,,isl,20,menota
menota-nor-UEFE3,,nor,78,menota
menota-isl-UEFE6,,isl,2,menota
menota-isl-UEFE7,,isl,214,menota
menota-nor-UEFE7,,nor,1,menota
menota-isl-UEFEB,,isl,369,menota
menota-isl-UF00D,,isl,6,menota
menota-onw-UF00D,,onw,2,menota
menota-isl-UF02F,,isl,3,menota
menota-nor-UF03B,,nor,1,menota
menota-isl-UF082,,isl,1,menota
menota-isl-UF0C2,,isl,2,menota
menota-isl-UF0C7,,isl,2,menota
menota-isl-UF0DC,,isl,4,menota
menota-isl-UF0E9,,isl,2,menota
menota-isl-UF0FA,,isl,2,menota
menota-isl-UF104,,isl,1,menota
menota-nor-UF10A,,nor,131,menota
menota-nor-UF110,,nor,92,menota
menota-nor-UF11A,,nor,35,menota
menota-isl-UF127,,isl,4,menota
menota-nor-UF153,,nor,1,menota
menota-swe-UF153,,swe,58,menota
menota-isl-UF158,,isl,4,menota
menota-nor-UF158,,nor,521,menota
menota-swe-UF158,,swe,10,menota
menota-isl-UF161,,isl,3,menota
menota-nor-UF161,,nor,818,menota
menota-isl-UF1BD,,isl,14,menota
menota-nor-UF1C1,,nor,152,menota
menota-swe-UF1C1,,swe,87,menota
menota-nor-UF1C2,,nor,6,menota
menota-isl-UF1E5,,isl,1,menota
menota-isl-UF1E8,,isl,1,menota
menota-isl-UF1F1,,isl,20,menota
menota-isl-UF1F2,,isl,5,menota
menota-isl-UF1FA,,isl,2,menota
menota-isl-UF203,,isl,1,menota
menota-nor-UF203,,nor,2,menota
menota-isl-UF208,,isl,9,menota
menota-isl-UF209,,isl,1,menota
menota-isl-UF217,,isl,1,menota
menota-nor-UF217,,nor,941,menota
menota-nor-UF218,,nor,12,menota
menota-nor-UF221,,nor,6,menota
menota-isl-UF223,,isl,3,menota
menota-nor-UF223,,nor,464,menota
menota-nor-UF224,,nor,31,menota
menota-nor-UF228,,nor,7,menota
menota-isl-UF22A,,isl,14,menota
menota-nor-UF22A,,nor,47,menota
menota-isl-UF23A,,isl,3,menota
menota-onw-UF23A,,onw,1,menota
menota-isl-UF23C,,isl,15,menota
menota-nor-UF23C,,nor,461,menota
menota-nor-UF23D,,nor,655,menota
menota-dan-UF538,,dan,21,menota
menota-isl-UFB05,ﬅ,isl,2,menota
menota-isl-UFFFD,�,isl,1,menota
papyri-ddbdp-cop-U00A7,§,cop,4,papyri-ddbdp
papyri-ddbdp-grc-U00A7,§,grc,9,papyri-ddbdp
papyri-ddbdp-cop-U00A8,¨,cop,2,papyri-ddbdp
papyri-ddbdp-grc-U00A8,¨,grc,37,papyri-ddbdp
papyri-ddbdp-lat-U00AB,«,lat,1,papyri-ddbdp
papyri-ddbdp-cop-U00AD,­,cop,3,papyri-ddbdp
papyri-ddbdp-grc-U00AD,­,grc,43,papyri-ddbdp
papyri-ddbdp-grc-U00B1,±,grc,2,papyri-ddbdp
papyri-ddbdp-cop-U00B4,´,cop,6,papyri-ddbdp
papyri-ddbdp-grc-U00B4,´,grc,47,papyri-ddbdp
papyri-ddbdp-cop-U00B5,µ,cop,2,papyri-ddbdp
papyri-ddbdp-grc-U00B5,µ,grc,1150,papyri-ddbdp
papyri-ddbdp-cop-U00B7,·,cop,19,papyri-ddbdp
papyri-ddbdp-grc-U00B7,·,grc,18553,papyri-ddbdp
papyri-ddbdp-lat-U00B7,·,lat,22,papyri-ddbdp
papyri-ddbdp-grc-U00BC,¼,grc,1,papyri-ddbdp
papyri-ddbdp-grc-U00D7,×,grc,1,papyri-ddbdp
papyri-ddbdp-grc-U00DF,ß,grc,1,papyri-ddbdp
papyri-ddbdp-grc-U0131,ı,grc,38,papyri-ddbdp
papyri-ddbdp-grc-U021D,ȝ,grc,1,papyri-ddbdp
papyri-ddbdp-grc-U02B9,ʹ,grc,3,papyri-ddbdp
papyri-ddbdp-cop-U02BC,ʼ,cop,77,papyri-ddbdp
papyri-ddbdp-grc-U02BC,ʼ,grc,29740,papyri-ddbdp
papyri-ddbdp-lat-U02BC,ʼ,lat,37,papyri-ddbdp
papyri-ddbdp-grc-U02BD,ʽ,grc,1,papyri-ddbdp
papyri-ddbdp-grc-U02C9,ˉ,grc,5,papyri-ddbdp
papyri-ddbdp-grc-U02D9,˙,grc,1,papyri-ddbdp
papyri-ddbdp-grc-U0384,΄,grc,3,papyri-ddbdp
papyri-ddbdp-cop-U03B1,α,cop,9842,papyri-ddbdp
papyri-ddbdp-grc-U03B1,α,grc,718128,papyri-ddbdp
papyri-ddbdp-lat-U03B1,α,lat,870,papyri-ddbdp
papyri-ddbdp-ar-U03B2,β,ar,1,papyri-ddbdp
papyri-ddbdp-cop-U03B2,β,cop,1399,papyri-ddbdp
papyri-ddbdp-grc-U03B2,β,grc,205778,papyri-ddbdp
papyri-ddbdp-lat-U03B2,β,lat,192,papyri-ddbdp
papyri-ddbdp-cop-U03B3,γ,cop,3262,papyri-ddbdp
papyri-ddbdp-grc-U03B3,γ,grc,270269,papyri-ddbdp
papyri-ddbdp-lat-U03B3,γ,lat,335,papyri-ddbdp
papyri-ddbdp-ar-U03B4,δ,ar,1,papyri-ddbdp
papyri-ddbdp-cop-U03B4,δ,cop,3278,papyri-ddbdp
papyri-ddbdp-grc-U03B4,δ,grc,360322,papyri-ddbdp
papyri-ddbdp-lat-U03B4,δ,lat,428,papyri-ddbdp
papyri-ddbdp-cop-U03B5,ε,cop,7993,papyri-ddbdp
papyri-ddbdp-grc-U03B5,ε,grc,627181,papyri-ddbdp
papyri-ddbdp-lat-U03B5,ε,lat,811,papyri-ddbdp
papyri-ddbdp-cop-U03B6,ζ,cop,823,papyri-ddbdp
papyri-ddbdp-grc-U03B6,ζ,grc,43380,papyri-ddbdp
papyri-ddbdp-lat-U03B6,ζ,lat,47,papyri-ddbdp
papyri-ddbdp-cop-U03B7,η,cop,4385,papyri-ddbdp
papyri-ddbdp-grc-U03B7,η,grc,447262,papyri-ddbdp
papyri-ddbdp-lat-U03B7,η,lat,575,papyri-ddbdp
papyri-ddbdp-cop-U03B8,θ,cop,1508,papyri-ddbdp
papyri-ddbdp-grc-U03B8,θ,grc,195362,papyri-ddbdp
papyri-ddbdp-lat-U03B8,θ,lat,282,papyri-ddbdp
papyri-ddbdp-ar-U03B9,ι,ar,1,papyri-ddbdp
papyri-ddbdp-cop-U03B9,ι,cop,10263,papyri-ddbdp
papyri-ddbdp-grc-U03B9,ι,grc,703058,papyri-ddbdp
papyri-ddbdp-lat-U03B9,ι,lat,873,papyri-ddbdp
papyri-ddbdp-ar-U03BA,κ,ar,1,papyri-ddbdp
papyri-ddbdp-cop-U03BA,κ,cop,5830,papyri-ddbdp
papyri-ddbdp-grc-U03BA,κ,grc,461798,papyri-ddbdp
papyri-ddbdp-lat-U03BA,κ,lat,577,papyri-ddbdp
papyri-ddbdp-cop-U03BB,λ,cop,4560,papyri-ddbdp
papyri-ddbdp-grc-U03BB,λ,grc,378207,papyri-ddbdp
papyri-ddbdp-lat-U03BB,λ,lat,490,papyri-ddbdp
papyri-ddbdp-cop-U03BC,μ,cop,5571,papyri-ddbdp
papyri-ddbdp-grc-U03BC,μ,grc,484810,papyri-ddbdp
papyri-ddbdp-lat-U03BC,μ,lat,571,papyri-ddbdp
papyri-ddbdp-cop-U03BD,ν,cop,8344,papyri-ddbdp
papyri-ddbdp-grc-U03BD,ν,grc,610694,papyri-ddbdp
papyri-ddbdp-lat-U03BD,ν,lat,776,papyri-ddbdp
papyri-ddbdp-cop-U03BE,ξ,cop,521,papyri-ddbdp
papyri-ddbdp-grc-U03BE,ξ,grc,66544,papyri-ddbdp
papyri-ddbdp-lat-U03BE,ξ,lat,122,papyri-ddbdp
papyri-ddbdp-cop-U03BF,ο,cop,10248,papyri-ddbdp
papyri-ddbdp-grc-U03BF,ο,grc,696695,papyri-ddbdp
papyri-ddbdp-lat-U03BF,ο,lat,843,papyri-ddbdp
papyri-ddbdp-cop-U03C0,π,cop,5540,papyri-ddbdp
papyri-ddbdp-grc-U03C0,π,grc,456110,papyri-ddbdp
papyri-ddbdp-lat-U03C0,π,lat,570,papyri-ddbdp
papyri-ddbdp-cop-U03C1,ρ,cop,7351,papyri-ddbdp
papyri-ddbdp-grc-U03C1,ρ,grc,592199,papyri-ddbdp
papyri-ddbdp-lat-U03C1,ρ,lat,704,papyri-ddbdp
papyri-ddbdp-cop-U03C2,ς,cop,7418,papyri-ddbdp
papyri-ddbdp-lat-U03C2,ς,lat,579,papyri-ddbdp
papyri-ddbdp-cop-U03C3,σ,cop,5606,papyri-ddbdp
papyri-ddbdp-grc-U03C3,σ,grc,649480,papyri-ddbdp
papyri-ddbdp-lat-U03C3,σ,lat,586,papyri-ddbdp
papyri-ddbdp-cop-U03C4,τ,cop,7066,papyri-ddbdp
papyri-ddbdp-grc-U03C4,τ,grc,620176,papyri-ddbdp
papyri-ddbdp-lat-U03C4,τ,lat,754,papyri-ddbdp
papyri-ddbdp-cop-U03C5,υ,cop,4501,papyri-ddbdp
papyri-ddbdp-grc-U03C5,υ,grc,564865,papyri-ddbdp
papyri-ddbdp-lat-U03C5,υ,lat,689,papyri-ddbdp
papyri-ddbdp-cop-U03C6,φ,cop,1714,papyri-ddbdp
papyri-ddbdp-grc-U03C6,φ,grc,173543,papyri-ddbdp
papyri-ddbdp-lat-U03C6,φ,lat,215,papyri-ddbdp
papyri-ddbdp-cop-U03C7,χ,cop,2606,papyri-ddbdp
papyri-ddbdp-grc-U03C7,χ,grc,229939,papyri-ddbdp
papyri-ddbdp-lat-U03C7,χ,lat,222,papyri-ddbdp
papyri-ddbdp-cop-U03C8,ψ,cop,210,papyri-ddbdp
papyri-ddbdp-grc-U03C8,ψ,grc,34906,papyri-ddbdp
papyri-ddbdp-lat-U03C8,ψ,lat,39,papyri-ddbdp
papyri-ddbdp-cop-U03C9,ω,cop,2661,papyri-ddbdp
papyri-ddbdp-grc-U03C9,ω,grc,470137,papyri-ddbdp
papyri-ddbdp-lat-U03C9,ω,lat,545,papyri-ddbdp
papyri-ddbdp-grc-U03D1,ϑ,grc,2,papyri-ddbdp
papyri-ddbdp-grc-U03D5,ϕ,grc,196,papyri-ddbdp
papyri-ddbdp-cop-U03D9,ϙ,cop,4,papyri-ddbdp
papyri-ddbdp-grc-U03D9,ϙ,grc,4042,papyri-ddbdp
papyri-ddbdp-cop-U03DB,ϛ,cop,140,papyri-ddbdp
papyri-ddbdp-grc-U03DB,ϛ,grc,34811,papyri-ddbdp
papyri-ddbdp-lat-U03DB,ϛ,lat,17,papyri-ddbdp
papyri-ddbdp-grc-U03DD,ϝ,grc,1,papyri-ddbdp
papyri-ddbdp-grc-U03DF,ϟ,grc,1,papyri-ddbdp
papyri-ddbdp-cop-U03E1,ϡ,cop,2,papyri-ddbdp
papyri-ddbdp-grc-U03E1,ϡ,grc,1868,papyri-ddbdp
papyri-ddbdp-lat-U03E1,ϡ,lat,1,papyri-ddbdp
