ID,Char,Language_ID,Count,Source
sjw-lzh-U7496,璖,lzh,3,sjw
sjw-lzh-U7498,璘,lzh,2075,sjw
sjw-lzh-U7499,璙,lzh,2,sjw
sjw-lzh-U749A,璚,lzh,9,sjw
sjw-lzh-U749B,璛,lzh,771,sjw
sjw-lzh-U749C,璜,lzh,8727,sjw
sjw-lzh-U749D,璝,lzh,2,sjw
sjw-lzh-U749E,璞,lzh,1044,sjw
sjw-lzh-U749F,璟,lzh,4306,sjw
sjw-lzh-U74A0,璠,lzh,41,sjw
sjw-lzh-U74A1,璡,lzh,3435,sjw
sjw-lzh-U74A2,璢,lzh,1,sjw
sjw-lzh-U74A3,璣,lzh,1203,sjw
sjw-lzh-U74A5,璥,lzh,310,sjw
sjw-lzh-U74A6,璦,lzh,2,sjw
sjw-lzh-U74A7,璧,lzh,3612,sjw
sjw-lzh-U74A8,璨,lzh,403,sjw
sjw-lzh-U74A9,璩,lzh,1,sjw
sjw-lzh-U74AA,璪,lzh,9,sjw
sjw-lzh-U74AB,璫,lzh,54,sjw
sjw-lzh-U74AC,璬,lzh,1,sjw
sjw-lzh-U74AD,璭,lzh,6,sjw
sjw-lzh-U74AE,璮,lzh,4,sjw
sjw-lzh-U74AF,璯,lzh,23,sjw
sjw-lzh-U74B0,環,lzh,6155,sjw
sjw-lzh-U74B2,璲,lzh,333,sjw
sjw-lzh-U74B4,璴,lzh,4,sjw
sjw-lzh-U74B5,璵,lzh,86,sjw
sjw-lzh-U74B6,璶,lzh,5,sjw
sjw-lzh-U74B8,璸,lzh,43,sjw
sjw-lzh-U74B9,璹,lzh,1745,sjw
sjw-lzh-U74BA,璺,lzh,5,sjw
sjw-lzh-U74BC,璼,lzh,2,sjw
sjw-lzh-U74BD,璽,lzh,336,sjw
sjw-lzh-U74BE,璾,lzh,217,sjw
sjw-lzh-U74BF,璿,lzh,6443,sjw
sjw-lzh-U74C0,瓀,lzh,32,sjw
sjw-lzh-U74C1,瓁,lzh,36,sjw
sjw-lzh-U74C3,瓃,lzh,3,sjw
sjw-lzh-U74C5,瓅,lzh,18,sjw
sjw-lzh-U74C6,瓆,lzh,212,sjw
sjw-lzh-U74C8,瓈,lzh,1,sjw
sjw-lzh-U74C9,瓉,lzh,86,sjw
sjw-lzh-U74CA,瓊,lzh,1110,sjw
sjw-lzh-U74CB,瓋,lzh,4,sjw
sjw-lzh-U74CC,瓌,lzh,27,sjw
sjw-lzh-U74CF,瓏,lzh,65,sjw
sjw-lzh-U74D3,瓓,lzh,8,sjw
sjw-lzh-U74D4,瓔,lzh,12,sjw
sjw-lzh-U74D8,瓘,lzh,1081,sjw
sjw-lzh-U74D9,瓙,lzh,1,sjw
sjw-lzh-U74DA,瓚,lzh,7980,sjw
sjw-lzh-U74DB,瓛,lzh,558,sjw
sjw-lzh-U74DC,瓜,lzh,4796,sjw
sjw-lzh-U74DE,瓞,lzh,63,sjw
sjw-lzh-U74DF,瓟,lzh,2,sjw
sjw-lzh-U74E0,瓠,lzh,124,sjw
sjw-lzh-U74E2,瓢,lzh,424,sjw
sjw-lzh-U74E3,瓣,lzh,23,sjw
sjw-lzh-U74E6,瓦,lzh,4306,sjw
sjw-lzh-U74EE,瓮,lzh,350,sjw
sjw-lzh-U74F4,瓴,lzh,28,sjw
sjw-lzh-U74F6,瓶,lzh,13,sjw
sjw-lzh-U74F7,瓷,lzh,6,sjw
sjw-lzh-U74FF,瓿,lzh,5,sjw
sjw-lzh-U7501,甁,lzh,904,sjw
sjw-lzh-U7503,甃,lzh,18,sjw
sjw-lzh-U7504,甄,lzh,4603,sjw
sjw-lzh-U7506,甆,lzh,4,sjw
sjw-lzh-U7508,甈,lzh,8,sjw
sjw-lzh-U750C,甌,lzh,350,sjw
sjw-lzh-U750D,甍,lzh,37,sjw
sjw-lzh-U750E,甎,lzh,309,sjw
sjw-lzh-U7510,甐,lzh,1,sjw
sjw-lzh-U7511,甑,lzh,574,sjw
sjw-lzh-U7512,甒,lzh,5,sjw
sjw-lzh-U7513,甓,lzh,248,sjw
sjw-lzh-U7514,甔,lzh,122,sjw
sjw-lzh-U7515,甕,lzh,1434,sjw
sjw-lzh-U7516,甖,lzh,84,sjw
sjw-lzh-U7517,甗,lzh,1,sjw
sjw-lzh-U7518,甘,lzh,13440,sjw
sjw-lzh-U751A,甚,lzh,192870,sjw
sjw-lzh-U751B,甛,lzh,2,sjw
sjw-lzh-U751C,甜,lzh,17,sjw
sjw-lzh-U751F,生,lzh,100394,sjw
sjw-lzh-U7521,甡,lzh,4,sjw
sjw-lzh-U7522,產,lzh,197,sjw
sjw-lzh-U7523,産,lzh,7490,sjw
sjw-lzh-U7525,甥,lzh,798,sjw
sjw-lzh-U7526,甦,lzh,1349,sjw
sjw-lzh-U7528,用,lzh,111327,sjw
sjw-lzh-U752A,甪,lzh,2,sjw
sjw-lzh-U752B,甫,lzh,4082,sjw
sjw-lzh-U752C,甬,lzh,23,sjw
sjw-lzh-U752F,甯,lzh,66,sjw
sjw-lzh-U7530,田,lzh,30413,sjw
sjw-lzh-U7531,由,lzh,95660,sjw
sjw-lzh-U7532,甲,lzh,37835,sjw
sjw-lzh-U7533,申,lzh,180707,sjw
sjw-lzh-U7537,男,lzh,7092,sjw
sjw-lzh-U7538,甸,lzh,3410,sjw
sjw-lzh-U7539,甹,lzh,3,sjw
sjw-lzh-U753A,町,lzh,34,sjw
sjw-lzh-U753D,甽,lzh,3,sjw
sjw-lzh-U753E,甾,lzh,2,sjw
sjw-lzh-U753F,甿,lzh,50,sjw
sjw-lzh-U7540,畀,lzh,10255,sjw
sjw-lzh-U7541,畁,lzh,4,sjw
sjw-lzh-U7542,畂,lzh,13,sjw
sjw-lzh-U7547,畇,lzh,10,sjw
sjw-lzh-U7548,畈,lzh,1,sjw
sjw-lzh-U754A,畊,lzh,4105,sjw
sjw-lzh-U754B,畋,lzh,128,sjw
sjw-lzh-U754C,界,lzh,8452,sjw
sjw-lzh-U754E,畎,lzh,988,sjw
sjw-lzh-U754F,畏,lzh,21045,sjw
sjw-lzh-U7550,畐,lzh,2,sjw
sjw-lzh-U7551,畑,lzh,6,sjw
sjw-lzh-U7552,畒,lzh,6,sjw
sjw-lzh-U7553,畓,lzh,5094,sjw
sjw-lzh-U7554,畔,lzh,624,sjw
sjw-lzh-U7557,畗,lzh,9,sjw
sjw-lzh-U7559,留,lzh,78045,sjw
sjw-lzh-U755A,畚,lzh,62,sjw
sjw-lzh-U755B,畛,lzh,162,sjw
sjw-lzh-U755C,畜,lzh,2246,sjw
sjw-lzh-U755D,畝,lzh,2051,sjw
sjw-lzh-U755F,畟,lzh,12,sjw
sjw-lzh-U7560,畠,lzh,6,sjw
sjw-lzh-U7561,畡,lzh,1,sjw
sjw-lzh-U7562,畢,lzh,45221,sjw
sjw-lzh-U7563,畣,lzh,1,sjw
sjw-lzh-U7564,畤,lzh,18,sjw
sjw-lzh-U7565,略,lzh,37787,sjw
sjw-lzh-U7566,畦,lzh,226,sjw
sjw-lzh-U7567,畧,lzh,34,sjw
sjw-lzh-U756A,番,lzh,104932,sjw
sjw-lzh-U756B,畫,lzh,7605,sjw
sjw-lzh-U756C,畬,lzh,2292,sjw
sjw-lzh-U756D,畭,lzh,1,sjw
sjw-lzh-U756E,畮,lzh,7,sjw
sjw-lzh-U756F,畯,lzh,625,sjw
sjw-lzh-U7570,異,lzh,74171,sjw
sjw-lzh-U7572,畲,lzh,42,sjw
sjw-lzh-U7575,畵,lzh,429,sjw
sjw-lzh-U7576,當,lzh,320530,sjw
sjw-lzh-U7578,畸,lzh,1312,sjw
sjw-lzh-U7579,畹,lzh,493,sjw
sjw-lzh-U757A,畺,lzh,2,sjw
sjw-lzh-U757B,畻,lzh,2,sjw
sjw-lzh-U757C,畼,lzh,1,sjw
sjw-lzh-U757D,畽,lzh,1,sjw
sjw-lzh-U757F,畿,lzh,45464,sjw
sjw-lzh-U7583,疃,lzh,1,sjw
sjw-lzh-U7584,疄,lzh,3,sjw
sjw-lzh-U7586,疆,lzh,7488,sjw
sjw-lzh-U7587,疇,lzh,5798,sjw
sjw-lzh-U7588,疈,lzh,4,sjw
sjw-lzh-U758A,疊,lzh,10135,sjw
sjw-lzh-U758B,疋,lzh,6130,sjw
sjw-lzh-U758C,疌,lzh,1,sjw
sjw-lzh-U758E,疎,lzh,24067,sjw
sjw-lzh-U758F,疏,lzh,162927,sjw
sjw-lzh-U7590,疐,lzh,138,sjw
sjw-lzh-U7591,疑,lzh,21444,sjw
sjw-lzh-U7592,疒,lzh,1,sjw
sjw-lzh-U7594,疔,lzh,106,sjw
sjw-lzh-U759A,疚,lzh,2785,sjw
sjw-lzh-U759D,疝,lzh,1365,sjw
sjw-lzh-U75A2,疢,lzh,317,sjw
sjw-lzh-U75A3,疣,lzh,2354,sjw
sjw-lzh-U75A4,疤,lzh,323,sjw
sjw-lzh-U75A5,疥,lzh,69,sjw
sjw-lzh-U75A7,疧,lzh,2,sjw
sjw-lzh-U75A9,疩,lzh,1,sjw
sjw-lzh-U75AA,疪,lzh,221,sjw
sjw-lzh-U75AB,疫,lzh,2145,sjw
sjw-lzh-U75B0,疰,lzh,1,sjw
sjw-lzh-U75B1,疱,lzh,2,sjw
sjw-lzh-U75B2,疲,lzh,6639,sjw
sjw-lzh-U75B3,疳,lzh,3,sjw
sjw-lzh-U75B4,疴,lzh,734,sjw
sjw-lzh-U75B5,疵,lzh,2624,sjw
sjw-lzh-U75B6,疶,lzh,3,sjw
sjw-lzh-U75B7,疷,lzh,3,sjw
sjw-lzh-U75B8,疸,lzh,89,sjw
sjw-lzh-U75B9,疹,lzh,1150,sjw
sjw-lzh-U75BA,疺,lzh,1,sjw
sjw-lzh-U75BB,疻,lzh,2,sjw
sjw-lzh-U75BC,疼,lzh,4698,sjw
sjw-lzh-U75BD,疽,lzh,127,sjw
sjw-lzh-U75BE,疾,lzh,47125,sjw
sjw-lzh-U75BF,疿,lzh,1,sjw
sjw-lzh-U75C0,痀,lzh,3,sjw
sjw-lzh-U75C1,痁,lzh,490,sjw
sjw-lzh-U75C2,痂,lzh,292,sjw
sjw-lzh-U75C3,痃,lzh,32,sjw
sjw-lzh-U75C5,病,lzh,207209,sjw
sjw-lzh-U75C7,症,lzh,41251,sjw
sjw-lzh-U75CA,痊,lzh,738,sjw
sjw-lzh-U75CC,痌,lzh,44,sjw
sjw-lzh-U75CD,痍,lzh,437,sjw
sjw-lzh-U75CE,痎,lzh,75,sjw
sjw-lzh-U75CF,痏,lzh,18,sjw
sjw-lzh-U75D0,痐,lzh,5,sjw
sjw-lzh-U75D2,痒,lzh,643,sjw
sjw-lzh-U75D3,痓,lzh,3,sjw
sjw-lzh-U75D4,痔,lzh,187,sjw
sjw-lzh-U75D5,痕,lzh,2364,sjw
sjw-lzh-U75D7,痗,lzh,18,sjw
sjw-lzh-U75D8,痘,lzh,1365,sjw
sjw-lzh-U75DB,痛,lzh,44830,sjw
sjw-lzh-U75DD,痝,lzh,2,sjw
sjw-lzh-U75DE,痞,lzh,2389,sjw
sjw-lzh-U75DF,痟,lzh,2,sjw
sjw-lzh-U75E0,痠,lzh,17,sjw
sjw-lzh-U75E1,痡,lzh,44,sjw
sjw-lzh-U75E2,痢,lzh,2589,sjw
sjw-lzh-U75E3,痣,lzh,14,sjw
sjw-lzh-U75E4,痤,lzh,16,sjw
sjw-lzh-U75E9,痩,lzh,8,sjw
sjw-lzh-U75EC,痬,lzh,4,sjw
sjw-lzh-U75EE,痮,lzh,1,sjw
sjw-lzh-U75F0,痰,lzh,19403,sjw
sjw-lzh-U75F1,痱,lzh,11,sjw
sjw-lzh-U75F2,痲,lzh,42,sjw
sjw-lzh-U75F3,痳,lzh,5,sjw
sjw-lzh-U75F4,痴,lzh,122,sjw
sjw-lzh-U75F7,痷,lzh,1,sjw
sjw-lzh-U75F9,痹,lzh,25,sjw
sjw-lzh-U75FA,痺,lzh,4614,sjw
sjw-lzh-U75FB,痻,lzh,1,sjw
sjw-lzh-U75FC,痼,lzh,16568,sjw
sjw-lzh-U75FE,痾,lzh,787,sjw
sjw-lzh-U75FF,痿,lzh,1170,sjw
sjw-lzh-U7600,瘀,lzh,206,sjw
sjw-lzh-U7601,瘁,lzh,4264,sjw
sjw-lzh-U7602,瘂,lzh,6,sjw
sjw-lzh-U7603,瘃,lzh,11,sjw
sjw-lzh-U7604,瘄,lzh,1,sjw
sjw-lzh-U7607,瘇,lzh,265,sjw
sjw-lzh-U7608,瘈,lzh,3,sjw
sjw-lzh-U7609,瘉,lzh,23,sjw
sjw-lzh-U760B,瘋,lzh,4,sjw
sjw-lzh-U760D,瘍,lzh,21,sjw
sjw-lzh-U760F,瘏,lzh,25,sjw
sjw-lzh-U7610,瘐,lzh,216,sjw
sjw-lzh-U7611,瘑,lzh,1,sjw
sjw-lzh-U7612,瘒,lzh,2,sjw
sjw-lzh-U7613,瘓,lzh,213,sjw
sjw-lzh-U7615,瘕,lzh,22,sjw
sjw-lzh-U7616,瘖,lzh,112,sjw
sjw-lzh-U7619,瘙,lzh,117,sjw
sjw-lzh-U761A,瘚,lzh,6,sjw
sjw-lzh-U761B,瘛,lzh,1,sjw
sjw-lzh-U761C,瘜,lzh,1,sjw
sjw-lzh-U761D,瘝,lzh,6083,sjw
sjw-lzh-U761E,瘞,lzh,587,sjw
sjw-lzh-U761F,瘟,lzh,83,sjw
sjw-lzh-U7620,瘠,lzh,2668,sjw
sjw-lzh-U7621,瘡,lzh,3853,sjw
sjw-lzh-U7622,瘢,lzh,407,sjw
sjw-lzh-U7624,瘤,lzh,13,sjw
sjw-lzh-U7625,瘥,lzh,123,sjw
sjw-lzh-U7626,瘦,lzh,1171,sjw
sjw-lzh-U7627,瘧,lzh,910,sjw
sjw-lzh-U7628,瘨,lzh,12,sjw
sjw-lzh-U762D,瘭,lzh,2,sjw
sjw-lzh-U7630,瘰,lzh,4,sjw
sjw-lzh-U7632,瘲,lzh,3,sjw
sjw-lzh-U7633,瘳,lzh,1945,sjw
sjw-lzh-U7634,瘴,lzh,664,sjw
sjw-lzh-U7635,瘵,lzh,831,sjw
sjw-lzh-U763B,瘻,lzh,7,sjw
sjw-lzh-U763C,瘼,lzh,5484,sjw
sjw-lzh-U7640,癀,lzh,2,sjw
sjw-lzh-U7641,癁,lzh,1,sjw
sjw-lzh-U7642,療,lzh,3467,sjw
sjw-lzh-U7643,癃,lzh,6629,sjw
sjw-lzh-U7646,癆,lzh,4,sjw
sjw-lzh-U7647,癇,lzh,3,sjw
sjw-lzh-U7648,癈,lzh,990,sjw
sjw-lzh-U7649,癉,lzh,437,sjw
sjw-lzh-U764A,癊,lzh,76,sjw
sjw-lzh-U764D,癍,lzh,109,sjw
sjw-lzh-U764E,癎,lzh,4,sjw
sjw-lzh-U764F,癏,lzh,631,sjw
sjw-lzh-U7651,癑,lzh,1,sjw
sjw-lzh-U7652,癒,lzh,12,sjw
sjw-lzh-U7653,癓,lzh,2,sjw
sjw-lzh-U7654,癔,lzh,2,sjw
sjw-lzh-U7655,癕,lzh,25,sjw
sjw-lzh-U7656,癖,lzh,4815,sjw
sjw-lzh-U7658,癘,lzh,2082,sjw
sjw-lzh-U7659,癙,lzh,22,sjw
sjw-lzh-U765B,癛,lzh,1,sjw
sjw-lzh-U765C,癜,lzh,2,sjw
sjw-lzh-U765D,癝,lzh,1,sjw
sjw-lzh-U7660,癠,lzh,57,sjw
sjw-lzh-U7661,癡,lzh,1078,sjw
sjw-lzh-U7662,癢,lzh,1389,sjw
sjw-lzh-U7664,癤,lzh,591,sjw
sjw-lzh-U7665,癥,lzh,80,sjw
sjw-lzh-U7667,癧,lzh,6,sjw
sjw-lzh-U7668,癨,lzh,979,sjw
sjw-lzh-U7669,癩,lzh,11,sjw
sjw-lzh-U766A,癪,lzh,1,sjw
sjw-lzh-U766C,癬,lzh,49,sjw
sjw-lzh-U766D,癭,lzh,24,sjw
sjw-lzh-U766E,癮,lzh,60,sjw
sjw-lzh-U766F,癯,lzh,31,sjw
sjw-lzh-U7670,癰,lzh,281,sjw
sjw-lzh-U7671,癱,lzh,225,sjw
sjw-lzh-U7672,癲,lzh,119,sjw
sjw-lzh-U7674,癴,lzh,1,sjw
sjw-lzh-U7678,癸,lzh,14618,sjw
sjw-lzh-U767B,登,lzh,39449,sjw
sjw-lzh-U767C,發,lzh,101961,sjw
sjw-lzh-U767D,白,lzh,75230,sjw
sjw-lzh-U767E,百,lzh,105194,sjw
sjw-lzh-U7680,皀,lzh,7,sjw
sjw-lzh-U7681,皁,lzh,621,sjw
sjw-lzh-U7682,皂,lzh,371,sjw
sjw-lzh-U7683,皃,lzh,2,sjw
sjw-lzh-U7684,的,lzh,12336,sjw
sjw-lzh-U7686,皆,lzh,86783,sjw
sjw-lzh-U7687,皇,lzh,24831,sjw
sjw-lzh-U768B,皋,lzh,13,sjw
sjw-lzh-U768E,皎,lzh,519,sjw
sjw-lzh-U7690,皐,lzh,2618,sjw
sjw-lzh-U7693,皓,lzh,859,sjw
sjw-lzh-U7696,皖,lzh,3,sjw
sjw-lzh-U7699,皙,lzh,34,sjw
sjw-lzh-U769A,皚,lzh,2,sjw
sjw-lzh-U769B,皛,lzh,3,sjw
sjw-lzh-U769C,皜,lzh,5,sjw
sjw-lzh-U769D,皝,lzh,9,sjw
sjw-lzh-U769E,皞,lzh,747,sjw
sjw-lzh-U76A1,皡,lzh,51,sjw
sjw-lzh-U76A4,皤,lzh,45,sjw
sjw-lzh-U76A5,皥,lzh,161,sjw
sjw-lzh-U76A6,皦,lzh,124,sjw
sjw-lzh-U76AC,皬,lzh,2,sjw
sjw-lzh-U76AD,皭,lzh,18,sjw
sjw-lzh-U76AE,皮,lzh,9795,sjw
sjw-lzh-U76B0,皰,lzh,3,sjw
sjw-lzh-U76B4,皴,lzh,20,sjw
sjw-lzh-U76B7,皷,lzh,246,sjw
sjw-lzh-U76B8,皸,lzh,10,sjw
sjw-lzh-U76BA,皺,lzh,65,sjw
sjw-lzh-U76BC,皼,lzh,1,sjw
sjw-lzh-U76BF,皿,lzh,685,sjw
sjw-lzh-U76C2,盂,lzh,135,sjw
sjw-lzh-U76C3,盃,lzh,622,sjw
sjw-lzh-U76C6,盆,lzh,1131,sjw
sjw-lzh-U76C8,盈,lzh,6645,sjw
sjw-lzh-U76CA,益,lzh,123973,sjw
sjw-lzh-U76CC,盌,lzh,20,sjw
sjw-lzh-U76CD,盍,lzh,562,sjw
sjw-lzh-U76CE,盎,lzh,240,sjw
sjw-lzh-U76D2,盒,lzh,504,sjw
sjw-lzh-U76D4,盔,lzh,8,sjw
sjw-lzh-U76D6,盖,lzh,28,sjw
sjw-lzh-U76DB,盛,lzh,33124,sjw
sjw-lzh-U76DC,盜,lzh,15140,sjw
sjw-lzh-U76DD,盝,lzh,130,sjw
sjw-lzh-U76DE,盞,lzh,994,sjw
sjw-lzh-U76DF,盟,lzh,1339,sjw
sjw-lzh-U76E0,盠,lzh,2,sjw
sjw-lzh-U76E1,盡,lzh,69059,sjw
sjw-lzh-U76E3,監,lzh,256256,sjw
sjw-lzh-U76E4,盤,lzh,10022,sjw
sjw-lzh-U76E5,盥,lzh,2087,sjw
sjw-lzh-U76E7,盧,lzh,9641,sjw
sjw-lzh-U76E9,盩,lzh,18,sjw
sjw-lzh-U76EA,盪,lzh,510,sjw
sjw-lzh-U76EC,盬,lzh,104,sjw
sjw-lzh-U76ED,盭,lzh,326,sjw
sjw-lzh-U76EE,目,lzh,119635,sjw
sjw-lzh-U76F0,盰,lzh,21,sjw
sjw-lzh-U76F1,盱,lzh,857,sjw
sjw-lzh-U76F2,盲,lzh,663,sjw
sjw-lzh-U76F4,直,lzh,318433,sjw
sjw-lzh-U76F8,相,lzh,204429,sjw
sjw-lzh-U76FA,盺,lzh,1,sjw
sjw-lzh-U76FB,盻,lzh,105,sjw
sjw-lzh-U76FC,盼,lzh,66,sjw
sjw-lzh-U76FE,盾,lzh,866,sjw
sjw-lzh-U7700,眀,lzh,2,sjw
sjw-lzh-U7701,省,lzh,120129,sjw
sjw-lzh-U7702,眂,lzh,11,sjw
sjw-lzh-U7703,眃,lzh,1,sjw
sjw-lzh-U7704,眄,lzh,314,sjw
sjw-lzh-U7705,眅,lzh,1,sjw
sjw-lzh-U7706,眆,lzh,11,sjw
sjw-lzh-U7707,眇,lzh,1691,sjw
sjw-lzh-U7708,眈,lzh,11,sjw
sjw-lzh-U7709,眉,lzh,1356,sjw
sjw-lzh-U770A,眊,lzh,233,sjw
sjw-lzh-U770B,看,lzh,28337,sjw
sjw-lzh-U770E,眎,lzh,139,sjw
sjw-lzh-U7715,眕,lzh,5,sjw
sjw-lzh-U7716,眖,lzh,1,sjw
sjw-lzh-U7717,眗,lzh,1,sjw
sjw-lzh-U7718,眘,lzh,17,sjw
sjw-lzh-U7719,眙,lzh,1141,sjw
sjw-lzh-U771A,眚,lzh,1285,sjw
sjw-lzh-U771B,眛,lzh,642,sjw
sjw-lzh-U771C,眜,lzh,29,sjw
sjw-lzh-U771E,眞,lzh,36322,sjw
sjw-lzh-U771F,真,lzh,2,sjw
sjw-lzh-U7720,眠,lzh,1318,sjw
sjw-lzh-U7721,眡,lzh,38,sjw
sjw-lzh-U7722,眢,lzh,67,sjw
sjw-lzh-U7724,眤,lzh,19,sjw
sjw-lzh-U7725,眥,lzh,160,sjw
sjw-lzh-U7726,眦,lzh,441,sjw
sjw-lzh-U7727,眧,lzh,2,sjw
sjw-lzh-U7728,眨,lzh,14,sjw
sjw-lzh-U7729,眩,lzh,14146,sjw
sjw-lzh-U772D,眭,lzh,4,sjw
sjw-lzh-U772F,眯,lzh,58,sjw
sjw-lzh-U7734,眴,lzh,21,sjw
sjw-lzh-U7735,眵,lzh,75,sjw
sjw-lzh-U7736,眶,lzh,102,sjw
sjw-lzh-U7737,眷,lzh,14051,sjw
sjw-lzh-U7738,眸,lzh,240,sjw
sjw-lzh-U7739,眹,lzh,50,sjw
sjw-lzh-U773A,眺,lzh,72,sjw
sjw-lzh-U773C,眼,lzh,13645,sjw
sjw-lzh-U773D,眽,lzh,2,sjw
sjw-lzh-U773F,眿,lzh,2,sjw
sjw-lzh-U7740,着,lzh,21274,sjw
sjw-lzh-U7743,睃,lzh,1,sjw
sjw-lzh-U7744,睄,lzh,1,sjw
sjw-lzh-U7745,睅,lzh,6,sjw
sjw-lzh-U7746,睆,lzh,13,sjw
sjw-lzh-U7747,睇,lzh,25,sjw
sjw-lzh-U7748,睈,lzh,1,sjw
sjw-lzh-U7749,睉,lzh,5,sjw
sjw-lzh-U774A,睊,lzh,35,sjw
sjw-lzh-U774C,睌,lzh,7,sjw
sjw-lzh-U774D,睍,lzh,59,sjw
sjw-lzh-U774E,睎,lzh,1,sjw
sjw-lzh-U7752,睒,lzh,11,sjw
sjw-lzh-U7753,睓,lzh,1,sjw
sjw-lzh-U7754,睔,lzh,1,sjw
sjw-lzh-U7755,睕,lzh,6,sjw
sjw-lzh-U7757,睗,lzh,1,sjw
sjw-lzh-U7758,睘,lzh,2,sjw
sjw-lzh-U775A,睚,lzh,101,sjw
sjw-lzh-U775B,睛,lzh,203,sjw
sjw-lzh-U775C,睜,lzh,3,sjw
sjw-lzh-U775E,睞,lzh,3,sjw
sjw-lzh-U775F,睟,lzh,162,sjw
sjw-lzh-U7760,睠,lzh,410,sjw
sjw-lzh-U7761,睡,lzh,29734,sjw
sjw-lzh-U7762,睢,lzh,1001,sjw
sjw-lzh-U7763,督,lzh,10732,sjw
sjw-lzh-U7765,睥,lzh,88,sjw
sjw-lzh-U7766,睦,lzh,14521,sjw
sjw-lzh-U7767,睧,lzh,1,sjw
sjw-lzh-U7768,睨,lzh,153,sjw
sjw-lzh-U776A,睪,lzh,5,sjw
sjw-lzh-U776B,睫,lzh,1045,sjw
sjw-lzh-U776D,睭,lzh,1,sjw
sjw-lzh-U776F,睯,lzh,320,sjw
sjw-lzh-U7771,睱,lzh,21,sjw
sjw-lzh-U7773,睳,lzh,1,sjw
sjw-lzh-U7774,睴,lzh,1,sjw
sjw-lzh-U7776,睶,lzh,1,sjw
sjw-lzh-U7777,睷,lzh,2,sjw
sjw-lzh-U7779,睹,lzh,1096,sjw
sjw-lzh-U777A,睺,lzh,1,sjw
sjw-lzh-U777B,睻,lzh,1,sjw
sjw-lzh-U777D,睽,lzh,382,sjw
sjw-lzh-U777E,睾,lzh,4,sjw
sjw-lzh-U777F,睿,lzh,15228,sjw
sjw-lzh-U7780,瞀,lzh,2765,sjw
sjw-lzh-U7787,瞇,lzh,8,sjw
sjw-lzh-U778B,瞋,lzh,65,sjw
sjw-lzh-U778C,瞌,lzh,5,sjw
sjw-lzh-U778D,瞍,lzh,85,sjw
sjw-lzh-U778E,瞎,lzh,42,sjw
sjw-lzh-U778F,瞏,lzh,1,sjw
sjw-lzh-U7791,瞑,lzh,1315,sjw
sjw-lzh-U7794,瞔,lzh,1,sjw
sjw-lzh-U7796,瞖,lzh,91,sjw
sjw-lzh-U7799,瞙,lzh,16,sjw
sjw-lzh-U779A,瞚,lzh,1,sjw
sjw-lzh-U779B,瞛,lzh,1,sjw
sjw-lzh-U779E,瞞,lzh,1890,sjw
sjw-lzh-U779F,瞟,lzh,1,sjw
sjw-lzh-U77A0,瞠,lzh,394,sjw
sjw-lzh-U77A2,瞢,lzh,267,sjw
sjw-lzh-U77A4,瞤,lzh,6,sjw
sjw-lzh-U77A5,瞥,lzh,104,sjw
sjw-lzh-U77A6,瞦,lzh,1,sjw
sjw-lzh-U77A7,瞧,lzh,3,sjw
sjw-lzh-U77A8,瞨,lzh,1,sjw
sjw-lzh-U77AA,瞪,lzh,24,sjw
sjw-lzh-U77AB,瞫,lzh,2,sjw
sjw-lzh-U77AC,瞬,lzh,130,sjw
sjw-lzh-U77AD,瞭,lzh,1027,sjw
sjw-lzh-U77AE,瞮,lzh,6,sjw
sjw-lzh-U77AF,瞯,lzh,209,sjw
sjw-lzh-U77B0,瞰,lzh,210,sjw
sjw-lzh-U77B1,瞱,lzh,11,sjw
sjw-lzh-U77B3,瞳,lzh,157,sjw
sjw-lzh-U77B5,瞵,lzh,3,sjw
sjw-lzh-U77B6,瞶,lzh,115,sjw
sjw-lzh-U77B7,瞷,lzh,212,sjw
sjw-lzh-U77B9,瞹,lzh,147,sjw
sjw-lzh-U77BB,瞻,lzh,19252,sjw
sjw-lzh-U77BC,瞼,lzh,5,sjw
sjw-lzh-U77BD,瞽,lzh,2517,sjw
sjw-lzh-U77BE,瞾,lzh,2,sjw
sjw-lzh-U77BF,瞿,lzh,4766,sjw
sjw-lzh-U77C2,矂,lzh,6,sjw
sjw-lzh-U77C4,矄,lzh,2,sjw
sjw-lzh-U77C5,矅,lzh,8,sjw
sjw-lzh-U77C6,矆,lzh,1,sjw
sjw-lzh-U77C7,矇,lzh,6285,sjw
sjw-lzh-U77C9,矉,lzh,3,sjw
sjw-lzh-U77CC,矌,lzh,28,sjw
sjw-lzh-U77CD,矍,lzh,138,sjw
sjw-lzh-U77D0,矐,lzh,8,sjw
sjw-lzh-U77D1,矑,lzh,1,sjw
sjw-lzh-U77D2,矒,lzh,48,sjw
sjw-lzh-U77D3,矓,lzh,531,sjw
sjw-lzh-U77D4,矔,lzh,1,sjw
sjw-lzh-U77D7,矗,lzh,58,sjw
sjw-lzh-U77D8,矘,lzh,1,sjw
sjw-lzh-U77D9,矙,lzh,1,sjw
sjw-lzh-U77DA,矚,lzh,101,sjw
sjw-lzh-U77DB,矛,lzh,1037,sjw
sjw-lzh-U77DC,矜,lzh,24353,sjw
sjw-lzh-U77DD,矝,lzh,94,sjw
sjw-lzh-U77DE,矞,lzh,11,sjw
sjw-lzh-U77DF,矟,lzh,5,sjw
